"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLR","CoS","BS","AER","BR","PKM","PKD","OG","GAO","MCS"
"*068yi*","Illia Zabarnyi","BOU","D","119","FA","BOU 1<br/>@CHE 2 F","282.27","7.63","2%","0%","37","37","3,330","1","0","0","7","0","3","0","32","1","2","24","5","0","0","33","6","138","9","34","77","153","0","0","0","67","720"
"*04e1c*","Lewis Dunk","BHA","D","120","Slab","MUN 2<br/>@BHA 0 F","281.01","8.52","32%","+5%","33","33","2,869","3","1","0","13","0","12","1","14","0","2","12","7","1","1","31","5","88","5","37","57","180","0","0","0","52","450"
"*04tm0*","Lucas Digne","AVL","D","121","Slab","AVL 0<br/>@CRY 5 F","278.25","8.43","60%","-3%","33","27","2,395","1","3","0","38","1","4","0","19","0","15","30","7","0","24","26","3","61","10","2","42","101","0","0","0","41","461"
"*05ojg*","Nelson Semedo","WOL","D","122","MID","WOL 0<br/>@LIV 2 F","277.36","7.7","1%","0%","36","36","3,084","0","1","0","24","1","4","0","48","0","36","30","10","1","13","36","7","78","51","8","22","188","0","0","0","60","444"
"*04tzt*","Jefferson Lerma","CRY","M","123","BBFC","AVL 0<br/>@CRY 5 F","276.64","9.88","22%","-4%","28","27","2,397","1","1","0","24","0","9","2","25","2","14","25","8","0","3","36","3","64","11","12","69","174","0","0","0","46","373"
"*05os4*","Rayan Ait-Nouri","WOL","D","124","thomas","WOL 0<br/>@LIV 2 F","274.87","8.33","79%","-4%","33","29","2,324","2","1","0","25","2","8","0","44","0","56","53","7","0","5","15","0","31","62","6","20","136","0","1","0","43","193"
"*037mo*","Willian","FUL","F","125","FA","FUL 4<br/>@LUT 2 F","274","8.84","0%","0%","31","24","2,035","4","2","1","44","1","18","0","11","0","26","30","1","0","12","9","1","10","29","0","9","99","0","0","0","28","681"
"*0642l*","Casemiro","MUN","M","126","CmBk","MUN 2<br/>@BHA 0 F","274","10.96","82%","0%","25","24","1,980","1","2","0","16","1","9","0","56","2","17","10","7","0","3","17","4","66","9","33","42","133","0","0","0","34","450"
"*068ym*","Enzo Fernandez","CHE","M","127","Slab","BOU 1<br/>@CHE 2 F","273.08","9.75","100%","0%","28","26","2,204","3","2","0","32","1","16","2","22","0","24","31","7","0","6","17","3","26","23","13","21","122","1","1","0","47","368"
"*05w91*","Hwang Hee-Chan","WOL","F","128","FA","WOL 0<br/>@LIV 2 F","272.75","9.41","3%","0%","29","25","2,112","12","3","0","17","0","18","1","10","0","31","32","6","0","2","10","0","8","36","1","7","75","0","1","0","37","310"
"*04xjr*","Harvey Elliott","LIV","M","130","BBFC","WOL 0<br/>@LIV 2 F","267.75","7.87","8%","0%","34","11","1,308","3","6","0","37","3","17","1","17","0","9","13","2","0","16","6","0","6","9","0","9","78","0","1","0","13","405"
"*056iy*","Pedro Neto","WOL","F","131","MID","WOL 0<br/>@LIV 2 F","267.25","13.36","95%","-2%","20","18","1,512","2","9","0","38","2","12","1","3","0","20","21","4","0","23","5","0","2","37","1","4","79","0","1","0","27","276"
"*0649j*","Manuel Akanji","MCI","D","132","CC FC","WHU 1<br/>@MCI 3 F","267.02","8.9","2%","0%","30","28","2,510","2","0","0","13","0","5","0","28","1","9","19","2","1","2","23","0","61","2","12","28","142","0","0","0","23","1,046"
"*04qr8*","Diogo Jota","LIV","F","133","CC FC","WOL 0<br/>@LIV 2 F","265.5","12.64","0%","0%","21","14","1,133","10","3","0","22","4","20","0","13","0","18","21","1","1","0","7","0","4","15","1","18","48","0","2","0","10","347"
"*04ug0*","Sean Longstaff","NEW","M","134","BBFC","NEW 4<br/>@BRF 2 F","265.49","7.59","12%","0%","35","30","2,736","6","2","0","20","1","15","0","30","1","35","34","7","0","7","17","2","22","11","7","19","120","0","0","0","50","810"
"*043c1*","Oleksandr Zinchenko","ARS","D","135","FA","EVE 1<br/>@ARS 2 F","263.17","9.75","1%","0%","27","20","1,705","1","2","1","29","0","3","0","30","0","15","9","2","0","5","20","1","22","7","3","27","104","0","0","0","15","741"
"*05nt7*","Thiago Silva","CHE","D","136","thomas","BOU 1<br/>@CHE 2 F","263.17","8.49","0%","0%","31","28","2,522","3","1","0","9","0","4","1","15","1","1","8","4","0","1","27","4","148","2","24","53","140","0","0","0","45","621"
"*03ybi*","Marcus Rashford","MUN","F","137","thomas","MUN 2<br/>@BHA 0 F","261.5","7.92","96%","0%","33","26","2,257","7","2","1","25","1","21","0","12","0","38","21","2","0","2","4","1","19","48","1","16","81","0","1","0","37","569"
"*05w7t*","Pape Sarr","TOT","M","139","CC FC","TOT 3<br/>@SHU 0 F","256.64","7.55","16%","0%","34","27","2,057","3","3","0","20","0","14","0","24","0","15","17","9","0","5","31","3","28","19","5","24","144","0","0","0","27","508"
"*052ca*","Ezri Konsa","AVL","D","140","FA","AVL 0<br/>@CRY 5 F","254.97","7.28","34%","-1%","35","35","3,068","1","0","0","8","1","5","0","32","3","16","64","5","0","4","28","8","68","19","20","30","142","0","1","0","54","663"
"*045c8*","Gabriel Jesus","ARS","F","141","BBFC","EVE 1<br/>@ARS 2 F","254.75","9.44","10%","0%","27","17","1,461","4","5","0","29","2","19","2","17","0","38","32","6","0","1","13","0","11","35","1","15","59","0","1","0","11","693"
"*04civ*","Scott McTominay","MUN","M","142","Laeka B","MUN 2<br/>@BHA 0 F","253.53","7.92","0%","0%","32","18","1,877","7","1","0","11","0","19","0","24","0","23","21","2","0","0","14","0","53","8","12","38","90","0","0","0","30","656"
"*06exb*","Rasmus Hojlund","MUN","F","143","CmBk","MUN 2<br/>@BHA 0 F","253","8.43","4%","0%","30","25","2,147","10","2","0","28","0","21","0","7","0","29","30","2","0","1","1","0","19","18","1","25","60","0","0","0","35","452"
"*05yg5*","Toti","WOL","D","144","FA","WOL 0<br/>@LIV 2 F","252.28","7.21","2%","0%","35","31","2,765","1","3","0","6","1","5","0","25","0","6","13","7","0","1","26","4","87","23","19","56","136","0","0","0","49","364"
"*04io4*","Richarlison","TOT","F","145","RyRob","TOT 3<br/>@SHU 0 F","252.25","9.01","80%","+1%","28","18","1,471","11","4","1","15","0","25","0","11","0","40","30","3","0","1","8","0","23","10","6","26","42","0","0","0","18","324"
"*05oh0*","Jan-Paul van Hecke","BHA","D","146","FA","MUN 2<br/>@BHA 0 F","251.76","8.99","86%","0%","28","26","2,367","0","0","0","10","0","6","1","26","1","3","17","4","0","1","30","4","74","5","27","66","130","0","0","0","38","450"
"*06clz*","Malo Gusto","CHE","D","147","FA","BOU 1<br/>@CHE 2 F","250.9","9.29","49%","-3%","27","19","1,738","0","6","0","32","0","5","0","27","0","12","30","7","1","17","17","4","37","17","4","8","126","0","0","0","27","362"
"*05omu*","Ruben Dias","MCI","D","148","RyRob","WHU 1<br/>@MCI 3 F","250.18","8.34","73%","0%","30","28","2,555","0","0","0","7","0","8","0","20","0","7","15","0","0","4","30","10","75","0","17","47","108","0","0","1","28","831"
"*03gu4*","Harry Maguire","MUN","D","149","FA","MUN 2<br/>@BHA 0 F","250.01","11.36","43%","+3%","22","18","1,647","2","2","0","6","2","3","0","17","0","2","10","4","0","1","25","7","83","0","24","69","78","0","1","0","29","360"
"*068a1*","Mykhailo Mudryk","CHE","M","150","Slab","BOU 1<br/>@CHE 2 F","249.22","8.04","1%","0%","31","18","1,552","5","2","0","32","3","12","1","12","0","22","27","5","0","5","9","2","6","39","1","7","50","0","2","0","28","403"
"*02y6o*","Nathan Ake","MCI","D","151","FA","WHU 1<br/>@MCI 3 F","247.99","8.55","24%","+1%","29","24","2,036","2","2","0","10","1","5","0","16","0","2","18","0","0","1","14","3","52","5","2","47","119","0","0","0","20","607"
"*06f81*","Edson Alvarez","WHU","M","152","FA","WHU 1<br/>@MCI 3 F","247.3","7.98","0%","0%","31","28","2,373","1","1","0","12","0","3","0","39","0","30","15","11","0","1","42","6","70","27","20","30","164","0","0","0","45","410"
"*063hu*","Amadou Onana","EVE","M","153","Slab","EVE 1<br/>@ARS 2 F","246.02","8.2","16%","-2%","30","23","2,079","2","0","0","18","0","6","0","38","0","10","45","5","0","1","21","0","30","12","6","53","160","0","0","0","38","520"
"*06fwz*","Murillo","NOT","D,M","154","Noah B","NOT 2<br/>@BUR 1 F","245.76","7.68","42%","-1%","32","32","2,790","0","2","0","7","0","6","1","31","3","15","7","5","0","1","37","9","185","20","24","38","146","0","0","1","56","270"
"*05ohc*","Sergio Reguilon","TOT/MUN/BRF","D","155","thomas","NEW 4<br/>@BRF 2 F","244.48","9.78","0%","0%","25","18","1,519","0","4","0","28","2","2","1","28","1","6","26","7","1","20","21","2","38","16","6","20","96","0","0","0","28","442"
"*061vn*","Rodrigo Muniz","FUL","F","156","CmBk","FUL 4<br/>@LUT 2 F","243.25","9.36","31%","+9%","26","18","1,580","9","1","0","18","1","27","2","3","0","34","34","1","0","0","6","0","20","5","3","75","34","0","0","0","27","342"
"*03rxs*","Harry Wilson","FUL","M","157","MID","FUL 4<br/>@LUT 2 F","241.57","6.9","98%","0%","35","16","1,587","4","6","1","22","1","13","2","14","0","12","40","6","0","10","10","1","11","15","3","5","78","0","1","0","30","367"
"*03rxa*","Idrissa Gueye","EVE","M","158","FA","EVE 1<br/>@ARS 2 F","241.42","9.66","19%","-4%","25","24","1,883","4","0","0","15","0","7","0","44","0","21","31","8","0","1","28","3","16","11","7","15","174","0","0","0","25","556"
"*03hff*","Josh Cullen","BUR","M","159","W’s","NOT 2<br/>@BUR 1 F","240.75","9.63","16%","0%","25","23","2,052","2","3","0","26","1","5","0","29","1","10","49","9","0","7","15","1","24","3","19","21","141","0","0","0","48","0"
"*06fhy*","Wilson Odobert","BUR","F","160","Slab","NOT 2<br/>@BUR 1 F","240.75","8.3","5%","0%","29","25","2,091","3","2","0","31","2","14","0","13","0","30","19","3","0","11","6","0","12","53","2","8","94","0","0","0","48","79"
"*04spq*","Jack Harrison","LEE/EVE","M,F","162","FA","EVE 1<br/>@ARS 2 F","236","8.14","3%","0%","29","25","2,210","3","3","0","28","0","9","0","22","1","41","30","1","0","14","12","0","21","29","5","12","129","0","0","0","26","978"
"*02m4d*","Craig Dawson","WOL","D","163","FA","WOL 0<br/>@LIV 2 F","235.76","9.43","0%","0%","25","25","2,209","1","1","0","9","0","5","0","20","0","2","15","7","0","0","16","2","119","3","39","63","100","0","0","0","38","450"
"*04qr0*","Willy Boly","NOT","D","164","Laeka B","NOT 2<br/>@BUR 1 F","235.76","11.79","0%","0%","20","18","1,435","2","1","0","9","0","6","0","29","0","3","2","1","1","0","25","4","85","3","21","57","86","0","0","0","23","180"
"*03r93*","Joseph Gomez","LIV","D","166","CC FC","WOL 0<br/>@LIV 2 F","232.48","7.27","3%","+1%","32","17","1,760","0","1","0","22","1","2","0","31","0","11","16","5","0","7","19","0","45","15","4","31","111","0","0","0","19","487"
"*02lny*","Ashley Young","EVE","D","167","FA","EVE 1<br/>@ARS 2 F","232.24","7.49","0%","0%","31","27","2,273","0","0","0","21","1","2","0","38","0","13","24","5","1","16","22","4","45","12","6","19","120","0","1","1","32","787"
"*05afe*","Teden Mengi","MUN/LUT","D","168","BBFC","FUL 4<br/>@LUT 2 F","230.75","7.69","0%","0%","30","28","2,465","1","0","0","6","0","4","0","22","1","5","7","3","0","0","57","9","136","7","27","60","126","0","0","0","59","90"
"*05uhs*","James Mcatee","MCI/SHU","M","169","CmBk","TOT 3<br/>@SHU 0 F","227.9","7.35","3%","-1%","31","20","1,809","3","3","0","28","1","9","0","21","0","40","29","2","0","6","11","1","15","33","0","12","96","0","0","0","66","81"
"*05u7f*","Ibrahima Konate","LIV","D","170","FA","WOL 0<br/>@LIV 2 F","227.6","10.35","95%","-1%","22","17","1,563","0","0","0","8","0","2","0","22","1","5","13","3","1","0","20","4","51","6","12","77","97","0","0","0","18","515"
"*06clt*","Justin Kluivert","BOU","M,F","171","FA","BOU 1<br/>@CHE 2 F","227.25","7.1","35%","+1%","32","26","1,902","7","1","0","21","0","20","1","14","0","30","28","5","0","6","8","1","10","24","1","12","88","0","0","0","23","555"
"*062p5*","Levi Colwill","CHE","D","172","Noah B","BOU 1<br/>@CHE 2 F","225.28","9.79","20%","+3%","23","20","1,791","1","1","0","7","0","3","0","30","1","4","14","2","0","0","26","3","64","9","10","44","96","0","0","0","26","439"
"*03am7*","Jacob Murphy","NEW","M","173","BBFC","NEW 4<br/>@BRF 2 F","225.26","10.73","56%","0%","21","14","1,178","3","7","0","31","1","10","0","10","0","14","15","1","0","14","5","1","13","13","0","4","66","0","0","0","21","316"
"*062ci*","Kaoru Mitoma","BHA","M","174","FA","MUN 2<br/>@BHA 0 F","224.58","11.82","91%","-1%","19","15","1,484","3","4","0","25","3","15","0","6","0","15","23","4","0","5","5","1","11","39","1","11","68","0","0","0","27","75"
"*06dn2*","Zeki Amdouni","BUR","F","177","CmBk","NOT 2<br/>@BUR 1 F","221.75","6.52","0%","0%","34","27","1,942","5","1","0","16","0","22","1","18","0","32","39","2","0","1","9","1","10","29","10","16","79","0","1","0","41","155"
"*06ezb*","Micky van de Ven","TOT","D","178","thomas","TOT 3<br/>@SHU 0 F","221.47","8.2","71%","-2%","27","27","2,339","3","0","0","1","0","3","0","35","4","12","17","5","0","0","18","1","71","15","15","38","144","0","0","0","38","498"
"*05uel*","Kristoffer Ajer","BRF","D","179","FA","NEW 4<br/>@BRF 2 F","220.34","7.87","6%","+1%","28","21","1,821","2","1","0","12","0","4","0","21","0","6","10","5","0","5","25","0","78","10","11","65","60","0","0","0","33","305"
"*06jgi*","Daniel Munoz","CRY","D","180","thomas","AVL 0<br/>@CRY 5 F","220.13","13.76","99%","0%","16","16","1,438","0","4","0","21","0","0","0","35","1","7","8","4","0","1","24","1","34","13","7","26","76","0","0","0","22","448"
"*0666p*","Kobbie Mainoo","MUN","M","181","Slab","MUN 2<br/>@BHA 0 F","218.32","9.1","50%","+2%","24","24","1,923","3","1","0","15","0","5","0","27","0","24","23","3","0","1","22","3","27","31","12","19","96","0","0","0","31","367"
"*068a3*","Danilo","NOT","M","182","Laeka B","NOT 2<br/>@BUR 1 F","218.08","7.52","0%","0%","29","20","1,776","2","2","0","20","0","7","0","18","0","14","9","4","0","1","35","5","40","17","8","15","118","0","0","0","42","142"
"*03arh*","Kurt Zouma","WHU","D","184","FA","WHU 1<br/>@MCI 3 F","215.01","6.52","0%","0%","33","32","2,835","3","0","0","4","0","7","0","17","1","3","6","3","0","0","29","8","158","2","28","58","95","0","0","0","63","270"
"*06ew2*","Axel Disasi","CHE","D","185","FA","BOU 1<br/>@CHE 2 F","213.98","6.9","9%","-2%","31","29","2,578","2","0","0","3","0","4","0","19","1","12","17","6","0","1","18","3","97","12","19","73","150","0","0","1","50","457"
"*0635j*","Chris Richards","CRY","D","187","BBFC","AVL 0<br/>@CRY 5 F","211.46","8.13","89%","-1%","26","23","2,088","1","1","0","6","0","3","0","28","0","4","7","3","0","0","27","2","106","1","12","62","88","0","0","0","38","378"
"*0328q*","Tom Cairney","FUL","M","188","FA","FUL 4<br/>@LUT 2 F","211.1","6.21","1%","0%","34","14","1,449","1","4","0","26","2","8","1","16","0","24","23","3","0","4","13","2","6","26","4","14","105","0","1","1","27","369"
"*061y6*","Ryan Yates","NOT","M","189","FA","NOT 2<br/>@BUR 1 F","210.45","6.01","1%","0%","35","21","1,966","1","1","0","7","0","7","1","39","0","10","57","6","0","1","21","0","39","4","15","43","110","0","0","0","38","108"
"*05o4b*","Matty Cash","AVL","D","190","FA","AVL 0<br/>@CRY 5 F","209.79","7.23","80%","-1%","29","23","2,131","2","2","0","13","0","13","0","31","0","15","22","8","0","9","18","4","52","12","14","15","110","0","0","1","36","248"
"*05o8o*","Jayden Bogle","SHU","D","191","W’s","TOT 3<br/>@SHU 0 F","208.75","6.14","32%","-8%","34","32","2,783","3","0","0","10","3","11","0","36","1","27","22","9","0","10","32","3","86","25","11","50","139","0","0","1","79","90"
"*068n8*","Noni Madueke","CHE","F","192","RDN","BOU 1<br/>@CHE 2 F","208","9.04","66%","-3%","23","13","1,036","5","2","0","20","1","13","1","11","0","14","19","2","0","4","4","1","12","37","0","7","54","0","2","0","19","260"
"*04yo6*","Miguel Almiron","NEW","M","193","FA","NEW 4<br/>@BRF 2 F","206.92","6.27","0%","0%","33","23","1,917","3","1","0","24","0","12","1","24","0","27","22","2","0","4","10","1","12","23","2","6","97","0","0","0","40","443"
"*0477b*","Oliver McBurnie","SHU","F","194","FA","TOT 3<br/>@SHU 0 F","206.75","9.85","0%","0%","21","15","1,273","6","3","0","12","0","17","0","7","0","18","27","3","2","2","5","0","28","6","2","114","41","0","1","0","40","0"
"*02lp5*","Adam Smith","BOU","D","195","FA","BOU 1<br/>@CHE 2 F","205.29","7.33","2%","+1%","28","25","2,144","0","2","0","17","1","0","0","23","0","7","22","6","0","18","21","3","49","4","11","19","92","0","0","0","33","649"
"*05a6e*","Neco Williams","NOT","D","196","FA","NOT 2<br/>@BUR 1 F","204.7","7.87","98%","0%","26","18","1,623","0","1","0","11","0","4","1","40","0","27","30","4","0","12","22","4","43","19","13","31","107","0","0","0","33","93"
"*04yo7*","Youri Tielemans","AVL","M","197","RyRob","AVL 0<br/>@CRY 5 F","202.08","6.32","85%","-3%","32","17","1,596","2","6","0","18","0","6","2","20","0","22","29","3","0","1","15","0","8","15","3","13","97","0","0","0","27","458"
"*04sft*","Yves Bissouma","TOT","M","198","FA","TOT 3<br/>@SHU 0 F","201.57","7.2","2%","0%","28","26","2,063","0","0","0","11","0","5","0","52","0","30","31","8","2","0","37","3","42","27","5","14","128","0","0","0","35","367"
"*05w9i*","Marc Cucurella","CHE","D","199","Laeka B","BOU 1<br/>@CHE 2 F","201.51","9.6","97%","0%","21","20","1,781","0","2","0","19","1","4","0","38","0","6","35","10","0","5","22","4","33","4","13","24","95","0","1","1","33","360"
"*05w9q*","Odsonne Edouard","CRY","F","201","FA","AVL 0<br/>@CRY 5 F","199","6.63","0%","0%","30","17","1,530","7","0","0","18","0","19","3","12","0","26","22","4","0","2","6","0","18","19","1","32","38","0","0","0","24","453"
"*06crm*","Pau Torres","AVL","D","202","FA","AVL 0<br/>@CRY 5 F","198.77","6.85","7%","-1%","29","27","2,460","2","0","0","8","0","5","0","18","0","13","10","1","0","3","14","4","74","17","12","23","127","0","0","0","37","540"
"*04adp*","Aaron Wan-Bissaka","MUN","D","203","MID","MUN 2<br/>@BHA 0 F","198.63","9.03","46%","0%","22","20","1,775","0","2","0","12","0","1","0","25","1","9","9","4","0","4","41","6","54","17","15","21","94","0","0","0","34","283"
"*063zg*","Pervis Estupinan","BHA","D","204","FA","MUN 2<br/>@BHA 0 F","197.27","10.38","93%","0%","19","15","1,237","2","3","0","26","0","6","0","13","0","6","17","4","0","13","21","2","20","9","4","12","90","0","0","1","26","244"
"*06c6c*","Elijah Adebayo","LUT","F","205","W’s","FUL 4<br/>@LUT 2 F","196.75","7.29","0%","0%","27","16","1,396","10","0","0","14","1","14","1","1","0","34","16","1","0","0","6","0","25","18","2","43","34","0","0","0","36","149"
"*04f67*","Philip Billing","BOU","M","206","FA","BOU 1<br/>@CHE 2 F","196.2","6.77","0%","0%","29","13","1,371","2","2","0","23","1","8","0","16","0","17","12","3","1","5","20","3","27","12","5","36","76","0","0","0","36","243"
"*05tr5*","Mads Roerslev","BRF","D","207","FA","NEW 4<br/>@BRF 2 F","196.11","5.77","0%","0%","34","22","1,963","1","2","0","15","0","1","0","31","1","15","15","1","0","24","19","2","61","11","3","15","82","0","0","0","40","429"
"*04spx*","Tahith Chong","LUT","M","208","CC FC","FUL 4<br/>@LUT 2 F","195.7","5.93","0%","0%","33","20","1,960","4","0","1","10","2","7","0","22","0","40","64","4","0","8","8","2","10","25","6","10","104","0","0","0","51","18"
"*068lx*","Dango Ouattara","BOU","F","210","BBFC","BOU 1<br/>@CHE 2 F","195","6.5","95%","0%","30","12","1,198","1","2","0","17","0","7","0","27","0","12","17","3","0","8","22","6","33","21","3","35","69","0","0","0","24","339"
"*02lnx*","Danny Welbeck","BHA","F","211","FA","MUN 2<br/>@BHA 0 F","195","6.72","89%","+1%","29","21","1,681","5","1","0","22","3","16","1","17","0","21","21","4","0","0","9","0","17","8","0","16","42","0","2","0","28","341"
"*06dwm*","Jacob Bruun Larsen","BUR","F","209","Noah B","NOT 2<br/>@BUR 1 F","195","6.09","1%","0%","32","16","1,221","6","0","0","25","0","16","0","4","0","10","7","1","0","7","7","1","21","19","2","12","64","0","0","0","23","109"
"*03v6w*","Ivan Toney","BRF","F","213","CmBk","NEW 4<br/>@BRF 2 F","193.25","11.37","0%","0%","17","16","1,448","4","2","0","12","1","22","1","5","0","17","29","5","0","6","10","0","17","10","1","55","56","0","0","0","30","270"
"*02lkj*","Jack Robinson","SHU","D","214","FA","TOT 3<br/>@SHU 0 F","193","5.68","0%","0%","34","31","2,878","1","1","0","12","0","6","0","28","2","5","16","10","0","4","33","7","127","5","33","70","135","0","0","2","83","90"
"*050jq*","Marc Guehi","CRY","D","215","FA","AVL 0<br/>@CRY 5 F","191.62","7.66","98%","0%","25","23","2,016","0","1","1","7","0","0","0","19","0","2","26","2","0","0","18","5","88","7","17","29","120","0","0","0","32","534"
"*0554i*","Joelinton","NEW","M","216","BBFC","NEW 4<br/>@BRF 2 F","191.3","9.56","43%","+1%","20","15","1,270","2","1","0","23","0","9","0","27","0","28","23","6","0","0","19","1","10","17","7","17","85","0","0","0","23","297"
"*04f6o*","Will Hughes","CRY","M","217","FA","AVL 0<br/>@CRY 5 F","190.58","6.35","2%","0%","30","23","1,878","0","1","0","21","1","3","0","33","0","27","30","6","0","4","21","1","20","9","14","12","121","0","0","0","38","593"
"*03yeg*","Tosin Adarabioyo","FUL","D","218","FA","FUL 4<br/>@LUT 2 F","190.02","9.5","7%","-3%","20","18","1,616","2","0","0","2","0","5","1","11","0","4","5","2","0","0","25","5","80","1","11","57","43","0","0","0","25","540"
"*06c4o*","Lyle Foster","BUR","F","219","FA","NOT 2<br/>@BUR 1 F","190","7.92","6%","0%","24","22","1,893","5","3","0","19","0","17","0","10","0","33","11","0","1","0","3","0","33","19","3","50","51","0","0","0","43","64"
"*0554g*","Calvin Bassey","FUL","D","220","FA","FUL 4<br/>@LUT 2 F","186.83","6.44","17%","+5%","29","25","2,296","1","0","0","1","0","2","1","29","1","8","11","4","1","0","28","6","80","11","11","30","171","0","0","0","42","541"
"*0649i*","Antony","MUN","F","221","FA","MUN 2<br/>@BHA 0 F","186.75","6.44","0%","0%","29","15","1,298","1","1","0","22","0","16","1","21","0","19","32","5","0","4","12","0","8","26","1","2","96","0","1","0","26","247"
"*03amm*","Reece Burke","LUT","D","222","FA","FUL 4<br/>@LUT 2 F","185.5","8.43","0%","0%","22","20","1,656","0","4","0","13","0","4","0","23","1","5","12","5","0","4","18","3","73","4","18","46","62","0","0","0","37","90"
"*06fy7*","Nicolas Dominguez","NOT","M","223","FA","NOT 2<br/>@BUR 1 F","183.4","7.05","2%","0%","26","19","1,483","2","2","0","10","0","6","0","34","0","7","16","4","0","1","18","1","23","7","5","21","108","0","0","0","27","261"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","224","FA","FUL 4<br/>@LUT 2 F","180.5","5.47","0%","0%","33","17","1,395","6","2","0","17","1","8","1","14","0","10","25","4","0","6","5","1","12","8","2","13","60","0","0","0","29","282"
"*044ej*","Johann Gudmundsson","BUR","M","225","FA","NOT 2<br/>@BUR 1 F","179.77","6.91","0%","0%","26","12","1,172","1","3","1","35","0","6","1","4","0","15","20","2","0","11","16","4","16","5","0","14","56","0","0","0","25","24"
"*03dyl*","Jeffrey Schlupp","CRY","M","226","FA","AVL 0<br/>@CRY 5 F","178.66","6.16","0%","0%","29","17","1,330","2","2","0","19","0","11","0","24","0","23","15","1","0","2","8","1","18","17","2","22","54","0","0","0","25","352"
"*04fyc*","Charlie Taylor","BUR","D","227","FA","NOT 2<br/>@BUR 1 F","176.51","6.3","0%","0%","28","25","2,328","1","1","0","15","0","1","0","20","0","10","16","8","0","14","19","2","67","9","11","41","106","0","0","0","46","180"
"*062p3*","Keane Lewis-Potter","BRF","F","228","FA","NEW 4<br/>@BRF 2 F","176.5","5.88","39%","0%","30","15","1,414","3","1","0","13","1","22","2","7","0","18","18","0","0","6","7","0","20","21","2","15","62","0","0","0","29","178"
"*056mf*","Neal Maupay","EVE/BRF","F","229","FA","NEW 4<br/>@BRF 2 F","176.5","5.69","0%","0%","31","14","1,398","6","3","1","16","0","20","1","7","0","27","26","8","0","2","2","1","4","9","0","14","64","0","0","0","37","253"
"*05mxa*","Joel Veltman","BHA","D","230","RyRob","MUN 2<br/>@BHA 0 F","175.43","6.5","3%","0%","27","17","1,570","1","1","0","4","0","3","0","41","0","7","42","4","0","0","18","2","52","1","7","30","76","0","0","0","32","265"
"*06c4i*","Vitinho","BUR","D","231","FA","NOT 2<br/>@BUR 1 F","174.26","5.45","0%","0%","32","26","2,302","0","2","0","11","1","4","0","35","1","26","28","1","0","4","12","1","43","25","6","20","109","0","1","0","44","180"
"*06do9*","Milos Kerkez","BOU","D","232","FA","BOU 1<br/>@CHE 2 F","174.11","6.22","76%","0%","28","22","1,961","0","1","0","12","1","5","1","26","0","10","21","4","1","11","20","3","56","12","11","18","93","0","1","1","37","444"
"*058vb*","Cameron Archer","AVL/SHU","F","233","FA","TOT 3<br/>@SHU 0 F","173.25","5.78","0%","0%","30","21","1,819","4","1","0","24","2","11","1","13","0","45","20","2","0","2","1","0","9","30","3","7","63","0","0","0","50","94"
"*06jgs*","Adam Wharton","CRY","M","234","MID","AVL 0<br/>@CRY 5 F","171.58","10.72","75%","-1%","16","15","1,295","0","3","0","21","0","1","0","32","0","12","21","2","0","3","20","2","24","3","3","8","76","0","0","0","16","413"
"*062cl*","Issa Kabore","LUT","D","235","Slab","FUL 4<br/>@LUT 2 F","171","7.13","0%","0%","24","21","1,723","0","2","0","16","1","1","0","28","0","8","30","7","0","14","16","4","46","18","11","18","102","0","0","1","39","45"
"*05ue7*","Frank Onyeka","BRF","M","236","FA","NEW 4<br/>@BRF 2 F","170.07","6.54","0%","0%","26","11","1,134","1","2","0","12","0","9","0","24","0","12","31","8","0","5","23","4","17","11","7","10","73","0","0","0","27","119"
"*05y7i*","Jarell Quansah","LIV","D","237","W’s","WOL 0<br/>@LIV 2 F","169.27","9.96","0%","0%","17","13","1,183","2","0","0","3","0","4","0","22","0","2","2","1","0","0","17","1","39","4","8","45","71","0","0","0","15","199"
"*03vll*","Michail Antonio","WHU","F","238","CC FC","WHU 1<br/>@MCI 3 F","168.75","6.49","0%","0%","26","21","1,688","6","2","0","8","0","14","0","8","0","39","28","6","0","2","4","0","4","29","3","33","55","0","0","0","34","71"
"*02ln2*","Jonny Evans","MUN","D","240","W’s","MUN 2<br/>@BHA 0 F","167.5","7.28","0%","0%","23","15","1,386","0","1","0","6","0","0","0","14","0","3","13","2","0","0","23","5","73","4","18","36","70","0","0","0","24","386"
"*04qrc*","Raul Jimenez","FUL","F","241","FA","FUL 4<br/>@LUT 2 F","166.25","6.93","86%","-5%","24","18","1,385","7","0","0","11","0","17","1","12","0","32","21","3","1","2","4","0","13","10","3","44","43","0","0","0","26","440"
"*05w9r*","Takehiro Tomiyasu","ARS","D","242","RyRob","EVE 1<br/>@ARS 2 F","166.22","7.56","0%","0%","22","10","1,130","2","1","0","6","0","3","0","9","0","3","8","0","1","5","18","1","30","4","4","26","54","0","0","0","10","528"
"*0329y*","Joel Ward","CRY","D","243","FA","AVL 0<br/>@CRY 5 F","165.23","6.36","0%","0%","26","23","1,976","0","1","0","3","0","0","0","28","0","3","6","4","0","3","14","3","84","8","10","46","94","0","0","1","34","442"
