"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLR","CoS","BS","AER","BR","PKM","PKD","OG","GAO","MCS"
"*03rvw*","Harry Toffolo","NOT","D","244","RDN","NOT 2<br/>@BUR 1 F","165.17","7.18","0%","0%","23","15","1,445","1","3","0","18","0","5","0","14","0","5","2","3","0","11","14","1","44","1","13","25","57","0","0","0","29","160"
"*06c5z*","Gabriel Osho","LUT","D","245","FA","FUL 4<br/>@LUT 2 F","165.01","7.86","0%","0%","21","21","1,846","2","0","0","2","0","2","0","22","0","10","14","3","0","1","31","8","88","7","20","37","103","0","0","0","47","180"
"*03frx*","Ola Aina","NOT","D","246","FA","NOT 2<br/>@BUR 1 F","164.72","7.49","39%","-8%","22","20","1,687","1","1","0","11","0","1","0","31","0","10","25","3","0","7","18","0","41","27","3","17","97","0","0","0","39","157"
"*061va*","Boubacar Kamara","AVL","M","247","FA","AVL 0<br/>@CRY 5 F","164.44","8.22","7%","0%","20","20","1,648","0","1","0","20","0","1","0","29","0","13","29","7","1","0","21","3","15","14","7","20","97","0","0","0","22","513"
"*067yu*","Facundo Buonanotte","BHA","M","248","FA","MUN 2<br/>@BHA 0 F","164.22","6.08","2%","0%","27","17","1,347","3","1","0","18","0","9","1","22","0","33","41","7","0","1","8","3","5","18","3","6","66","0","0","0","19","335"
"*062h9*","Luis Sinisterra","LEE/BOU","F","250","FA","BOU 1<br/>@CHE 2 F","162.5","8.12","0%","0%","20","7","673","2","2","0","20","0","9","1","12","0","10","6","0","0","1","8","1","4","29","0","16","47","0","0","0","18","149"
"*05uhj*","Conor Bradley","LIV","D","251","W’s","WOL 0<br/>@LIV 2 F","161.71","14.7","21%","0%","11","10","751","1","3","0","15","0","4","0","25","0","10","12","2","0","4","10","0","13","13","1","11","50","0","0","1","7","183"
"*062ce*","Auston Trusty","SHU","D","252","FA","TOT 3<br/>@SHU 0 F","161","5.03","0%","0%","32","28","2,564","0","0","0","8","0","2","1","30","3","4","13","4","0","2","35","6","145","6","22","63","89","0","0","0","81","90"
"*03r8x*","Callum Wilson","NEW","F","253","FA","NEW 4<br/>@BRF 2 F","160.75","8.04","16%","+4%","20","9","971","9","1","0","8","0","21","1","3","0","35","17","3","0","0","2","1","4","14","0","9","17","0","0","0","15","379"
"*06fso*","Wataru Endo","LIV","M","254","FA","WOL 0<br/>@LIV 2 F","159.94","5.52","1%","0%","29","20","1,702","1","0","0","16","0","3","1","28","0","22","25","10","0","2","20","1","30","10","2","31","109","0","0","0","16","490"
"*02lnn*","Oliver Norwood","SHU","M","255","FA","TOT 3<br/>@SHU 0 F","157.75","5.84","0%","0%","27","16","1,418","1","0","0","17","0","6","0","26","0","4","9","8","0","4","21","4","36","1","9","14","98","0","0","0","47","0"
"*06f8y*","Alex Scott","BOU","M","257","FA","BOU 1<br/>@CHE 2 F","155.23","6.75","71%","-1%","23","11","992","1","1","0","22","0","4","0","15","0","11","25","3","0","2","12","3","17","13","4","17","63","0","0","0","25","336"
"*052cc*","Billy Gilmour","BHA","M","258","FA","MUN 2<br/>@BHA 0 F","155.21","5.17","0%","0%","30","24","2,109","0","1","0","22","2","5","0","16","0","9","30","8","1","3","11","0","14","8","9","11","132","0","0","0","37","357"
"*04ml6*","Konstantinos Mavropanos","ARS/WHU","D","259","FA","WHU 1<br/>@MCI 3 F","154.08","8.11","50%","-8%","19","16","1,500","1","0","0","3","0","3","0","16","2","0","10","2","0","0","23","1","78","2","13","44","70","0","0","2","27","271"
"*06c6i*","Anel Ahmedhodzic","SHU","D","260","FA","TOT 3<br/>@SHU 0 F","153.75","4.96","0%","0%","31","29","2,646","2","0","0","7","0","5","1","36","2","11","13","9","1","1","34","9","134","11","26","51","106","0","0","0","89","90"
"*02lm7*","Jack Grealish","MCI","M","261","Noah B","WHU 1<br/>@MCI 3 F","152.25","7.61","33%","-1%","20","10","990","3","1","1","26","0","5","0","8","0","22","41","6","0","3","6","0","4","18","2","4","42","0","0","0","13","338"
"*04ge9*","Eddie Nketiah","ARS","F","262","FA","EVE 1<br/>@ARS 2 F","151.75","5.62","3%","0%","27","10","1,050","5","2","0","9","2","12","2","7","0","18","28","3","0","0","4","0","4","8","0","24","24","0","2","0","10","480"
"*05s08*","Valentino Livramento","NEW","D","263","FA","NEW 4<br/>@BRF 2 F","151.16","5.81","42%","-1%","26","12","1,291","1","0","0","12","0","2","0","13","0","18","28","1","0","5","25","1","37","17","7","12","85","0","0","0","27","306"
"*051k5*","Lloyd Kelly","BOU","D","264","FA","BOU 1<br/>@CHE 2 F","150.55","6.55","0%","0%","23","17","1,547","0","1","0","9","0","1","0","19","0","6","13","2","0","5","13","2","59","2","12","28","121","0","0","0","32","368"
"*04rzl*","Taiwo Awoniyi","NOT","F","265","FA","NOT 2<br/>@BUR 1 F","149.25","7.46","20%","+1%","20","12","1,030","6","3","0","10","0","11","0","7","0","11","16","2","0","0","1","0","9","8","2","21","33","0","0","0","21","211"
"*06c5y*","Amari'i Bell","LUT","D","266","FA","FUL 4<br/>@LUT 2 F","147.76","7.04","0%","0%","21","21","1,719","0","0","0","8","0","2","0","33","0","5","16","0","0","1","25","2","55","10","15","21","98","0","0","0","41","165"
"*06igk*","Ben Brereton","SHU","F","267","FA","TOT 3<br/>@SHU 0 F","147.25","10.52","0%","0%","14","14","1,105","6","1","0","8","0","19","1","4","0","16","19","3","0","2","3","1","11","10","3","7","39","0","1","0","37","0"
"*06fxe*","Ryan Gravenberch","LIV","M","268","FA","WOL 0<br/>@LIV 2 F","145.98","5.61","93%","+1%","26","12","1,099","1","0","0","16","0","8","1","12","0","13","15","0","0","0","14","0","11","23","2","10","74","0","0","0","17","291"
"*02lp7*","Andros Townsend","EVE/LUT","M","269","FA","FUL 4<br/>@LUT 2 F","144.87","5.37","0%","0%","27","14","1,183","1","3","0","18","1","7","0","13","0","26","12","1","0","14","5","0","9","16","0","0","68","0","0","0","27","101"
"*04abn*","Harvey Barnes","NEW","M","270","RyRob","NEW 4<br/>@BRF 2 F","144.73","6.89","69%","+9%","21","7","774","5","3","0","13","0","12","0","1","0","16","21","2","0","3","5","0","2","7","0","4","43","0","0","0","10","223"
"*0620k*","Nayef Aguerd","WHU","D","271","FA","WHU 1<br/>@MCI 3 F","144.01","6.86","0%","0%","21","21","1,857","1","0","0","4","0","4","0","14","0","2","6","1","1","0","17","5","80","3","24","48","102","0","0","0","44","180"
"*04u41*","Mateo Kovacic","MCI","M","272","FA","WHU 1<br/>@MCI 3 F","143.99","4.8","2%","0%","30","16","1,528","1","0","0","21","0","5","0","25","0","24","15","4","0","0","10","1","10","20","1","4","72","0","0","0","14","675"
"*051ki*","Ben Godfrey","EVE","D","273","FA","EVE 1<br/>@ARS 2 F","141.26","9.42","0%","0%","15","13","1,119","0","0","0","3","0","4","0","20","2","6","6","2","0","4","16","5","51","5","8","26","45","0","0","0","13","360"
"*05ue3*","Albert Sambi Lokonga","ARS/LUT","M","274","FA","FUL 4<br/>@LUT 2 F","140.87","8.29","0%","0%","17","16","1,300","1","3","0","9","0","2","0","18","0","11","27","4","0","1","11","2","14","11","13","16","64","0","0","0","31","146"
"*068sd*","Jakub Kiwior","ARS","D","275","FA","EVE 1<br/>@ARS 2 F","140.33","7.02","1%","0%","20","11","941","1","3","0","6","0","3","0","12","0","2","3","1","0","3","8","0","24","2","3","16","35","0","0","0","8","526"
"*02m11*","Matt Doherty","WOL","D","276","FA","WOL 0<br/>@LIV 2 F","139.9","4.66","1%","0%","30","9","1,122","1","0","0","12","0","3","0","18","1","6","11","2","0","1","7","1","37","7","5","38","64","0","0","0","21","96"
"*05opj*","Elliot Anderson","NEW","M","277","FA","NEW 4<br/>@BRF 2 F","138.33","6.59","99%","0%","21","10","1,006","0","2","0","15","0","5","0","18","0","21","19","3","0","3","8","0","20","20","4","19","60","0","0","0","14","390"
"*05vyj*","Evan Ferguson","BHA","F","278","FA","MUN 2<br/>@BHA 0 F","138.25","5.12","94%","0%","27","15","1,345","6","0","0","6","1","20","1","6","0","31","25","1","0","0","2","0","8","7","3","14","25","0","1","0","28","128"
"*037wp*","Christian Eriksen","MUN","M","279","FA","MUN 2<br/>@BHA 0 F","137.94","6.27","0%","0%","22","12","1,124","1","2","0","27","0","4","0","13","0","14","3","1","0","5","4","0","12","3","6","2","86","0","0","0","27","152"
"*06c5x*","Tom Lockyer","LUT","D","280","FA","FUL 4<br/>@LUT 2 F","135.25","9.66","0%","0%","14","14","1,168","1","1","0","3","0","1","0","16","1","2","10","4","0","0","23","4","66","4","13","31","89","0","0","1","23","0"
"*04fk8*","Victor Lindelof","MUN","D","281","FA","MUN 2<br/>@BHA 0 F","135.15","7.11","1%","0%","19","14","1,325","1","1","0","8","0","4","0","10","0","3","2","2","0","0","12","1","38","1","9","17","75","0","0","0","16","407"
"*062a9*","Sven Botman","NEW","D","282","FA","NEW 4<br/>@BRF 2 F","135.09","7.95","49%","+5%","17","15","1,373","2","2","0","5","0","2","0","13","2","2","2","2","0","0","9","1","58","0","16","34","70","0","0","1","29","275"
"*06ab3*","Lewis Miley","NEW","M","284","FA","NEW 4<br/>@BRF 2 F","133.8","7.87","13%","-13%","17","14","1,194","1","3","0","12","0","3","0","21","0","10","6","1","0","2","8","1","16","8","3","11","78","0","0","0","29","162"
"*0574a*","Giovani Lo Celso","TOT","M","285","FA","TOT 3<br/>@SHU 0 F","133.49","6.07","0%","0%","22","4","475","2","2","0","18","0","6","0","13","0","7","26","2","0","5","5","1","2","8","1","1","46","0","0","0","12","22"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","286","FA","TOT 3<br/>@SHU 0 F","132.42","3.68","0%","0%","36","8","1,268","0","0","0","9","0","6","1","18","0","9","17","4","0","1","19","1","27","12","7","8","121","0","0","1","28","218"
"*06fwi*","Carlos Baleba","BHA","M","287","FA","MUN 2<br/>@BHA 0 F","131.01","4.85","20%","+1%","27","15","1,303","0","0","0","8","0","5","0","20","0","16","27","7","0","0","18","4","27","11","7","25","95","0","0","0","28","181"
"*06eka*","Igor Julio","BHA","D","288","FA","MUN 2<br/>@BHA 0 F","130.87","5.45","0%","0%","24","17","1,626","0","0","0","7","0","0","0","18","0","6","4","4","0","0","14","2","45","16","9","26","105","0","0","0","26","238"
"*05up6*","Raphael Varane","MUN","D","289","FA","MUN 2<br/>@BHA 0 F","130.69","5.94","0%","0%","22","16","1,365","1","0","0","1","0","2","0","11","1","2","3","2","0","0","15","9","86","1","18","21","67","0","0","0","23","329"
"*03dx7*","Ben Mee","BRF","D","290","FA","NEW 4<br/>@BRF 2 F","130.5","8.16","0%","0%","16","15","1,272","2","0","0","6","1","2","0","15","0","7","3","1","1","3","13","2","57","3","13","35","67","0","0","0","26","90"
"*06c63*","Jordan Clark","LUT","M","291","FA","FUL 4<br/>@LUT 2 F","129.49","5.63","0%","0%","23","14","1,288","1","1","0","12","0","4","0","17","0","21","26","4","0","7","11","4","14","12","3","18","59","0","0","0","41","67"
"*05n3v*","Konstantinos Tsimikas","LIV","D","292","FA","WOL 0<br/>@LIV 2 F","129.41","9.95","1%","0%","13","8","671","0","3","0","16","0","0","0","13","0","4","7","0","0","10","6","1","9","4","1","4","43","0","0","0","7","336"
"*02oo1*","Ben Davies","TOT","D","294","FA","TOT 3<br/>@SHU 0 F","127.7","7.51","1%","0%","17","12","1,079","1","0","0","4","2","2","0","17","0","3","19","2","0","1","10","1","35","4","15","29","53","0","1","0","21","123"
"*05w9m*","Emerson Royal","TOT","D","295","FA","TOT 3<br/>@SHU 0 F","126.07","5.73","0%","0%","22","11","1,145","1","0","0","3","0","3","0","24","0","12","38","4","0","2","20","3","45","10","10","16","82","0","0","0","31","61"
"*06jgv*","Lorenz Assignon","BUR","D","296","Noah B","NOT 2<br/>@BUR 1 F","126","8.4","0%","0%","15","15","1,233","1","2","0","13","0","4","0","17","0","13","16","3","1","5","19","2","41","13","7","13","67","0","0","0","30","0"
"*03pig*","Jamaal Lascelles","NEW","D","297","FA","NEW 4<br/>@BRF 2 F","125.02","7.81","0%","0%","16","13","1,073","1","0","0","2","0","1","0","9","0","4","2","4","0","0","5","1","42","1","12","47","53","0","0","0","15","450"
"*061v9*","Diego Carlos","AVL","D","299","FA","AVL 0<br/>@CRY 5 F","123.8","4.59","0%","0%","27","20","1,802","0","0","0","3","0","1","0","16","2","4","4","4","0","0","13","6","78","2","19","21","78","0","0","0","36","548"
"*06fvn*","Beto","EVE","F","300","FA","EVE 1<br/>@ARS 2 F","121.75","4.06","74%","+9%","30","9","913","3","0","0","11","0","13","0","6","0","22","19","2","0","0","1","0","13","15","0","47","36","1","0","0","20","180"
"*0687b*","Alex Moreno","AVL","D","301","FA","AVL 0<br/>@CRY 5 F","120.54","5.74","0%","0%","21","11","1,017","2","0","0","11","0","4","0","12","0","5","16","2","0","4","13","0","33","15","2","4","40","0","0","1","20","263"
"*06clx*","Jordan Beyer","BUR","D","303","FA","NOT 2<br/>@BUR 1 F","120.01","8","0%","0%","15","15","1,233","0","1","0","3","0","0","0","20","1","1","6","6","0","0","16","2","68","4","15","29","57","0","0","0","23","180"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","304","FA","WOL 0<br/>@LIV 2 F","119.71","5.44","12%","0%","22","10","940","2","1","0","12","1","5","0","10","0","19","24","0","1","2","8","1","13","17","2","8","41","0","0","0","23","41"
"*04qos*","Issa Diop","FUL","D","305","FA","FUL 4<br/>@LUT 2 F","118.2","6.57","2%","+1%","18","16","1,420","0","0","0","0","0","1","0","16","1","5","4","2","1","0","17","2","80","1","19","25","65","0","0","0","25","434"
"*037mt*","Harrison Reed","FUL","M","306","FA","FUL 4<br/>@LUT 2 F","118.12","4.37","0%","0%","27","15","1,306","0","2","1","14","0","2","0","18","0","13","10","6","0","3","11","0","22","5","9","10","72","0","0","0","23","349"
"*063q8*","Mikkel Damsgaard","BRF","M","307","FA","NEW 4<br/>@BRF 2 F","117.9","5.13","92%","+1%","23","7","815","0","2","1","10","2","4","0","17","0","8","8","2","0","2","11","0","10","9","1","12","57","0","0","0","9","194"
"*06804*","Benoit Badiashile","CHE","D","308","FA","BOU 1<br/>@CHE 2 F","117.76","6.54","1%","0%","18","15","1,333","0","1","0","6","0","1","0","15","0","4","6","3","0","0","18","1","65","0","14","28","82","0","0","1","31","270"
"*02m6x*","Tim Ream","FUL","D","309","FA","FUL 4<br/>@LUT 2 F","117.69","6.54","0%","0%","18","17","1,502","1","0","0","0","0","1","0","9","0","3","6","2","1","0","25","3","59","6","15","26","79","0","0","0","29","284"
"*0637b*","Orel Mangala","NOT","M","310","FA","NOT 2<br/>@BUR 1 F","117.45","5.87","0%","0%","20","19","1,560","1","0","0","6","0","1","0","13","0","18","21","6","0","1","26","4","28","13","6","10","74","0","0","0","31","243"
"*05mxc*","Timo Werner","CHE/TOT","F","311","FA","TOT 3<br/>@SHU 0 F","117","9","0%","0%","13","10","803","2","3","0","15","1","7","0","4","0","5","5","1","0","7","3","0","1","12","0","1","27","0","0","0","16","2"
"*068yt*","Sasa Lukic","FUL","M","312","FA","FUL 4<br/>@LUT 2 F","116.03","4.83","12%","+1%","24","13","1,103","1","0","0","11","0","3","0","19","1","10","9","3","0","0","16","0","18","5","5","11","65","0","0","0","20","431"
"*06f80*","Jacob Brown","LUT","F","313","FA","FUL 4<br/>@LUT 2 F","114","6","0%","0%","19","12","1,007","2","0","0","8","1","7","2","12","0","25","19","4","0","3","8","2","17","6","1","43","56","0","0","0","26","90"
"*04e1k*","Solly March","BHA","M","314","FA","MUN 2<br/>@BHA 0 F","113","16.14","1%","0%","7","7","553","3","1","0","7","0","6","0","14","0","10","8","1","0","3","11","1","8","8","0","6","36","0","0","0","11","0"
"*06dqv*","Luca Koleosho","BUR","F","315","FA","NOT 2<br/>@BUR 1 F","109.25","7.28","0%","0%","15","13","970","1","1","0","11","1","5","1","4","0","14","13","0","0","2","2","1","0","33","0","2","46","0","1","0","23","75"
"*02t1k*","Nathaniel Clyne","CRY","D","317","FA","AVL 0<br/>@CRY 5 F","108.73","5.72","1%","0%","19","14","1,329","0","0","0","3","1","0","0","15","0","0","3","0","0","2","10","0","28","8","6","13","50","0","0","0","16","442"
"*05ylw*","Rodrigo Bentancur","TOT","M","318","RDN","TOT 3<br/>@SHU 0 F","108.54","4.72","19%","-1%","23","13","989","1","1","0","8","0","5","1","15","0","19","17","7","0","1","17","0","16","11","4","14","54","0","0","0","25","94"
"*04kj7*","Serge Aurier","NOT","D","319","FA","NOT 2<br/>@BUR 1 F","108.44","9.04","0%","0%","12","10","829","0","2","0","4","0","1","0","14","1","8","9","2","0","5","9","0","32","3","3","30","50","0","0","0","15","134"
"*05yct*","Nathan Patterson","EVE","D","320","FA","EVE 1<br/>@ARS 2 F","107.94","5.4","1%","0%","20","9","990","0","2","0","8","0","0","1","24","1","6","5","4","0","7","9","2","28","7","3","7","60","0","0","0","21","269"
"*067z4*","David Datro Fofana","CHE/BUR","F","321","FA","NOT 2<br/>@BUR 1 F","107.75","7.18","0%","0%","15","10","869","4","1","0","8","0","10","0","5","0","20","10","1","0","1","1","1","2","16","3","12","22","0","0","0","18","0"
"*02oq6*","Luke Shaw","MUN","D","322","FA","MUN 2<br/>@BHA 0 F","104.49","8.71","54%","+3%","12","12","959","0","0","0","13","1","0","0","8","0","6","3","6","0","4","6","1","37","7","11","13","59","0","0","0","13","341"
"*056ir*","Adam Webster","BHA","D","323","MID","MUN 2<br/>@BHA 0 F","104.01","6.93","0%","0%","15","13","1,140","0","0","0","5","0","1","0","12","0","2","3","2","0","0","16","2","41","0","12","33","63","0","0","1","22","225"
"*067ys*","Jack Hinshelwood","BHA","M","324","FA","MUN 2<br/>@BHA 0 F","103.73","8.64","53%","+9%","12","8","860","3","0","0","8","0","8","0","5","0","2","3","1","0","2","14","1","16","0","2","7","33","0","0","0","17","178"
"*063zi*","Matheus Nunes","WOL/MCI","M","325","FA","WHU 1<br/>@MCI 3 F","103.26","5.43","99%","0%","19","9","820","0","2","0","12","0","4","1","5","0","16","23","0","1","6","7","2","9","20","1","7","40","0","0","0","13","226"
"*04mup*","Trevoh Chalobah","CHE","D","326","CmBk","BOU 1<br/>@CHE 2 F","103.23","7.94","60%","-7%","13","10","946","1","0","1","2","0","2","0","12","0","3","3","1","0","0","9","1","49","1","7","19","46","0","0","0","14","262"
"*062ot*","Cheick Doucoure","CRY","M","327","FA","AVL 0<br/>@CRY 5 F","103.13","9.38","1%","0%","11","11","918","0","0","0","10","0","2","0","17","0","8","1","2","0","0","20","2","9","10","2","5","74","0","0","0","12","327"
"*04fyg*","Zanka","BRF","D","328","Noah B","NEW 4<br/>@BRF 2 F","101.26","7.23","0%","0%","14","12","1,084","1","0","0","7","0","2","1","12","0","1","6","4","0","1","12","2","38","3","5","27","67","0","0","0","24","180"
"*02yl5*","John Stones","MCI","D","329","FA","WHU 1<br/>@MCI 3 F","98.01","6.13","4%","0%","16","12","1,058","1","0","0","6","0","2","0","1","0","6","5","2","0","0","10","3","20","1","7","14","46","0","0","0","9","360"
"*05y9n*","Lewis Hall","CHE/NEW","D","330","Laeka B","NEW 4<br/>@BRF 2 F","97.8","5.43","77%","0%","18","8","759","1","0","0","3","0","4","0","18","0","13","5","2","0","2","13","3","16","8","2","10","56","0","0","0","12","102"
"*06c6m*","Oliver Arblaster","SHU","M","331","FA","TOT 3<br/>@SHU 0 F","96.75","8.06","0%","0%","12","11","941","0","0","0","11","0","1","0","14","0","8","12","2","0","0","15","0","8","17","7","9","52","0","0","1","28","0"
"*03v6t*","Ben Chilwell","CHE","D","332","FA","BOU 1<br/>@CHE 2 F","95.92","7.38","0%","0%","13","9","747","0","1","0","14","1","4","0","10","0","5","12","5","0","5","4","1","17","7","3","12","33","0","0","0","14","115"
"*02lv9*","James Milner","BHA","M","333","FA","MUN 2<br/>@BHA 0 F","95.79","6.39","1%","0%","15","11","765","0","2","0","16","0","1","1","14","0","6","4","3","0","6","8","0","13","3","0","6","45","0","0","0","12","161"
"*055c0*","Ben Osborn","SHU","M","334","FA","TOT 3<br/>@SHU 0 F","95.25","3.97","0%","0%","24","14","1,345","0","2","0","13","0","0","0","9","0","10","9","3","0","9","8","0","26","7","2","6","80","0","0","1","39","0"
"*04o82*","Curtis Jones","LIV","M","335","FA","WOL 0<br/>@LIV 2 F","95.16","4.14","19%","0%","23","14","1,146","1","1","0","11","0","6","0","14","0","33","14","3","1","1","7","1","7","15","0","7","72","0","0","0","17","217"
"*05oeh*","Kenny Tete","FUL","D","336","MID","FUL 4<br/>@LUT 2 F","94.97","6.78","32%","0%","14","10","859","1","0","0","3","0","1","1","17","0","3","12","2","0","7","16","1","31","9","3","5","45","0","0","0","21","187"
"*05746*","Emil Krafth","NEW","D","337","RDN","NEW 4<br/>@BRF 2 F","94.76","5.57","0%","0%","17","8","906","0","0","0","9","0","0","1","14","0","3","7","2","0","8","9","2","18","3","3","13","44","0","0","0","15","255"
"*06fxu*","Ibrahim Sangare","NOT","M","338","FA","NOT 2<br/>@BUR 1 F","94.33","5.55","7%","-1%","17","13","1,026","0","0","0","7","0","0","0","23","0","8","9","6","0","0","16","2","19","6","7","9","70","0","0","0","16","165"
"*05a6d*","Tariq Lamptey","BHA","D","339","FA","MUN 2<br/>@BHA 0 F","94.29","4.96","0%","0%","19","10","899","0","3","0","10","0","0","0","14","0","2","18","3","0","9","6","2","5","6","3","4","32","0","0","0","20","113"
"*062x7*","Rico Lewis","MCI","D","340","FA","WHU 1<br/>@MCI 3 F","93.87","5.87","6%","0%","16","8","796","2","0","0","13","0","4","0","7","0","12","20","1","0","0","4","0","3","4","1","0","42","0","0","0","9","178"
"*062h8*","Moussa Niakhate","NOT","D","341","FA","NOT 2<br/>@BUR 1 F","91.75","4.37","0%","0%","21","15","1,450","1","0","0","3","0","1","0","25","0","3","4","3","1","1","14","1","49","3","12","16","98","0","0","0","35","90"
"*06fun*","Gonzalo Montiel","NOT","D","342","FA","NOT 2<br/>@BUR 1 F","91.39","6.53","0%","0%","14","8","791","0","2","0","9","0","0","0","19","0","3","1","5","0","1","9","3","30","1","3","12","42","0","0","0","11","62"
"*06jgr*","Maxime Esteve","BUR","D","343","FA","NOT 2<br/>@BUR 1 F","91","5.69","9%","0%","16","15","1,310","0","0","0","1","0","0","0","10","1","3","16","6","0","1","27","7","55","1","10","27","62","0","0","0","28","0"
"*052k8*","Tommy Doyle","MCI/WOL","M","344","FA","WOL 0<br/>@LIV 2 F","90.38","3.48","0%","0%","26","11","1,194","0","0","0","8","0","3","0","13","0","7","4","2","0","3","12","0","17","1","9","0","93","0","0","0","24","192"
"*04s8k*","Jorginho","ARS","M","345","FA","EVE 1<br/>@ARS 2 F","89.25","3.72","0%","0%","24","10","903","0","2","0","10","0","0","0","10","0","4","15","1","0","1","12","1","7","2","1","7","49","0","0","0","11","360"
"*0435s*","Joel Matip","LIV","D","346","FA","WOL 0<br/>@LIV 2 F","88.29","8.83","0%","0%","10","9","779","0","0","0","2","0","0","0","6","0","4","3","2","0","0","9","1","41","0","12","28","58","0","0","1","9","203"
"*055se*","Marvelous Nakamba","LUT","M","347","FA","FUL 4<br/>@LUT 2 F","87.5","6.73","0%","0%","13","13","1,131","0","0","0","7","0","0","0","24","0","4","9","5","0","1","11","0","11","3","6","4","90","0","0","0","24","0"
"*05uht*","Morgan Rogers","MCI/AVL","F","348","FA","AVL 0<br/>@CRY 5 F","87.25","7.93","100%","0%","11","8","634","3","1","0","9","0","5","0","1","0","11","9","3","0","0","3","0","8","17","0","7","31","0","0","0","13","160"
"*03u2b*","Adama Traore","WOL/FUL","F","350","Laeka B","FUL 4<br/>@LUT 2 F","85.25","5.01","9%","0%","17","1","349","2","3","0","7","0","7","1","3","0","9","4","2","0","5","1","0","2","9","0","9","13","0","0","0","13","31"
"*02oq3*","Jay Rodriguez","BUR","F","349","FA","NOT 2<br/>@BUR 1 F","85.25","4.06","0%","0%","21","7","800","2","1","0","4","0","8","1","9","0","5","6","0","0","0","1","0","7","6","1","22","25","0","0","0","18","99"
"*051kg*","Max Aarons","BOU","D","351","FA","BOU 1<br/>@CHE 2 F","84.84","4.24","0%","0%","20","13","1,226","0","1","0","7","0","0","0","19","0","8","26","1","0","3","8","1","21","14","5","5","75","0","0","0","34","170"
"*051kz*","George Baldock","SHU","D","352","FA","TOT 3<br/>@SHU 0 F","84.25","6.48","0%","0%","13","11","967","0","1","0","7","1","0","0","10","0","9","14","4","0","4","10","3","30","6","8","15","44","0","1","0","21","0"
"*068se*","Jhon Duran","AVL","F","353","Laeka B","AVL 0<br/>@CRY 5 F","84.25","3.66","0%","0%","23","3","447","5","0","0","4","1","7","0","5","0","14","8","5","0","1","1","0","9","2","0","20","15","0","1","0","12","87"
"*03sbh*","Enes Unal","MCI/BOU","F","354","CmBk","BOU 1<br/>@CHE 2 F","82.75","5.17","0%","0%","16","2","308","2","2","0","5","2","11","0","4","0","10","9","1","0","0","1","0","6","2","2","9","10","0","0","0","9","70"
"*06ftl*","Nicolo Zaniolo","AVL","M","356","FA","AVL 0<br/>@CRY 5 F","79.25","3.17","0%","0%","25","9","810","2","0","0","10","0","10","0","9","0","36","21","7","0","0","1","0","11","13","0","7","36","0","0","0","13","180"
"*051k3*","Jacob Ramsey","AVL","M","357","FA","AVL 0<br/>@CRY 5 F","78.82","4.93","12%","+1%","16","8","842","1","1","1","10","0","5","0","8","0","21","12","2","0","0","3","1","7","8","2","5","42","0","0","0","12","96"
"*05os9*","Thomas Partey","ARS","M","358","FA","EVE 1<br/>@ARS 2 F","77.52","5.54","0%","0%","14","9","779","0","0","0","6","0","2","0","11","0","8","6","3","0","2","11","3","8","9","3","7","56","0","0","0","5","475"
"*05oyq*","Said Benrahma","WHU","M","360","FA","WHU 1<br/>@MCI 3 F","76.11","5.85","0%","0%","13","5","604","0","1","0","11","0","6","0","4","0","8","6","1","0","3","5","1","5","14","0","1","43","1","0","0","8","145"
"*04ylt*","Chris Mepham","BOU","D","361","FA","BOU 1<br/>@CHE 2 F","74.39","7.44","0%","0%","10","6","609","0","1","0","3","0","1","0","11","0","2","2","2","0","0","7","1","29","0","6","30","31","0","0","0","16","77"
"*05trk*","Saman Ghoddos","BRF","M,F","362","FA","NEW 4<br/>@BRF 2 F","74.25","3.91","0%","0%","19","7","718","1","0","0","9","0","2","0","19","0","4","9","5","0","6","5","0","9","3","2","4","39","0","0","0","20","10"
"*066r9*","Ehor Yarmolyuk","BRF","M","364","FA","NEW 4<br/>@BRF 2 F","73.08","2.71","12%","+1%","27","6","652","0","0","0","3","0","5","0","11","0","10","6","2","0","1","6","0","5","17","4","9","50","0","0","0","9","142"
"*05raa*","Hugo Bueno","WOL","D","365","FA","WOL 0<br/>@LIV 2 F","72.54","3.3","54%","-1%","22","7","709","0","0","0","6","0","0","0","14","0","14","6","1","0","10","6","1","20","8","4","9","37","0","0","1","16","188"
"*05ye7*","Oscar Bobb","MCI","M","366","FA","WHU 1<br/>@MCI 3 F","72.42","5.17","26%","+4%","14","2","287","1","1","1","9","1","2","0","3","0","6","3","0","0","3","5","1","1","11","0","1","17","0","0","0","5","105"
"*051k7*","Reece James","CHE","D","368","RyRob","BOU 1<br/>@CHE 2 F","72","7.2","95%","+3%","10","5","412","0","2","1","12","0","1","0","9","0","6","5","0","2","7","3","1","7","9","4","8","28","0","0","0","11","0"
"*06fx1*","Ansu Fati","BHA","F","367","FA","MUN 2<br/>@BHA 0 F","72","3.79","0%","0%","19","3","496","2","0","0","6","1","11","0","3","0","10","13","2","0","0","3","0","3","5","0","1","22","0","0","0","12","72"
