year,week,t1_team,t2_team,t1_score,t2_score
2020,12,Werner's Weiners,Team I_am_Tim,101.75,100.5
2020,13,Team I_am_Tim,Jesse's Last Touch,150.5,57.5
2020,13,Never wanted him anyway,Gerrard's Firm-footed Rangers,113.75,69.75
2020,13,Oliver McBurnie's 7.36 FP/G,Werner's Weiners,83.75,111.75
2020,13,The Celtic of FPL,Midtable Merchant,82.5,143.25
2020,13,Tim's Team,Leo Gerard U1s Team,73.75,71.5
2020,14,Jesse's Last Touch,Oliver McBurnie's 7.36 FP/G,98.0,88.75
2020,14,Gerrard's Firm-footed Rangers,The Celtic of FPL,62.5,105.25
2020,14,Leo Gerard U1s Team,Never wanted him anyway,90.5,115.75
2020,14,Midtable Merchant,Werner's Weiners,94.25,187.5
2020,14,Tim's Team,Team I_am_Tim,100.0,113.75
2020,15,Midtable Merchant,Jesse's Last Touch,69.5,123.0
2020,15,Oliver McBurnie's 7.36 FP/G,Tim's Team,95.75,52.5
2020,15,Team I_am_Tim,Leo Gerard U1s Team,102.0,127.0
2020,15,The Celtic of FPL,Never wanted him anyway,81.75,69.25
2020,15,Werner's Weiners,Gerrard's Firm-footed Rangers,154.25,86.5
2020,16,Gerrard's Firm-footed Rangers,Jesse's Last Touch,29.25,104.0
2020,16,Leo Gerard U1s Team,The Celtic of FPL,83.75,52.75
2020,16,Never wanted him anyway,Werner's Weiners,75.25,111.5
2020,16,Team I_am_Tim,Oliver McBurnie's 7.36 FP/G,118.75,52.75
2020,16,Tim's Team,Midtable Merchant,69.0,78.5
2020,17,Jesse's Last Touch,Never wanted him anyway,130.5,119.0
2020,17,Gerrard's Firm-footed Rangers,Tim's Team,102.75,77.25
2020,17,Midtable Merchant,Team I_am_Tim,107.0,62.25
2020,17,Oliver McBurnie's 7.36 FP/G,Leo Gerard U1s Team,89.75,93.25
2020,17,Werner's Weiners,The Celtic of FPL,137.75,89.25
2020,18,The Celtic of FPL,Jesse's Last Touch,7.75,112.25
2020,18,Leo Gerard U1s Team,Werner's Weiners,37.25,79.5
2020,18,Never wanted him anyway,Tim's Team,48.75,45.5
2020,18,Oliver McBurnie's 7.36 FP/G,Midtable Merchant,75.0,95.25
2020,18,Team I_am_Tim,Gerrard's Firm-footed Rangers,118.0,91.25
2020,19,Jesse's Last Touch,Werner's Weiners,232.0,208.0
2020,19,Gerrard's Firm-footed Rangers,Oliver McBurnie's 7.36 FP/G,248.75,197.75
2020,19,Midtable Merchant,Leo Gerard U1s Team,113.0,225.75
2020,19,Never wanted him anyway,Team I_am_Tim,146.25,163.5
2020,19,Tim's Team,The Celtic of FPL,62.25,166.0
2020,20,Leo Gerard U1s Team,Jesse's Last Touch,131.5,193.75
2020,20,Midtable Merchant,Gerrard's Firm-footed Rangers,103.5,100.75
2020,20,Oliver McBurnie's 7.36 FP/G,Never wanted him anyway,87.25,92.25
2020,20,The Celtic of FPL,Team I_am_Tim,116.75,120.25
2020,20,Werner's Weiners,Tim's Team,83.75,63.25
2020,21,Tim's Team,Jesse's Last Touch,80.25,101.0
2020,21,Gerrard's Firm-footed Rangers,Leo Gerard U1s Team,82.25,101.75
2020,21,Never wanted him anyway,Midtable Merchant,57.25,56.0
2020,21,Team I_am_Tim,Werner's Weiners,131.5,74.5
2020,21,The Celtic of FPL,Oliver McBurnie's 7.36 FP/G,96.5,108.25
2020,22,Jesse's Last Touch,Team I_am_Tim,152.25,102.0
2020,22,Gerrard's Firm-footed Rangers,Never wanted him anyway,55.75,40.75
2020,22,Leo Gerard U1s Team,Tim's Team,63.5,103.0
2020,22,Midtable Merchant,The Celtic of FPL,109.5,83.0
2020,22,Werner's Weiners,Oliver McBurnie's 7.36 FP/G,119.5,115.25
2020,23,Oliver McBurnie's 7.36 FP/G,Jesse's Last Touch,90.75,90.5
2020,23,Never wanted him anyway,Leo Gerard U1s Team,100.5,92.75
2020,23,Team I_am_Tim,Tim's Team,102.25,123.5
2020,23,The Celtic of FPL,Gerrard's Firm-footed Rangers,129.0,66.5
2020,23,Werner's Weiners,Midtable Merchant,97.25,92.0
2020,24,Jesse's Last Touch,Midtable Merchant,157.25,99.25
2020,24,Gerrard's Firm-footed Rangers,Werner's Weiners,155.25,143.5
2020,24,Leo Gerard U1s Team,Team I_am_Tim,129.25,119.75
2020,24,Never wanted him anyway,The Celtic of FPL,109.25,123.25
2020,24,Tim's Team,Oliver McBurnie's 7.36 FP/G,58.0,118.25
2020,25,Jesse's Last Touch,Gerrard's Firm-footed Rangers,134.5,80.25
2020,25,Midtable Merchant,Tim's Team,81.5,89.0
2020,25,Oliver McBurnie's 7.36 FP/G,Team I_am_Tim,153.75,120.75
2020,25,The Celtic of FPL,Leo Gerard U1s Team,104.0,114.5
2020,25,Werner's Weiners,Never wanted him anyway,86.75,86.5
2020,26,Never wanted him anyway,Jesse's Last Touch,125.25,138.25
2020,26,Leo Gerard U1s Team,Oliver McBurnie's 7.36 FP/G,233.5,116.25
2020,26,Team I_am_Tim,Midtable Merchant,123.5,164.5
2020,26,The Celtic of FPL,Werner's Weiners,161.25,246.75
2020,26,Tim's Team,Gerrard's Firm-footed Rangers,122.0,125.75
2020,27,Jesse's Last Touch,The Celtic of FPL,124.25,95.5
2020,27,Gerrard's Firm-footed Rangers,Team I_am_Tim,139.5,101.75
2020,27,Midtable Merchant,Oliver McBurnie's 7.36 FP/G,138.0,51.0
2020,27,Tim's Team,Never wanted him anyway,63.0,130.25
2020,27,Werner's Weiners,Leo Gerard U1s Team,91.25,146.25
2020,28,Werner's Weiners,Jesse's Last Touch,134.75,116.0
2020,28,Leo Gerard U1s Team,Midtable Merchant,119.5,110.0
2020,28,Oliver McBurnie's 7.36 FP/G,Gerrard's Firm-footed Rangers,76.75,68.5
2020,28,Team I_am_Tim,Never wanted him anyway,42.25,129.75
2020,28,The Celtic of FPL,Tim's Team,71.25,66.75
2020,29,Jesse's Last Touch,Leo Gerard U1s Team,75.5,44.75
2020,29,Gerrard's Firm-footed Rangers,Midtable Merchant,25.25,28.0
2020,29,Never wanted him anyway,Oliver McBurnie's 7.36 FP/G,26.0,112.0
2020,29,Team I_am_Tim,The Celtic of FPL,79.5,41.75
2020,29,Tim's Team,Werner's Weiners,22.25,29.25
2020,30,Jesse's Last Touch,Tim's Team,49.5,53.5
2020,30,Leo Gerard U1s Team,Gerrard's Firm-footed Rangers,62.75,108.75
2020,30,Midtable Merchant,Never wanted him anyway,79.0,15.75
2020,30,Oliver McBurnie's 7.36 FP/G,The Celtic of FPL,108.0,114.0
2020,30,Werner's Weiners,Team I_am_Tim,99.25,92.25
2020,31,Team I_am_Tim,Jesse's Last Touch,85.75,85.5
2020,31,Never wanted him anyway,Gerrard's Firm-footed Rangers,79.25,63.75
2020,31,Oliver McBurnie's 7.36 FP/G,Werner's Weiners,107.75,96.75
2020,31,The Celtic of FPL,Midtable Merchant,105.0,84.25
2020,31,Tim's Team,Leo Gerard U1s Team,71.0,125.75
2020,32,Jesse's Last Touch,Oliver McBurnie's 7.36 FP/G,75.0,94.25
2020,32,Gerrard's Firm-footed Rangers,The Celtic of FPL,94.0,99.25
2020,32,Leo Gerard U1s Team,Never wanted him anyway,131.75,105.25
2020,32,Midtable Merchant,Werner's Weiners,101.25,92.25
2020,32,Tim's Team,Team I_am_Tim,92.0,54.5
2020,33,Midtable Merchant,Jesse's Last Touch,91.0,91.75
2020,33,Oliver McBurnie's 7.36 FP/G,Tim's Team,114.0,57.5
2020,33,Team I_am_Tim,Leo Gerard U1s Team,65.0,78.75
2020,33,The Celtic of FPL,Never wanted him anyway,89.25,115.25
2020,33,Werner's Weiners,Gerrard's Firm-footed Rangers,144.0,56.25
2020,34,Gerrard's Firm-footed Rangers,Jesse's Last Touch,31.25,113.0
2020,34,Leo Gerard U1s Team,The Celtic of FPL,150.5,115.75
2020,34,Never wanted him anyway,Werner's Weiners,97.25,130.5
2020,34,Team I_am_Tim,Oliver McBurnie's 7.36 FP/G,72.75,81.5
2020,34,Tim's Team,Midtable Merchant,76.0,60.25
2020,35,Jesse's Last Touch,Never wanted him anyway,126.75,147.0
2020,35,Gerrard's Firm-footed Rangers,Tim's Team,146.5,66.25
2020,35,Midtable Merchant,Team I_am_Tim,149.75,199.0
2020,35,Oliver McBurnie's 7.36 FP/G,Leo Gerard U1s Team,164.0,140.75
2020,35,Werner's Weiners,The Celtic of FPL,166.75,78.0
2020,36,The Celtic of FPL,Jesse's Last Touch,92.0,70.75
2020,36,Leo Gerard U1s Team,Werner's Weiners,118.5,102.5
2020,36,Never wanted him anyway,Tim's Team,70.75,87.0
2020,36,Oliver McBurnie's 7.36 FP/G,Midtable Merchant,129.0,50.0
2020,36,Team I_am_Tim,Gerrard's Firm-footed Rangers,74.5,86.0
2020,37,Jesse's Last Touch,Werner's Weiners,103.75,135.0
2020,37,Gerrard's Firm-footed Rangers,Oliver McBurnie's 7.36 FP/G,69.25,77.0
2020,37,Midtable Merchant,Leo Gerard U1s Team,104.5,116.75
2020,37,Never wanted him anyway,Team I_am_Tim,46.25,112.25
2020,37,Tim's Team,The Celtic of FPL,65.5,112.75
2020,38,Leo Gerard U1s Team,Jesse's Last Touch,88.0,72.75
2020,38,Midtable Merchant,Gerrard's Firm-footed Rangers,38.0,92.75
2020,38,Oliver McBurnie's 7.36 FP/G,Never wanted him anyway,117.75,90.25
2020,38,The Celtic of FPL,Team I_am_Tim,72.25,92.5
2020,38,Werner's Weiners,Tim's Team,154.0,59.75
