year,week,t1_team,t2_team,t1_score,t2_score
2024,8,1- Schärholder Value,1-Morgan Rodgers Neighborhood,116.99,81.25
2024,8,1 - Law of Averages,1-Mateta’s Muppets,102.49,83.5
2024,8,1-Check Complete FC,1-The Madd Hatters,85.75,173.24
2024,8,1-Cruel Summerville,1-Tim's Team,111.0,106.48
2024,8,1-Diamond Dogs,1-The Riesterer Bunny,87.99,90.03
2024,8,1-Dirty little Slot,1-john lim,110.4,99.0
2024,8,2-100 Virgils,2-Lads FC,100.75,104.24
2024,8,2-Greek Prison XI,2-Diego Luna Fan Page,102.64,113.74
2024,8,2-Rainy Night at Stoke,2-Roy Kent's U8 Girls,125.75,76.5
2024,8,2-Reeces (broken to) Pieces,2-FC Bofa,80.25,109.75
2024,8,2-Wild Boars United,2-McGinn and Tonic,85.94,76.28
2024,8,"2-good kev, m.A.A.d eze",2-Arteta's Angels,139.99,81.18
2024,8,3- Mickey Mount Clubhouse,3-Bench Warmers FC,106.48,82.25
2024,8,3- Ornaldo Perfect Brothers & Sisters,3-Dijk in Diaz,67.5,101.5
2024,8,"3- if u lose 2 me, that is embarrassing",3-Shaq Moore Fan SC,95.24,140.75
2024,8,3-Down with the Thickness,3-Onana What's my name,109.0,80.0
2024,8,3-Kelly’s Seagulls,3-Hakuna Mateta,96.78,85.69
2024,8,3-Young Munoz $$,3-Ajer & Big Justice,131.49,65.25
2024,8,1-Mateta’s Muppets,2-Lads FC,83.5,104.24
2024,8,1-john lim,3- Mickey Mount Clubhouse,99.0,106.48
2024,8,3-Young Munoz $$,2-FC Bofa,131.49,109.75
2024,8,1-Diamond Dogs,2-Arteta's Angels,87.99,81.18
2024,8,1-The Madd Hatters,3-Bench Warmers FC,173.24,82.25
2024,8,2-100 Virgils,3-Dijk in Diaz,100.75,101.5
2024,8,1-Dirty little Slot,2-Diego Luna Fan Page,110.4,113.74
2024,8,1-The Riesterer Bunny,3-Shaq Moore Fan SC,90.03,140.75
2024,8,3-Down with the Thickness,2-McGinn and Tonic,109.0,76.28
2024,8,1-Check Complete FC,2-Wild Boars United,85.75,85.94
2024,8,1-Cruel Summerville,3-Ajer & Big Justice,111.0,65.25
2024,8,2-Greek Prison XI,3-Onana What's my name,102.64,80.0
2024,8,1-Morgan Rodgers Neighborhood,2-Reeces (broken to) Pieces,81.25,80.25
2024,8,1- Schärholder Value,3- Ornaldo Perfect Brothers & Sisters,116.99,67.5
2024,8,2-Rainy Night at Stoke,3-Kelly’s Seagulls,125.75,96.78
2024,8,1 - Law of Averages,"2-good kev, m.A.A.d eze",102.49,139.99
2024,8,1-Tim's Team,"3- if u lose 2 me, that is embarrassing",106.48,95.24
2024,8,3-Hakuna Mateta,2-Roy Kent's U8 Girls,85.69,76.5
2024,9,1-The Riesterer Bunny,1-Morgan Rodgers Neighborhood,139.86,90.74
2024,9,1 - Law of Averages,1-Dirty little Slot,86.49,83.25
2024,9,1-Mateta’s Muppets,1-Cruel Summerville,88.72,129.18
2024,9,1-The Madd Hatters,1- Schärholder Value,88.49,110.0
2024,9,1-Tim's Team,1-Check Complete FC,133.49,110.25
2024,9,1-john lim,1-Diamond Dogs,102.75,108.25
2024,9,2-Arteta's Angels,2-Reeces (broken to) Pieces,91.49,110.74
2024,9,2-Diego Luna Fan Page,2-Lads FC,90.0,84.24
2024,9,2-FC Bofa,2-Wild Boars United,67.49,93.86
2024,9,2-McGinn and Tonic,2-100 Virgils,112.24,97.99
2024,9,2-Roy Kent's U8 Girls,2-Greek Prison XI,60.26,132.94
2024,9,"2-good kev, m.A.A.d eze",2-Rainy Night at Stoke,104.5,90.24
2024,9,3-Bench Warmers FC,3-Young Munoz $$,109.75,101.73
2024,9,3-Dijk in Diaz,3-Ajer & Big Justice,118.23,60.25
2024,9,3-Hakuna Mateta,"3- if u lose 2 me, that is embarrassing",84.74,98.75
2024,9,3-Kelly’s Seagulls,3-Down with the Thickness,104.25,81.25
2024,9,3-Onana What's my name,3- Ornaldo Perfect Brothers & Sisters,77.49,101.24
2024,9,3-Shaq Moore Fan SC,3- Mickey Mount Clubhouse,100.49,94.25
2024,9,2-FC Bofa,3-Young Munoz $$,67.49,101.73
2024,9,2-Lads FC,1-Mateta’s Muppets,84.24,88.72
2024,9,3- Mickey Mount Clubhouse,1-john lim,94.25,102.75
2024,9,1-Diamond Dogs,2-Arteta's Angels,108.25,91.49
2024,9,1-The Madd Hatters,3-Bench Warmers FC,88.49,109.75
2024,9,2-100 Virgils,3-Dijk in Diaz,97.99,118.23
2024,9,1-Dirty little Slot,2-Diego Luna Fan Page,83.25,90.0
2024,9,1-The Riesterer Bunny,3-Shaq Moore Fan SC,139.86,100.49
2024,9,3-Down with the Thickness,2-McGinn and Tonic,81.25,112.24
2024,9,1-Check Complete FC,2-Wild Boars United,110.25,93.86
2024,9,1-Cruel Summerville,3-Ajer & Big Justice,129.18,60.25
2024,9,2-Greek Prison XI,3-Onana What's my name,132.94,77.49
2024,9,1-Morgan Rodgers Neighborhood,2-Reeces (broken to) Pieces,90.74,110.74
2024,9,1- Schärholder Value,3- Ornaldo Perfect Brothers & Sisters,110.0,101.24
2024,9,3-Kelly’s Seagulls,2-Rainy Night at Stoke,104.25,90.24
2024,9,1 - Law of Averages,"2-good kev, m.A.A.d eze",86.49,104.5
2024,9,1-Tim's Team,"3- if u lose 2 me, that is embarrassing",133.49,98.75
2024,9,2-Roy Kent's U8 Girls,3-Hakuna Mateta,60.26,84.74
2024,10,1-Morgan Rodgers Neighborhood,1-john lim,96.75,89.75
2024,10,1- Schärholder Value,1-The Riesterer Bunny,119.49,127.53
2024,10,1-Check Complete FC,1-Mateta’s Muppets,126.5,110.72
2024,10,1-Cruel Summerville,1-Dirty little Slot,121.24,75.48
2024,10,1-Diamond Dogs,1 - Law of Averages,112.48,93.5
2024,10,1-The Madd Hatters,1-Tim's Team,92.0,106.0
2024,10,2-100 Virgils,2-Diego Luna Fan Page,155.49,118.48
2024,10,2-Greek Prison XI,"2-good kev, m.A.A.d eze",110.24,78.25
2024,10,2-Lads FC,2-Roy Kent's U8 Girls,120.49,102.49
2024,10,2-McGinn and Tonic,2-FC Bofa,93.36,114.49
2024,10,2-Reeces (broken to) Pieces,2-Rainy Night at Stoke,83.5,120.48
2024,10,2-Wild Boars United,2-Arteta's Angels,75.25,77.75
2024,10,3- Mickey Mount Clubhouse,3-Hakuna Mateta,80.85,53.53
2024,10,3- Ornaldo Perfect Brothers & Sisters,3-Kelly’s Seagulls,123.69,99.83
2024,10,"3- if u lose 2 me, that is embarrassing",3-Down with the Thickness,95.46,102.43
2024,10,3-Ajer & Big Justice,3-Onana What's my name,56.5,106.5
2024,10,3-Bench Warmers FC,3-Shaq Moore Fan SC,99.0,123.54
2024,10,3-Young Munoz $$,3-Dijk in Diaz,105.75,138.74
2024,10,2-FC Bofa,1-john lim,114.49,89.75
2024,10,3- Mickey Mount Clubhouse,1-Mateta’s Muppets,80.85,110.72
2024,10,3-Young Munoz $$,2-Lads FC,105.75,120.49
2024,10,1-The Madd Hatters,3-Dijk in Diaz,92.0,138.74
2024,10,2-100 Virgils,1-Diamond Dogs,155.49,112.48
2024,10,3-Bench Warmers FC,2-Arteta's Angels,99.0,77.75
2024,10,1-The Riesterer Bunny,3-Down with the Thickness,127.53,102.43
2024,10,2-McGinn and Tonic,1-Dirty little Slot,93.36,75.48
2024,10,3-Shaq Moore Fan SC,2-Diego Luna Fan Page,123.54,118.48
2024,10,1-Check Complete FC,2-Greek Prison XI,126.5,110.24
2024,10,1-Cruel Summerville,3-Onana What's my name,121.24,106.5
2024,10,2-Wild Boars United,3-Ajer & Big Justice,75.25,56.5
2024,10,2-Rainy Night at Stoke,1-Morgan Rodgers Neighborhood,120.48,96.75
2024,10,1- Schärholder Value,3-Kelly’s Seagulls,119.49,99.83
2024,10,3- Ornaldo Perfect Brothers & Sisters,2-Reeces (broken to) Pieces,123.69,83.5
2024,10,1 - Law of Averages,2-Roy Kent's U8 Girls,93.5,102.49
2024,10,1-Tim's Team,3-Hakuna Mateta,106.0,53.53
2024,10,"3- if u lose 2 me, that is embarrassing","2-good kev, m.A.A.d eze",95.46,78.25
2024,11,1 - Law of Averages,1-Morgan Rodgers Neighborhood,125.73,120.71
2024,11,1-Cruel Summerville,1-Diamond Dogs,154.0,127.98
2024,11,1-Dirty little Slot,1-Check Complete FC,81.95,114.6
2024,11,1-Mateta’s Muppets,1-The Madd Hatters,92.15,154.73
2024,11,1-Tim's Team,1- Schärholder Value,103.41,149.96
2024,11,1-john lim,1-The Riesterer Bunny,55.6,92.48
2024,11,2-Arteta's Angels,2-McGinn and Tonic,117.5,82.75
2024,11,2-FC Bofa,2-100 Virgils,65.25,76.17
2024,11,2-Rainy Night at Stoke,2-Wild Boars United,123.98,67.93
2024,11,2-Reeces (broken to) Pieces,2-Greek Prison XI,93.73,118.08
2024,11,2-Roy Kent's U8 Girls,2-Diego Luna Fan Page,107.48,135.98
2024,11,"2-good kev, m.A.A.d eze",2-Lads FC,108.33,152.14
2024,11,"3- if u lose 2 me, that is embarrassing",3- Ornaldo Perfect Brothers & Sisters,101.98,91.72
2024,11,3-Down with the Thickness,3- Mickey Mount Clubhouse,98.58,63.74
2024,11,3-Hakuna Mateta,3-Bench Warmers FC,81.25,132.83
2024,11,3-Kelly’s Seagulls,3-Ajer & Big Justice,101.48,81.33
2024,11,3-Onana What's my name,3-Dijk in Diaz,121.73,94.0
2024,11,3-Shaq Moore Fan SC,3-Young Munoz $$,102.48,145.08
2024,11,2-FC Bofa,3- Mickey Mount Clubhouse,65.25,63.74
2024,11,2-Lads FC,1-john lim,152.14,55.6
2024,11,3-Young Munoz $$,1-Mateta’s Muppets,145.08,92.15
2024,11,1-The Madd Hatters,2-Arteta's Angels,154.73,117.5
2024,11,2-100 Virgils,3-Bench Warmers FC,76.17,132.83
2024,11,3-Dijk in Diaz,1-Diamond Dogs,94.0,127.98
2024,11,1-The Riesterer Bunny,2-Diego Luna Fan Page,92.48,135.98
2024,11,3-Down with the Thickness,1-Dirty little Slot,98.58,81.95
2024,11,3-Shaq Moore Fan SC,2-McGinn and Tonic,102.48,82.75
2024,11,1-Check Complete FC,3-Onana What's my name,114.6,121.73
2024,11,1-Cruel Summerville,2-Wild Boars United,154.0,67.93
2024,11,2-Greek Prison XI,3-Ajer & Big Justice,118.08,81.33
2024,11,1-Morgan Rodgers Neighborhood,3-Kelly’s Seagulls,120.71,101.48
2024,11,1- Schärholder Value,2-Reeces (broken to) Pieces,149.96,93.73
2024,11,3- Ornaldo Perfect Brothers & Sisters,2-Rainy Night at Stoke,91.72,123.98
2024,11,1 - Law of Averages,3-Hakuna Mateta,125.73,81.25
2024,11,1-Tim's Team,"2-good kev, m.A.A.d eze",103.41,108.33
2024,11,2-Roy Kent's U8 Girls,"3- if u lose 2 me, that is embarrassing",107.48,101.98
2024,12,1-Morgan Rodgers Neighborhood,1-Cruel Summerville,132.99,124.71
2024,12,1- Schärholder Value,1-john lim,89.23,114.65
2024,12,1-Check Complete FC,1-Diamond Dogs,116.69,82.0
2024,12,1-The Madd Hatters,1-Dirty little Slot,151.98,133.65
2024,12,1-The Riesterer Bunny,1 - Law of Averages,118.89,112.03
2024,12,1-Tim's Team,1-Mateta’s Muppets,90.0,89.74
2024,12,2-100 Virgils,2-Roy Kent's U8 Girls,80.75,86.99
2024,12,2-Diego Luna Fan Page,"2-good kev, m.A.A.d eze",83.98,91.92
2024,12,2-FC Bofa,2-Arteta's Angels,116.44,76.75
2024,12,2-Lads FC,2-Reeces (broken to) Pieces,89.91,93.23
2024,12,2-McGinn and Tonic,2-Rainy Night at Stoke,129.74,120.03
2024,12,2-Wild Boars United,2-Greek Prison XI,72.91,159.11
2024,12,3- Mickey Mount Clubhouse,3- Ornaldo Perfect Brothers & Sisters,77.98,58.54
2024,12,3-Ajer & Big Justice,"3- if u lose 2 me, that is embarrassing",107.43,101.37
2024,12,3-Bench Warmers FC,3-Down with the Thickness,100.19,98.74
2024,12,3-Dijk in Diaz,3-Kelly’s Seagulls,116.36,76.89
2024,12,3-Shaq Moore Fan SC,3-Hakuna Mateta,107.4,73.25
2024,12,3-Young Munoz $$,3-Onana What's my name,141.97,120.18
2024,12,2-FC Bofa,1-Mateta’s Muppets,116.44,89.74
2024,12,3- Mickey Mount Clubhouse,2-Lads FC,77.98,89.91
2024,12,3-Young Munoz $$,1-john lim,141.97,114.65
2024,12,1-Diamond Dogs,3-Bench Warmers FC,82.0,100.19
2024,12,1-The Madd Hatters,2-100 Virgils,151.98,80.75
2024,12,2-Arteta's Angels,3-Dijk in Diaz,76.75,116.36
2024,12,1-Dirty little Slot,3-Shaq Moore Fan SC,133.65,107.4
2024,12,1-The Riesterer Bunny,2-McGinn and Tonic,118.89,129.74
