"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","MCS","GA","Sv","YC","RC","FS","PKS","PKD","PKM","TkW","DIS","G","A","A2","KP","AF","Int","IntB","CLR","CoS","AER","AC","HCS","Sm","OG","SOT"
"*06cmb*","Guglielmo Vicario","TOT","G","19","FA","BHA 4<br/>@TOT 1 F","181.22","7.55","34%","-1%","24","24","2,160","360","37","68","1","0","2","0","0","0","0","0","0","0","0","0","0","1","1","33","1","10","0","25","2","0","0"
"*04gw6*","Arijanet Muric","IPS","G","20","FA","WHU 3<br/>@IPS 1 F","166.49","9.25","0%","0%","18","18","1,620","90","33","70","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","20","0","11","0","34","1","0","0"
"*02lym*","Lukasz Fabianski","WHU","G","21","FA","WHU 3<br/>@IPS 1 F","119.09","8.51","0%","0%","14","13","1,160","215","21","50","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","14","3","4","0","9","4","0","0"
"*04mr4*","Martin Dubravka","NEW","G","22","FA","EVE 1<br/>@NEW 0 F","97.71","9.77","29%","-2%","10","10","900","450","12","29","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","4","0","7","1","0","0"
"*045ob*","Caoimhin Kelleher","LIV","G","23","FA","CRY 1<br/>@LIV 1 F","95.22","9.52","91%","+1%","10","10","900","360","12","27","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","6","2","0","0"
"*03p9y*","Alex Palmer","WBA/IPS","G","24","FA","WHU 3<br/>@IPS 1 F","90.25","6.94","0%","0%","13","13","1,170","0","30","45","2","0","4","0","0","0","0","0","0","0","0","1","0","0","0","21","0","5","0","18","6","0","0"
"*062cw*","Stefan Ortega","MCI","G","25","FA","MCI 2<br/>@FUL 0 F","83.48","6.42","2%","0%","13","12","1,098","270","18","33","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","14","0","2","0","5","2","0","0"
"*05o6x*","Jakub Stolarczyk","LEI","G","26","FA","LEI 0<br/>@BOU 2 F","74.23","7.42","0%","0%","10","10","900","180","16","28","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","16","0","5","0","9","1","0","0"
"*06r6s*","Antonin Kinsky","TOT","G","27","FA","BHA 4<br/>@TOT 1 F","65.99","11","9%","0%","6","6","540","90","11","24","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","15","0","2","0","10","3","0","0"
"*02ltw*","Fraser Forster","TOT","G","28","FA","BHA 4<br/>@TOT 1 F","55.74","7.96","0%","0%","7","7","630","90","15","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","1","0","4","0","0","0"
"*04vy4*","Mark Travers","BOU","G","29","FA","LEI 0<br/>@BOU 2 F","51.74","10.35","1%","0%","5","5","450","90","5","20","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","0","1","0","1","1","0","0"
"*06nv3*","Filip Jorgensen","CHE","G","30","FA","CHE 1<br/>@NOT 0 F","42.49","7.08","3%","0%","6","6","540","90","9","20","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"*02t20*","Alex McCarthy","SOU","G","31","FA","ARS 2<br/>@SOU 1 F","41.25","8.25","0%","0%","5","5","450","0","13","24","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","6","0","0","0"
"*04fjz*","Christian Walton","IPS","G","32","FA","WHU 3<br/>@IPS 1 F","40.49","5.78","0%","0%","7","7","630","90","19","20","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","4","0","2","0","10","3","0","0"
"*02xtd*","Sam Johnstone","CRY/WOL","G","33","FA","BRF 1<br/>@WOL 1 F","40.25","5.75","1%","0%","7","7","630","0","17","23","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","9","0","4","0","6","0","0","0"
"*03dyr*","Joe Lumley","SOU","G","34","FA","ARS 2<br/>@SOU 1 F","25.25","8.42","0%","0%","3","3","270","0","7","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","1","3","0","0"
"*063e3*","Neto","BOU/ARS","G","35","FA","ARS 2<br/>@SOU 1 F","24.75","12.38","1%","0%","2","2","180","0","2","11","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0"
"*02lo6*","Daniel Bentley","WOL","G","36","FA","BRF 1<br/>@WOL 1 F","20.74","10.37","1%","0%","2","2","180","90","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0"
"*05osa*","Robin Olsen","AVL","G","37","FA","AVL 0<br/>@MUN 2 F","20.74","5.19","0%","0%","4","1","225","90","6","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0"
"*06fx0*","Altay Bayindir","MUN","G","38","FA","AVL 0<br/>@MUN 2 F","18.99","4.75","2%","0%","4","4","360","90","10","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","14","0","1","0","4","0","0","0"
"*04rha*","Jason Steele","BHA","G","39","FA","BHA 4<br/>@TOT 1 F","18.24","9.12","1%","0%","2","2","180","90","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","2","0","0","0"
"*06jfe*","Hakon Valdimarsson","BRF","G","40","FA","BRF 1<br/>@WOL 1 F","12.46","6.23","0%","0%","2","1","143","53","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","2","0","0","0"
"*04gyd*","Brandon Austin","TOT","G","41","FA","BHA 4<br/>@TOT 1 F","11.25","11.25","0%","0%","1","1","90","0","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","4","0","0","0"
"*052ce*","Vitezslav Jaros","LIV","G","42","FA","CRY 1<br/>@LIV 1 F","4.14","4.14","0%","0%","1","0","10","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"*02t1a*","Danny Ward","LEI","G","43","FA","LEI 0<br/>@BOU 2 F","0.25","0.12","0%","0%","2","1","135","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*06fuw*","Djordje Petrovic","CHE","G","84","FA","CHE 1<br/>@NOT 0 F","0","0","59%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063c2*","Gabriel Slonina","CHE","G","92","FA","CHE 1<br/>@NOT 0 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n0a*","Wes Foderingham","WHU","G","61","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dwz*","Tom Heaton","MUN","G","66","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xtq*","Matthew Cox","BRF","G","55","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ubh*","Remi Matthews","CRY","G","76","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mx2*","Carlos Miguel","NOT","G","99","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ls8*","Marcus Bettinelli","CHE","G","50","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056as*","William Dennis","BOU","G","59","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n09*","Mark Gillespie","NEW","G","63","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nyx*","Finlay Herrick","WHU","G","69","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m3v*","John Ruddy","NEW","G","88","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jgu*","Callan McKenna","BOU","G","78","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jb3*","Ted Curd","CHE","G","57","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmt*","Tom King","WOL","G","72","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rbn*","Thomas McGill","BHA","G","77","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nk2*","Alexei Rojas Fedorushchenko","ARS","G","87","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rc7*","Harry Tyrer","EVE","G","94","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fxg*","Odysseas Vlachodimos","NEW","G","95","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u40*","Ellery Balcombe","BRF","G","44","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwn*","Steven Benda","FUL","G","48","FA","MCI 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0645w*","Krisztian Hegyi","WHU","G","67","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nk0*","Tommy Setford","ARS","G","90","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ds*","Matt Turner","NOT/CRY","G","93","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ews*","Dermot Mee","MUN","G","79","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rqa*","William Murdock","MUN","G","82","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ppi*","Jack Porter","ARS","G","85","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ie2*","Sam Proctor","AVL","G","86","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055c3*","Gavin Bazunu","SOU","G","45","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sf*","Eddie Beach","CHE","G","46","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lw2*","Asmir Begovic","EVE","G","47","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhm*","Lucas Bergstrom","CHE","G","49","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0579j*","Scott Carson","MCI","G","54","FA","MCI 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p6*","Billy Crellin","EVE","G","56","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rfp*","Harvey Davies","LIV","G","58","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06on4*","Julian Eyestone","BRF","G","60","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jgt*","Joe Gauci","AVL","G","62","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06do5*","Elyh Harrison","MUN","G","65","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m1g*","Wayne Hennessey","NOT","G","68","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052i5*","Daniel Iversen","LEI","G","71","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jfh*","Max Merrick","CHE","G","80","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsc*","Joao Virginia","EVE","G","83","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ct*","Carl Rushworth","BHA","G","89","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048xn*","Alfie Whiteman","TOT","G","96","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r3x*","Oliwer Zych","AVL","G","97","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewm*","Alex Borto","FUL","G","51","FA","MCI 2<br/>@FUL 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r3n*","Spike Brits","MCI","G","52","FA","MCI 2<br/>@FUL 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pg7*","Killian Cahill","BHA","G","53","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066s9*","Hubert Graczyk","ARS/MUN","G","64","FA","AVL 0<br/>@MUN 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qz7*","Max Hudson","MCI","G","70","FA","MCI 2<br/>@FUL 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r8w*","Lize Kop","TOT","G","73","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rgy*","Zan-Luk Leban","EVE","G","74","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061z6*","Mateusz Lis","SOU","G","75","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9m*","Louie Moulden","WOL/CRY","G","81","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhn*","Cieran Slicker","IPS","G","91","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uem*","Marcelo Pitaluga","LIV","G","98","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
