"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","G","KP","AT","SOT","TkW","DIS","YC","SYC","RC","ACNC","Int","CLR","CoS","AER","OG","GAD","CS"
"*02lp5*","Adam Smith","BOU","D","224","FA","BOU 3<br/>@CRY 5 F","11.75","11.75","2%","+1%","1","0","0","0","0","0","0","0","0","0","0","2","3","1","2","0","0","1"
"*02m38*","Ryan Bennett","WOL","D","118","FA","WOL 0<br/>@LIV 2 F","11.75","11.75","0%","0%","1","0","0","0","1","1","0","0","0","0","0","3","3","0","7","0","1","0"
"*04qrd*","Ivan Cavaleiro","WOL","F","257","FA","WOL 0<br/>@LIV 2 F","11.5","11.5","0%","0%","1","0","4","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0"
"*043c0*","Aaron Mooy","HUD","M","113","Connor L","HUD 1<br/>@SOU 1 F","11.5","11.5","0%","0%","1","0","4","0","2","2","2","1","0","0","1","0","1","0","1","0","0","0"
"*0327v*","Wilfried Zaha","CRY","F","33","BUK","BOU 3<br/>@CRY 5 F","11.5","11.5","0%","0%","1","0","3","1","0","0","5","0","0","0","0","0","0","2","0","0","0","0"
"*02m7w*","David Luiz","CHE","D","54","Woot","CHE 0<br/>@LEI 0 F","11.25","11.25","0%","0%","1","0","0","0","0","1","0","0","0","0","0","1","5","1","1","0","0","1"
"*02ook*","Adrian Mariappa","WAT","D","261","FA","WHU 4<br/>@WAT 1 F","11.25","11.25","0%","0%","1","0","0","0","0","1","0","0","0","0","0","1","5","0","2","0","0","1"
"*04f67*","Philip Billing","HUD","M","111","Tim O","HUD 1<br/>@SOU 1 F","11","11","0%","0%","1","0","1","0","1","3","1","1","0","0","1","3","1","2","3","0","0","0"
"*036nb*","Etienne Capoue","WAT","M","119","Tim O","WHU 4<br/>@WAT 1 F","11","11","0%","0%","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
"*04rzo*","Lucas Torreira","ARS","M","183","BUK","ARS 3<br/>@BUR 1 F","11","11","0%","0%","1","0","0","1","0","1","1","0","0","0","0","3","4","1","1","0","0","0"
"*02lp7*","Andros Townsend","CRY","M","22","Noah B","BOU 3<br/>@CRY 5 F","11","11","0%","0%","1","0","3","0","1","1","4","0","0","0","1","3","0","0","0","0","0","0"
"*02lmb*","Jonathan Hogg","HUD","M","202","FA","HUD 1<br/>@SOU 1 F","10.5","10.5","0%","0%","1","0","2","0","0","2","1","0","0","0","0","4","1","1","0","0","0","0"
"*02rll*","Nathan Redmond","SOU","M","36","Ryan R","HUD 1<br/>@SOU 1 F","10.5","10.5","0%","0%","1","0","2","0","1","0","1","0","0","0","2","0","1","2","0","0","0","1"
"*04s2t*","Jean Michael Seri","FUL","M","110","FA","NEW 4<br/>@FUL 0 F","10.5","10.5","0%","0%","1","0","5","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0"
"*03gu4*","Harry Maguire","LEI","D","94","Noah B","CHE 0<br/>@LEI 0 F","10.25","10.25","43%","+3%","1","0","1","0","1","2","0","0","0","0","0","2","1","0","4","0","1","0"
"*04e1c*","Lewis Dunk","BHA","D","128","Ryan C","MCI 4<br/>@BHA 1 F","10.25","10.25","32%","+5%","1","0","0","0","0","2","0","1","0","0","0","0","9","0","3","0","0","1"
"*02y6o*","Nathan Ake","BOU","D","114","FA","BOU 3<br/>@CRY 5 F","10.25","10.25","24%","+1%","1","0","0","0","0","1","0","0","0","0","0","0","9","0","1","0","0","1"
"*02yl5*","John Stones","MCI","D","198","John L","MCI 4<br/>@BHA 1 F","10","10","4%","0%","1","0","0","0","0","0","0","0","0","0","0","0","4","0","3","0","0","1"
"*03yq8*","Demarai Gray","LEI","M","164","FA","CHE 0<br/>@LEI 0 F","10","10","0%","0%","1","0","1","1","0","0","4","0","0","0","0","1","0","3","0","0","0","0"
"*04sav*","Felipe Anderson","WHU","M","11","Alex R","WHU 4<br/>@WAT 1 F","10","10","0%","0%","1","0","1","0","1","1","2","0","0","0","1","2","0","2","0","0","0","1"
"*04mqu*","Aymeric Laporte","MCI","D","52","Blake R","MCI 4<br/>@BHA 1 F","9.75","9.75","0%","0%","1","0","0","0","0","0","0","1","0","0","0","3","7","0","2","0","0","1"
"*04io3*","Mario Lemina","SOU","M","189","FA","HUD 1<br/>@SOU 1 F","9.5","9.5","0%","0%","1","0","1","0","0","2","1","0","0","0","0","4","2","0","2","0","0","1"
"*032ah*","Dejan Lovren","LIV","D","227","Ryan R","WOL 0<br/>@LIV 2 F","9.5","9.5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","1","6","0","9","0","1","0"
"*04qr6*","Ruben Neves","WOL","M","92","Willy B","WOL 0<br/>@LIV 2 F","9.5","9.5","0%","0%","1","0","0","0","1","2","2","0","0","0","0","4","1","1","3","0","0","0"
"*04adp*","Aaron Wan-Bissaka","CRY","D","55","Connor L","BOU 3<br/>@CRY 5 F","9.25","9.25","46%","0%","1","0","0","0","0","4","2","0","0","0","0","4","1","5","1","0","2","0"
"*02t1i*","Robert Snodgrass","WHU","M","102","FA","WHU 4<br/>@WAT 1 F","9","9","0%","0%","1","0","2","0","0","2","1","0","0","0","1","1","3","1","1","0","0","0"
"*04agz*","Declan Rice","WHU","M","138","FA","WHU 4<br/>@WAT 1 F","8.5","8.5","100%","0%","1","0","1","0","0","2","0","0","0","0","0","4","0","0","1","0","0","0"
"*03dxq*","Danny Ings","SOU","F","123","Noah B","HUD 1<br/>@SOU 1 F","8.5","8.5","0%","0%","1","0","4","0","0","0","2","0","0","0","1","0","0","0","1","0","0","1"
"*03278*","Fernandinho","MCI","M","120","Blake R","MCI 4<br/>@BHA 1 F","8.5","8.5","0%","0%","1","0","0","0","0","4","0","1","0","0","0","4","2","2","1","0","0","1"
"*03j37*","Alberto Moreno","LIV","D","428","FA","WOL 0<br/>@LIV 2 F","8.5","8.5","0%","0%","1","0","3","0","0","1","1","0","0","0","1","1","0","2","0","0","1","0"
"*04tcc*","Jonny","WOL","D","51","Ryan R","WOL 0<br/>@LIV 2 F","8.25","8.25","0%","0%","1","0","3","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","20","John L","MCI 4<br/>@BHA 1 F","8","8","94%","0%","1","0","1","0","0","0","2","0","0","0","0","4","1","2","0","0","0","1"
"*03r8i*","Steve Cook","BOU","D","95","John L","BOU 3<br/>@CRY 5 F","8","8","0%","0%","1","0","0","0","0","0","0","1","0","0","0","1","4","0","3","0","0","1"
"*03dz0*","David Junior Hoilett","CAR","F","161","FA","CAR 2<br/>@MUN 0 F","8","8","0%","0%","1","0","0","1","0","1","0","0","0","0","0","1","2","0","0","0","0","0"
"*043qy*","Lewis Cook","BOU","M","399","FA","BOU 3<br/>@CRY 5 F","7.5","7.5","12%","0%","1","0","2","0","0","1","1","0","0","0","0","0","0","2","0","0","0","1"
"*04gyl*","Benjamin Mendy","MCI","D","215","Alex R","MCI 4<br/>@BHA 1 F","7.5","7.5","0%","0%","1","0","0","0","0","0","2","0","0","0","0","1","2","0","1","0","0","1"
"*03u2b*","Adama Traore","WOL","F","187","FA","WOL 0<br/>@LIV 2 F","7","7","9%","0%","1","0","1","0","1","0","2","0","0","0","1","0","0","3","0","0","0","0"
"*02lzn*","Theo Walcott","EVE","F","117","BUK","EVE 2<br/>@TOT 2 F","7","7","0%","0%","1","0","0","0","2","0","0","0","0","0","0","2","0","1","0","0","0","0"
"*02lq4*","Shkodran Mustafi","ARS","D","88","Tim O","ARS 3<br/>@BUR 1 F","6.5","6.5","0%","0%","1","0","0","0","0","2","1","0","0","0","0","2","8","0","5","0","2","0"
"*03sin*","Kenedy","NEW","M","233","FA","NEW 4<br/>@FUL 0 F","6.5","6.5","0%","0%","1","0","1","0","0","1","2","0","0","0","0","3","1","0","1","0","0","1"
"*0327m*","Andre Schurrle","FUL","M","157","BUK","NEW 4<br/>@FUL 0 F","6.5","6.5","0%","0%","1","0","0","0","1","2","1","0","0","0","0","0","2","2","2","0","0","0"
"*02ygz*","Moussa Sissoko","TOT","M","180","FA","EVE 2<br/>@TOT 2 F","6.5","6.5","0%","0%","1","0","0","0","0","0","1","0","0","0","0","4","2","1","4","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","7","Ryan R","WOL 0<br/>@LIV 2 F","6.25","6.25","100%","0%","1","0","0","0","0","0","0","0","0","0","0","0","5","0","7","0","1","0"
"*04f62*","Chris Lowe","HUD","D","235","FA","HUD 1<br/>@SOU 1 F","6.25","6.25","0%","0%","1","0","0","0","2","5","0","0","0","0","1","1","1","1","0","0","3","0"
"*03yu2*","Abdoulaye Doucoure","WAT","M","67","John L","WHU 4<br/>@WAT 1 F","6","6","0%","0%","1","0","1","0","0","2","2","0","0","0","0","1","1","1","0","0","0","1"
"*03yxt*","Timothy Fosu-Mensah","FUL","D","425","FA","NEW 4<br/>@FUL 0 F","6","6","0%","0%","1","0","1","0","0","3","0","0","0","0","1","3","4","1","1","0","3","0"
"*03ysm*","Daniel Amartey","LEI","M","377","FA","CHE 0<br/>@LEI 0 F","5.5","5.5","0%","0%","1","0","1","0","0","2","3","0","0","0","0","2","0","0","2","0","1","0"
"*04f6a*","Laurent Depoitre","HUD","F","316","FA","HUD 1<br/>@SOU 1 F","5.5","5.5","0%","0%","1","0","1","0","0","0","2","0","0","0","0","0","0","1","7","0","0","0"
"*04fw3*","Alexandre Lacazette","ARS","F","23","Connor L","ARS 3<br/>@BUR 1 F","5.5","5.5","0%","0%","1","0","1","0","0","1","1","0","0","0","0","1","0","1","2","0","0","0"
"*02m7z*","Juan Mata","MUN","M","210","Blake R","CAR 2<br/>@MUN 0 F","5.5","5.5","0%","0%","1","0","2","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"*04u6s*","Isaac Mbenza","HUD","M","343","FA","HUD 1<br/>@SOU 1 F","5.5","5.5","0%","0%","1","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"*0327r*","Michael Keane","EVE","D","31","Tim O","EVE 2<br/>@TOT 2 F","5.25","5.25","71%","+3%","1","0","1","0","0","3","0","0","0","0","0","2","5","0","1","0","2","0"
"*03dx3*","Kieran Trippier","TOT","D","53","John L","EVE 2<br/>@TOT 2 F","5.25","5.25","36%","+2%","1","0","2","0","0","2","0","0","0","0","0","0","1","0","1","0","1","0"
"*04qrc*","Raul Jimenez","WOL","F","21","Tim O","WOL 0<br/>@LIV 2 F","5","5","86%","-5%","1","0","2","0","0","0","2","0","0","0","0","1","0","0","2","0","0","0"
"*03rxa*","Idrissa Gueye","EVE","M","98","Tim O","EVE 2<br/>@TOT 2 F","5","5","19%","-4%","1","0","1","0","0","4","0","1","0","0","0","0","2","2","0","0","0","0"
"*04qr0*","Willy Boly","WOL","D","45","Tim O","WOL 0<br/>@LIV 2 F","5","5","0%","0%","1","0","0","0","0","1","2","0","0","0","0","2","0","2","3","0","1","0"
"*04s8k*","Jorginho","CHE","M","131","Woot","CHE 0<br/>@LEI 0 F","5","5","0%","0%","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*02ope*","Olivier Giroud","CHE","F","248","BUK","CHE 0<br/>@LEI 0 F","5","5","0%","0%","1","0","1","0","1","0","1","0","0","0","0","0","1","1","1","0","0","0"
"*04e1i*","Beram Kayal","BHA","M","320","FA","MCI 4<br/>@BHA 1 F","5","5","0%","0%","1","0","0","0","0","3","1","1","0","0","0","0","4","3","3","0","0","1"
"*04fqh*","Steve Mounie","HUD","F","108","John L","HUD 1<br/>@SOU 1 F","5","5","0%","0%","1","0","1","0","0","0","1","0","0","0","0","1","0","1","3","0","0","0"
"*03eke*","Ayoze Perez","NEW","F","42","Connor L","NEW 4<br/>@FUL 0 F","5","5","0%","0%","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1"
"*03srg*","Trent Alexander-Arnold","LIV","D","18","John L","WOL 0<br/>@LIV 2 F","4.75","4.75","0%","0%","1","0","1","0","1","3","1","0","0","0","0","0","1","0","0","0","1","0"
"*04e1k*","Solly March","BHA","M","68","Ryan R","MCI 4<br/>@BHA 1 F","4.5","4.5","1%","0%","1","0","2","0","0","0","3","0","0","0","1","0","0","0","0","0","0","1"
"*03rxz*","Roberto Firmino","LIV","F","30","Blake R","WOL 0<br/>@LIV 2 F","4.5","4.5","0%","0%","1","0","1","0","0","0","1","0","0","0","0","1","0","2","0","0","0","1"
"*0328o*","Robbie Brady","BUR","M","347","FA","ARS 3<br/>@BUR 1 F","4.5","4.5","0%","0%","1","0","2","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0"
"*02opy*","Adam Lallana","LIV","M","364","FA","WOL 0<br/>@LIV 2 F","4.5","4.5","0%","0%","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"*03r8t*","Matt Ritchie","NEW","M","41","Ryan R","NEW 4<br/>@FUL 0 F","4.5","4.5","0%","0%","1","0","0","0","0","1","0","0","0","0","1","1","3","0","1","0","0","1"
"*04qqv*","Fred","MUN","M","294","FA","CAR 2<br/>@MUN 0 F","4.5","4.5","0%","0%","1","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"*02lkm*","Jonjo Shelvey","NEW","M","239","Connor L","NEW 4<br/>@FUL 0 F","4.5","4.5","0%","0%","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1"
"*04e1h*","Dale Stephens","BHA","M","179","FA","MCI 4<br/>@BHA 1 F","4.5","4.5","0%","0%","1","0","0","0","0","3","0","0","0","0","0","0","1","0","1","0","0","1"
"*04rhd*","Fabinho","LIV","M","193","Willy B","WOL 0<br/>@LIV 2 F","4.5","4.5","0%","0%","1","0","1","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0"
"*04qr8*","Diogo Jota","WOL","M","58","Blake R","WOL 0<br/>@LIV 2 F","4.5","4.5","0%","0%","1","0","0","0","1","0","1","0","0","0","0","0","0","3","0","0","0","0"
"*04qfj*","Denis Odoi","FUL","D","309","FA","NEW 4<br/>@FUL 0 F","4.25","4.25","0%","0%","1","0","1","0","0","0","0","0","0","0","0","4","9","0","2","0","3","0"
"*02oq6*","Luke Shaw","MUN","D","125","Noah B","CAR 2<br/>@MUN 0 F","4","4","54%","+3%","1","0","1","0","0","3","1","0","0","0","0","1","2","0","0","0","1","0"
"*04fyg*","Zanka","HUD","D","209","FA","HUD 1<br/>@SOU 1 F","4","4","0%","0%","1","0","0","0","0","1","0","0","0","0","0","8","4","0","0","0","3","0"
"*038zj*","Josh Murphy","CAR","M","172","FA","CAR 2<br/>@MUN 0 F","4","4","0%","0%","1","0","0","0","0","0","1","0","0","0","0","2","1","2","1","0","0","0"
"*02oqh*","Alex Pritchard","HUD","M","166","FA","HUD 1<br/>@SOU 1 F","4","4","0%","0%","1","0","0","0","1","0","2","0","0","0","0","1","0","2","0","0","0","0"
"*04u6l*","Andre Gomes","EVE","M","255","FA","EVE 2<br/>@TOT 2 F","4","4","0%","0%","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0"
"*04f6o*","Will Hughes","WAT","M","150","FA","WHU 4<br/>@WAT 1 F","3.5","3.5","2%","0%","1","0","1","0","1","0","5","0","0","0","0","0","1","1","0","0","0","1"
"*03vll*","Michail Antonio","WHU","M","56","John L","WHU 4<br/>@WAT 1 F","3.5","3.5","0%","0%","1","0","0","0","1","1","2","0","0","0","0","0","0","1","1","0","0","0"
"*02lun*","Sergio Aguero","MCI","F","15","Woot","MCI 4<br/>@BHA 1 F","3.5","3.5","0%","0%","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","1"
"*03mml*","Dele Alli","TOT","M","112","Willy B","EVE 2<br/>@TOT 2 F","3.5","3.5","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"*04ttm*","Rachid Ghezzal","LEI","M","306","FA","CHE 0<br/>@LEI 0 F","3.5","3.5","0%","0%","1","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","28","Tim O","NEW 4<br/>@FUL 0 F","3.5","3.5","0%","0%","1","0","0","0","0","1","1","1","0","0","0","1","4","0","10","0","0","0"
"*02rn6*","James Tomkins","CRY","D","121","Ryan C","BOU 3<br/>@CRY 5 F","3.5","3.5","0%","0%","1","0","1","0","0","1","0","0","0","0","0","1","2","0","3","0","2","0"
"*03dyk*","Jamie Vardy","LEI","F","25","Ryan C","CHE 0<br/>@LEI 0 F","3.5","3.5","0%","0%","1","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0"
"*04tm0*","Lucas Digne","EVE","D","9","BUK","EVE 2<br/>@TOT 2 F","3.25","3.25","60%","-3%","1","0","2","0","0","0","1","0","0","0","1","1","3","0","1","0","2","0"
"*04qos*","Issa Diop","WHU","D","147","FA","WHU 4<br/>@WAT 1 F","3.25","3.25","2%","+1%","1","0","0","0","0","1","0","0","0","0","0","2","5","0","1","0","1","0"
"*04s8j*","Erik Durm","HUD","D","301","FA","HUD 1<br/>@SOU 1 F","3.25","3.25","0%","0%","1","0","1","0","0","3","1","0","0","0","0","3","3","1","0","0","3","0"
