"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","G","KP","AT","SOT","TkW","DIS","YC","SYC","RC","ACNC","Int","CLR","CoS","AER","OG","GAD","CS"
"*02lof*","Ryan Fredericks","WHU","D","314","FA","WHU 4<br/>@WAT 1 F","70","4.67","0%","0%","15","1","3","0","2","21","2","5","0","0","4","14","40","10","21","0","16","3"
"*04qr3*","Ruben Vinagre","WOL","D","315","FA","WOL 0<br/>@LIV 2 F","69.25","4.07","0%","0%","17","0","6","0","3","9","14","1","0","0","7","14","13","13","9","0","0","1"
"*04f6a*","Laurent Depoitre","HUD","F","316","FA","HUD 1<br/>@SOU 1 F","68","2.96","0%","0%","23","0","9","1","7","4","33","1","0","0","0","2","8","3","81","0","0","0"
"*043by*","Nampalys Mendy","LEI","M","318","FA","CHE 0<br/>@LEI 0 F","67.5","2.18","0%","0%","31","0","5","1","0","19","17","5","0","0","2","27","22","16","8","0","0","7"
"*03bwz*","Harry Winks","TOT","M","319","FA","EVE 2<br/>@TOT 2 F","67.5","2.6","0%","0%","26","1","7","0","2","13","23","4","0","0","1","21","19","17","12","0","0","6"
"*04e1i*","Beram Kayal","BHA","M","320","FA","MCI 4<br/>@BHA 1 F","67","3.72","0%","0%","18","1","4","1","2","17","10","4","0","0","1","16","22","11","16","0","0","4"
"*04f64*","Jon Gorenc Stankovic","HUD","D","321","FA","HUD 1<br/>@SOU 1 F","66.75","6.07","0%","0%","11","1","2","0","2","19","1","2","0","0","0","11","17","1","22","0","7","2"
"*04u6k*","Yerry Mina","EVE","D","322","FA","EVE 2<br/>@TOT 2 F","66.25","5.1","0%","0%","13","1","3","0","1","8","2","3","0","0","0","7","49","0","39","0","13","3"
"*0477h*","Grady Diangana","WHU","M","323","FA","WHU 4<br/>@WAT 1 F","66","3.88","0%","0%","17","0","12","1","3","9","19","0","0","0","2","2","4","21","7","0","0","2"
"*04civ*","Scott McTominay","MUN","M","324","FA","CAR 2<br/>@MUN 0 F","65.5","4.09","0%","0%","16","2","1","0","6","9","8","1","0","0","0","14","15","1","31","0","5","1"
"*03zsq*","Kyle Walker-Peters","TOT","D","325","FA","EVE 2<br/>@TOT 2 F","63.5","10.58","8%","-5%","6","0","7","3","0","4","3","1","0","0","4","5","4","9","3","0","4","2"
"*02loq*","Aaron Lennon","BUR","M","326","FA","ARS 3<br/>@BUR 1 F","62.5","3.91","0%","0%","16","1","7","1","2","17","11","1","0","0","3","8","12","6","2","0","0","3"
"*04qf0*","Lee Peltier","CAR","D","327","FA","CAR 2<br/>@MUN 0 F","61.25","3.06","0%","0%","20","0","2","0","1","25","2","4","0","0","3","17","53","2","30","0","26","5"
"*02oq4*","Morgan Schneiderlin","EVE","M","328","FA","EVE 2<br/>@TOT 2 F","60.5","4.32","0%","0%","14","0","8","1","0","16","6","2","0","0","1","15","16","1","19","0","0","5"
"*03m5e*","Jonjoe Kenny","EVE","D","329","FA","EVE 2<br/>@TOT 2 F","59","5.9","0%","0%","10","0","6","1","0","15","9","1","0","0","4","16","30","5","23","0","15","1"
"*04t92*","Alireza Jahanbakhsh","BHA","F","330","FA","MCI 4<br/>@BHA 1 F","58","3.05","0%","0%","19","0","5","0","6","19","20","2","0","0","4","11","3","13","10","0","0","5"
"*02m5c*","Phil Bardsley","BUR","D","331","FA","ARS 3<br/>@BUR 1 F","57","3","0%","0%","19","0","7","0","1","20","6","9","0","0","10","27","64","4","33","1","27","4"
"*047j4*","Lucas Perez","WHU","F","332","FA","WHU 4<br/>@WAT 1 F","56.5","3.77","0%","0%","15","3","8","0","3","3","8","0","0","0","1","2","3","4","3","0","0","0"
"*04ug0*","Sean Longstaff","NEW","M","334","FA","NEW 4<br/>@FUL 0 F","56","6.22","12%","0%","9","1","5","1","2","13","6","2","0","0","2","8","6","6","8","0","0","3"
"*03sd5*","Manuel Lanzini","WHU","M","333","Laeka B","WHU 4<br/>@WAT 1 F","56","5.6","0%","0%","10","1","5","2","4","6","12","2","0","0","1","7","7","12","2","0","0","2"
"*03pie*","Divock Origi","LIV","F","335","FA","WOL 0<br/>@LIV 2 F","56","4.67","0%","0%","12","3","3","1","6","1","10","0","0","0","0","1","1","6","4","0","0","3"
"*02m89*","Daniel Sturridge","LIV","F","336","Blake R","WOL 0<br/>@LIV 2 F","56","3.11","0%","0%","18","2","8","1","6","2","11","1","0","0","1","2","1","6","3","0","0","2"
"*04abb*","Phil Foden","MCI","M","338","FA","MCI 4<br/>@BHA 1 F","55.5","4.27","97%","+5%","13","1","8","0","6","6","5","0","0","0","1","3","1","8","2","0","0","2"
"*04e1a*","Gaetan Bong","BHA","D","337","FA","MCI 4<br/>@BHA 1 F","55.5","2.52","0%","0%","22","0","9","0","0","10","16","0","0","0","8","23","46","8","23","0","34","5"
"*04e19*","Bruno","BHA","D","339","FA","MCI 4<br/>@BHA 1 F","55.5","3.96","0%","0%","14","0","6","1","0","17","2","2","0","0","5","10","26","4","10","0","17","4"
"*04mi4*","Callum Hudson-Odoi","CHE","F","340","Alex R","CHE 0<br/>@LEI 0 F","54","5.4","51%","-2%","10","0","9","1","3","6","8","0","0","0","6","3","0","12","2","0","0","2"
"*03r9e*","Joselu","NEW","F","341","FA","NEW 4<br/>@FUL 0 F","54","3.38","0%","0%","16","2","2","0","5","8","17","1","0","0","0","3","14","3","39","0","0","1"
"*02on3*","Matthew Lowton","BUR","D","342","FA","ARS 3<br/>@BUR 1 F","53.75","2.56","0%","0%","21","0","9","0","1","33","11","7","0","0","8","25","73","9","25","0","41","4"
"*04u6s*","Isaac Mbenza","HUD","M","343","FA","HUD 1<br/>@SOU 1 F","53.5","2.43","0%","0%","22","1","7","1","5","7","11","1","0","0","5","5","4","5","2","0","0","0"
"*040ah*","Tom Davies","EVE","M","344","FA","EVE 2<br/>@TOT 2 F","53","3.31","0%","0%","16","0","5","0","2","16","8","3","0","0","0","16","9","14","8","0","0","2"
"*04qez*","Florin Andone","BHA","F","345","FA","MCI 4<br/>@BHA 1 F","51","2.22","0%","0%","23","3","2","0","8","3","34","5","0","0","2","3","12","9","38","0","0","2"
"*04ylt*","Chris Mepham","BOU","D","346","FA","BOU 3<br/>@CRY 5 F","50.75","3.9","0%","0%","13","0","2","1","0","3","2","1","0","0","0","15","55","3","30","0","17","2"
"*04qr9*","Morgan Gibbs-White","WOL","M","349","FA","WOL 0<br/>@LIV 2 F","50.5","1.94","99%","0%","26","0","11","1","1","4","15","1","0","0","2","2","2","13","12","0","0","4"
"*0328o*","Robbie Brady","BUR","M","347","FA","ARS 3<br/>@BUR 1 F","50.5","3.16","0%","0%","16","0","14","1","2","7","10","3","0","1","5","8","14","7","11","0","0","1"
"*02lm3*","Fabian Delph","MCI","M","348","FA","MCI 4<br/>@BHA 1 F","50.5","4.59","0%","0%","11","0","3","1","3","13","3","1","0","1","3","13","17","8","8","0","9","3"
"*04qfb*","Danny Ward","CAR","F","350","FA","CAR 2<br/>@MUN 0 F","49.5","3.54","0%","0%","14","1","7","0","6","1","4","0","0","0","0","0","9","0","31","0","0","0"
"*04itp*","Jose Izquierdo","BHA","F","351","FA","MCI 4<br/>@BHA 1 F","49","3.27","0%","0%","15","0","6","2","3","9","13","1","0","0","1","4","7","13","3","0","0","3"
"*03yu3*","Oumar Niasse","EVE/CAR","F","352","FA","CAR 2<br/>@MUN 0 F","49","2.72","0%","0%","18","0","6","0","7","2","44","0","0","0","0","2","7","21","40","0","0","5"
"*02lzx*","Scott Dann","CRY","D","353","FA","BOU 3<br/>@CRY 5 F","48.75","4.88","0%","0%","10","0","2","1","1","1","1","1","0","0","0","5","45","3","26","0","10","2"
"*04qfw*","Floyd Ayite","FUL","F","354","FA","NEW 4<br/>@FUL 0 F","48.5","3.03","0%","0%","16","1","9","0","1","6","13","0","0","0","1","7","2","8","8","0","0","0"
"*04lax*","Hamza Choudhury","LEI","M","356","FA","CHE 0<br/>@LEI 0 F","47.5","5.28","0%","0%","9","0","5","0","2","10","2","0","0","0","1","15","11","2","5","0","0","4"
"*02lk9*","Martin Kelly","CRY","D","357","FA","BOU 3<br/>@CRY 5 F","47.5","3.65","0%","0%","13","0","1","0","1","12","1","2","0","0","1","11","88","0","37","1","21","3"
"*03281*","Kadeem Harris","CAR","M","358","FA","CAR 2<br/>@MUN 0 F","46.5","3.58","0%","0%","13","1","6","1","3","6","8","1","0","0","4","2","5","6","3","0","0","1"
"*03fgo*","Dominic Solanke","LIV/BOU","F","360","FA","BOU 3<br/>@CRY 5 F","46","4.6","62%","-4%","10","0","8","1","3","3","9","0","0","0","0","2","8","10","15","0","0","0"
"*04rim*","Adam Masina","WAT","D","359","FA","WHU 4<br/>@WAT 1 F","46","3.29","0%","0%","14","0","3","1","0","18","2","5","0","0","3","15","36","8","23","0","20","2"
"*02m3z*","Andrew Surman","BOU","M","361","FA","BOU 3<br/>@CRY 5 F","44.5","2.47","0%","0%","18","0","10","0","1","5","4","2","0","0","1","8","32","3","19","0","0","4"
"*03dxa*","Kevin Long","BUR","D","362","FA","ARS 3<br/>@BUR 1 F","43.75","7.29","0%","0%","6","0","1","1","0","10","1","0","0","0","0","6","37","1","20","0","9","1"
"*02lzp*","Jack Wilshere","WHU","M","363","FA","WHU 4<br/>@WAT 1 F","43.5","5.44","0%","0%","8","0","5","2","1","3","8","2","0","0","0","6","0","18","3","0","0","1"
"*02opy*","Adam Lallana","LIV","M","364","FA","WOL 0<br/>@LIV 2 F","43","3.31","0%","0%","13","0","9","0","2","10","11","1","0","0","0","3","1","9","9","0","0","3"
"*032ai*","Victor Wanyama","TOT","M","365","FA","EVE 2<br/>@TOT 2 F","42.5","3.27","0%","0%","13","1","2","0","2","11","4","2","0","0","1","7","8","5","13","0","0","3"
"*03jly*","Andreas Pereira","MUN","M","366","FA","CAR 2<br/>@MUN 0 F","42","2.8","7%","0%","15","1","9","1","2","7","15","5","0","0","2","9","8","7","3","0","0","1"
"*02ljr*","Conor Coady","WOL","D","367","FA","WOL 0<br/>@LIV 2 F","40.5","1.07","0%","0%","38","0","2","0","0","18","4","5","0","0","0","31","126","3","35","3","46","9"
"*02lpz*","Phil Jagielka","EVE","D","368","FA","EVE 2<br/>@TOT 2 F","40.5","5.79","0%","0%","7","1","2","0","1","4","0","0","0","1","0","2","14","0","14","0","2","2"
"*04f6b*","Elias Kachunga","HUD","F","369","FA","HUD 1<br/>@SOU 1 F","40.5","2.02","0%","0%","20","0","5","0","3","10","20","2","0","0","5","4","9","10","23","0","0","1"
"*0436h*","Lys Mousset","BOU","F","370","FA","BOU 3<br/>@CRY 5 F","40.5","1.69","0%","0%","24","1","4","0","7","0","4","1","0","0","0","1","2","9","9","0","0","0"
"*02lnv*","Antonio Valencia","MUN","D","371","Ryan R","CAR 2<br/>@MUN 0 F","39","6.5","0%","0%","6","0","7","0","0","6","1","2","0","0","5","5","6","3","3","0","2","2"
"*02ljq*","Andy Carroll","WHU","F","372","FA","WHU 4<br/>@WAT 1 F","38.5","3.21","0%","0%","12","0","4","0","6","2","9","2","0","0","0","1","9","3","46","0","0","0"
"*04toy*","Yoshinori Muto","NEW","F","373","FA","NEW 4<br/>@FUL 0 F","38","2.24","0%","0%","17","1","5","0","3","4","12","1","0","0","0","5","3","8","10","0","0","1"
"*02m6x*","Tim Ream","FUL","D","374","FA","NEW 4<br/>@FUL 0 F","38","1.46","0%","0%","26","0","3","0","0","14","5","1","0","0","0","22","78","6","44","0","49","5"
"*044nm*","Rob Holding","ARS","D","375","FA","ARS 3<br/>@BUR 1 F","37.5","3.75","0%","0%","10","0","2","0","0","8","2","1","0","0","0","10","38","3","21","0","10","1"
"*02lnx*","Danny Welbeck","ARS","F","376","FA","ARS 3<br/>@BUR 1 F","37","4.62","89%","+1%","8","1","5","1","2","3","3","0","0","0","0","1","1","2","7","0","0","0"
"*03ysm*","Daniel Amartey","LEI","M","377","FA","CHE 0<br/>@LEI 0 F","35","3.89","0%","0%","9","0","3","0","1","12","4","2","0","0","0","14","26","1","14","0","9","1"
"*030v5*","Andreas Christensen","CHE","D","378","FA","CHE 0<br/>@LEI 0 F","35","4.38","0%","0%","8","0","0","0","0","5","0","1","0","0","0","4","24","1","18","0","7","3"
"*02t1k*","Nathaniel Clyne","LIV/BOU","D","379","FA","BOU 3<br/>@CRY 5 F","34.75","1.93","1%","0%","18","0","4","1","1","21","11","2","0","0","4","19","29","4","7","0","26","3"
"*04mqv*","Emerson","CHE","D","380","FA","CHE 0<br/>@LEI 0 F","34.25","3.42","0%","0%","10","0","5","0","1","10","9","0","0","0","3","6","7","11","5","0","11","2"
"*0328f*","Leandro Bacuna","AVL/CAR","D,M","381","FA","CAR 2<br/>@MUN 0 F","34","3.09","0%","0%","11","0","1","1","1","9","5","2","0","0","1","13","10","5","7","0","5","1"
"*04s1e*","Andriy Yarmolenko","WHU","F","382","FA","WHU 4<br/>@WAT 1 F","33.5","3.72","0%","0%","9","2","5","1","3","1","12","2","0","0","0","1","3","2","3","0","0","1"
"*04t3u*","Diego Rico","BOU","D","383","FA","BOU 3<br/>@CRY 5 F","32","2.67","0%","0%","12","0","11","0","0","9","5","1","0","0","6","12","18","3","7","0","13","0"
"*0452r*","Domingos Quina","WAT","M","384","FA","WHU 4<br/>@WAT 1 F","30.5","3.81","0%","0%","8","1","2","0","1","7","5","0","0","0","1","4","1","5","2","0","0","0"
"*04rhb*","Leon Balogun","BHA","D","385","FA","MCI 4<br/>@BHA 1 F","29.25","3.66","0%","0%","8","1","0","0","1","6","2","2","0","0","0","15","33","1","14","0","10","0"
"*02lva*","Samir Nasri","MCI/WHU","M","386","Ryan C","WHU 4<br/>@WAT 1 F","28.5","5.7","0%","0%","5","0","6","2","0","0","1","0","0","0","1","1","1","2","0","0","0","1"
"*02lmz*","Tom Cleverley","WAT","M","388","FA","WHU 4<br/>@WAT 1 F","28","2.15","0%","0%","13","1","1","0","2","9","4","2","0","0","1","4","9","2","4","0","0","3"
"*04mmx*","Michael Obafemi","SOU","F","389","FA","HUD 1<br/>@SOU 1 F","27","4.5","0%","0%","6","1","2","1","3","1","2","1","0","0","1","1","0","3","0","0","0","0"
"*0329y*","Joel Ward","CRY","D","391","FA","BOU 3<br/>@CRY 5 F","26.75","3.82","0%","0%","7","1","2","0","1","7","4","1","0","0","0","10","31","1","18","0","14","0"
"*04sq0*","Adama Diakhaby","HUD","F","392","FA","HUD 1<br/>@SOU 1 F","26.5","2.21","0%","0%","12","0","5","1","3","3","24","1","0","0","2","1","1","11","5","0","0","1"
"*047j7*","Alfie Mawson","FUL","D","393","FA","NEW 4<br/>@FUL 0 F","26.25","1.75","0%","0%","15","0","2","0","1","8","2","2","0","0","0","19","61","0","31","0","26","1"
"*03632*","Matej Vydra","BUR","F","394","FA","ARS 3<br/>@BUR 1 F","25.5","1.96","0%","0%","13","1","2","1","3","1","8","1","0","0","0","1","6","3","5","0","0","1"
"*03rxv*","Matteo Darmian","MUN","D","395","FA","CAR 2<br/>@MUN 0 F","25","4.17","0%","0%","6","0","2","0","1","9","2","0","0","0","1","7","20","1","3","0","6","1"
"*03rxy*","Shinji Okazaki","LEI","F","396","FA","CHE 0<br/>@LEI 0 F","25","1.19","0%","0%","21","0","1","1","4","5","8","0","0","0","0","2","1","2","8","0","0","0"
"*0435u*","Eric Bailly","MUN","D","398","FA","CAR 2<br/>@MUN 0 F","21.5","1.79","0%","0%","12","0","0","0","1","7","1","0","0","1","0","14","36","4","13","0","13","1"
"*043qy*","Lewis Cook","BOU","M","399","FA","BOU 3<br/>@CRY 5 F","21","1.62","12%","0%","13","0","2","0","0","7","9","2","0","0","0","7","8","8","5","0","0","3"
"*04u6q*","Caglar Soyuncu","LEI","D","400","FA","CHE 0<br/>@LEI 0 F","21","3.5","0%","0%","6","0","0","0","0","2","1","1","0","0","1","6","22","2","16","0","4","0"
"*03yrr*","Mohamed Elneny","ARS","M","402","FA","ARS 3<br/>@BUR 1 F","19","2.38","0%","0%","8","0","5","0","0","4","2","0","0","0","1","2","8","2","2","0","0","0"
"*02lub*","Danny Simpson","LEI","D","403","FA","CHE 0<br/>@LEI 0 F","18.75","3.12","0%","0%","6","0","1","0","0","3","2","0","0","0","0","6","15","0","7","0","4","1"
"*04spy*","Mason Greenwood","MUN","F","404","FA","CAR 2<br/>@MUN 0 F","18.5","6.17","0%","0%","3","0","3","0","4","3","3","0","0","0","0","0","1","3","0","0","0","0"
"*02m65*","Connor Wickham","CRY","F","405","FA","BOU 3<br/>@CRY 5 F","18.5","3.08","0%","0%","6","0","4","1","1","0","2","0","0","0","0","0","2","0","7","0","0","0"
"*04kjf*","Davide Zappacosta","CHE","D","406","FA","CHE 0<br/>@LEI 0 F","18","4.5","0%","0%","4","0","1","0","1","0","2","0","0","0","0","3","4","2","3","0","0","1"
"*03rle*","Christian Fuchs","LEI","D","407","FA","CHE 0<br/>@LEI 0 F","17.75","5.92","0%","0%","3","0","6","0","0","3","2","0","0","0","3","4","7","1","4","0","5","0"
"*02lxu*","Jason Puncheon","CRY/HUD","M","408","FA","HUD 1<br/>@SOU 1 F","17","1.55","0%","0%","11","0","5","0","0","5","14","1","0","0","0","4","8","4","6","0","0","1"
"*046pe*","Steven Defour","BUR","M","410","FA","ARS 3<br/>@BUR 1 F","15.5","2.58","0%","0%","6","0","2","0","0","4","1","0","0","0","0","7","6","1","0","0","0","0"
"*02lo9*","Peter Crouch","STK/BUR","F","411","FA","ARS 3<br/>@BUR 1 F","15","2.5","0%","0%","6","0","0","1","1","1","0","1","0","0","0","0","2","0","18","0","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","412","FA","ARS 3<br/>@BUR 1 F","14.5","2.9","3%","0%","5","1","1","0","1","1","3","0","0","0","0","0","1","2","0","0","0","0"
"*03yti*","Jack Simpson","BOU","D","413","FA","BOU 3<br/>@CRY 5 F","14.25","2.38","0%","0%","6","0","0","0","1","5","1","0","0","0","0","10","23","0","13","1","9","1"
"*04t95*","Oliver Skipp","TOT","M","415","FA","EVE 2<br/>@TOT 2 F","13.5","1.69","0%","0%","8","0","1","0","0","3","2","0","0","0","0","1","6","2","9","0","0","2"
"*02lpe*","Leighton Baines","EVE","D","416","FA","EVE 2<br/>@TOT 2 F","13.25","2.21","0%","0%","6","0","4","0","1","6","1","0","0","0","1","4","7","1","2","0","6","0"
"*0436g*","Havard Nordtveit","WHU/FUL","D,M","417","FA","NEW 4<br/>@FUL 0 F","12.75","2.55","0%","0%","5","0","3","1","0","4","0","0","0","0","0","6","15","1","4","0","10","0"
"*03iy2*","Carlos Sanchez","WHU","M","418","FA","WHU 4<br/>@WAT 1 F","12.5","1.79","0%","0%","7","0","2","0","0","4","2","0","0","0","0","1","4","4","1","0","0","0"
"*04qfn*","Kevin McDonald","FUL","M","419","FA","NEW 4<br/>@FUL 0 F","11.5","0.77","0%","0%","15","0","4","0","0","11","5","4","1","1","0","9","19","0","18","0","0","0"
"*02m1z*","Stephen Ward","BUR","D","422","FA","ARS 3<br/>@BUR 1 F","10.25","3.42","0%","0%","3","0","1","0","1","2","0","1","0","0","0","3","13","2","5","0","6","1"
"*04a77*","Josh Sims","SOU","M","424","FA","HUD 1<br/>@SOU 1 F","10","1.43","0%","0%","7","0","1","1","1","0","9","0","0","0","0","1","1","3","1","0","0","0"
"*03yxt*","Timothy Fosu-Mensah","FUL","D","425","FA","NEW 4<br/>@FUL 0 F","8.5","0.71","0%","0%","12","0","6","0","1","8","6","3","0","0","3","12","26","10","6","1","18","1"
"*04rh8*","Stephan Lichtsteiner","ARS","D","426","FA","ARS 3<br/>@BUR 1 F","8.25","0.59","0%","0%","14","0","3","0","0","9","11","3","0","0","1","8","23","4","19","0","18","1"
"*04ml6*","Konstantinos Mavropanos","ARS","D","427","FA","ARS 3<br/>@BUR 1 F","7.5","1.88","50%","-8%","4","0","1","0","0","0","0","1","0","0","0","5","6","2","2","0","1","0"
"*03j37*","Alberto Moreno","LIV","D","428","FA","WOL 0<br/>@LIV 2 F","7.5","3.75","0%","0%","2","0","3","0","0","2","1","0","0","0","1","1","0","2","0","0","2","0"
"*02lz9*","Alex Oxlade-Chamberlain","LIV","M","429","FA","WOL 0<br/>@LIV 2 F","7","3.5","0%","0%","2","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0"
"*02m7d*","Nathaniel Chalobah","WAT","M","430","FA","WHU 4<br/>@WAT 1 F","6.5","0.72","0%","0%","9","0","1","0","1","2","3","2","0","0","1","5","7","0","4","0","0","0"
"*04360*","Ben Gibson","BUR","D","431","FA","ARS 3<br/>@BUR 1 F","6.5","6.5","0%","0%","1","1","0","0","1","1","0","1","0","0","0","0","2","0","2","0","3","0"
"*04qfo*","Neeskens Kebano","FUL","M","432","FA","NEW 4<br/>@FUL 0 F","6.5","0.93","0%","0%","7","0","0","0","0","1","3","0","0","0","1","0","3","4","4","0","0","0"
"*04yio*","Callum Slattery","SOU","M","433","FA","HUD 1<br/>@SOU 1 F","6","2","0%","0%","3","0","0","0","0","3","3","0","0","0","0","2","1","1","3","0","0","0"
"*02lvq*","Denis Suarez","MCI/ARS","M","434","FA","ARS 3<br/>@BUR 1 F","5.5","1.38","0%","0%","4","0","0","0","0","1","1","0","0","0","0","1","0","4","0","0","0","0"
"*043r0*","Vincent Janssen","TOT","F","435","FA","EVE 2<br/>@TOT 2 F","5","1.67","0%","0%","3","0","0","0","1","1","1","0","0","0","0","0","1","1","3","0","0","0"
"*04qfu*","Ibrahima Cisse","FUL","M","436","FA","NEW 4<br/>@FUL 0 F","4.5","1.5","0%","0%","3","0","0","0","0","0","0","0","0","0","0","3","5","1","1","0","0","0"
"*02lux*","Greg Cunningham","CAR","D","437","FA","CAR 2<br/>@MUN 0 F","4.5","0.64","0%","0%","7","0","5","0","1","8","1","3","0","0","2","14","12","0","3","0","17","1"
"*03wpc*","Sam Surridge","BOU","F","438","FA","BOU 3<br/>@CRY 5 F","4","2","0%","0%","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sd4*","Miguel Britos","WAT","D","440","FA","WHU 4<br/>@WAT 1 F","2.5","0.83","0%","0%","3","0","0","0","0","2","0","0","0","0","0","3","10","0","5","0","5","0"
"*04spx*","Tahith Chong","MUN","M","441","FA","CAR 2<br/>@MUN 0 F","2.5","1.25","0%","0%","2","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0"
"*038zg*","Rhys Healey","CAR","F","442","FA","CAR 2<br/>@MUN 0 F","2.5","0.83","0%","0%","3","0","1","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0"
"*0435n*","Emerson Hyndman","BOU","M","443","W <small>(Tue)</small>","BOU 3<br/>@CRY 5 F","2.5","2.5","0%","0%","1","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","FUL","M","446","FA","NEW 4<br/>@FUL 0 F","2","1","8%","0%","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ybk*","Xande Silva","WHU","F","445","FA","WHU 4<br/>@WAT 1 F","2","2","0%","0%","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"*03ffh*","Lazar Markovic","LIV/FUL","M","447","FA","NEW 4<br/>@FUL 0 F","2","2","0%","0%","1","0","1","0","0","0","2","0","0","0","0","0","2","1","0","0","0","0"
"*02llb*","James McCarthy","EVE","M","448","FA","EVE 2<br/>@TOT 2 F","2","2","0%","0%","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"*04k4k*","Abdelhamid Sabiri","HUD","M","449","FA","HUD 1<br/>@SOU 1 F","2","1","0%","0%","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"*04d9r*","Angel Gomes","MUN","M","450","FA","CAR 2<br/>@MUN 0 F","1.5","0.75","2%","0%","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"*02lyw*","Carl Jenkinson","ARS","D","451","FA","ARS 3<br/>@BUR 1 F","1.5","0.5","0%","0%","3","0","1","0","0","2","4","0","0","0","0","0","2","0","1","0","1","0"
"*02m6a*","Gary Cahill","CHE","D","452","FA","CHE 0<br/>@LEI 0 F","1.25","0.62","0%","0%","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"*04ge6*","Joe Willock","ARS","M","454","FA","ARS 3<br/>@BUR 1 F","1","0.5","2%","-1%","2","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1"
"*04mcg*","Ben Johnson","WHU","M","453","FA","WHU 4<br/>@WAT 1 F","1","1","0%","0%","1","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1","0"
"*044w6*","Luke Amos","TOT","M","455","FA","EVE 2<br/>@TOT 2 F","0.5","0.5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"*04qf7*","Loic Damour","CAR","M","456","FA","CAR 2<br/>@MUN 0 F","0.5","0.25","0%","0%","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"*039yt*","Sam Gallagher","SOU","F","457","FA","HUD 1<br/>@SOU 1 F","0.5","0.12","0%","0%","4","0","0","0","0","0","2","0","0","0","0","0","1","0","3","0","0","0"
"*04qna*","Marc Navarro","WAT","D","458","FA","WHU 4<br/>@WAT 1 F","0.5","0.25","0%","0%","2","0","0","0","0","2","0","0","0","0","1","0","2","1","0","0","2","0"
"*04h88*","Demeaco Duhaney","MCI/HUD","D","459","FA","HUD 1<br/>@SOU 1 F","0.25","0.25","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*02lvp*","Tommy Smith","HUD","D","461","FA","HUD 1<br/>@SOU 1 F","0.25","0.02","0%","0%","15","0","7","0","0","13","3","2","0","1","5","17","27","3","14","0","35","2"
"*04y92*","Bukayo Saka","ARS","F","552","FA","ARS 3<br/>@BUR 1 F","0","0","100%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050jq*","Marc Guehi","CHE","D","500","W <small>(Tue)</small>","CHE 0<br/>@LEI 0 F","0","0","98%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsb*","Viktor Gyokeres","BHA","F","501","FA","MCI 4<br/>@BHA 1 F","0","0","96%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spw*","James Garner","MUN","M","493","FA","CAR 2<br/>@MUN 0 F","0","0","84%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lsa*","Dan Burn","BHA","D","473","FA","MCI 4<br/>@BHA 1 F","0","0","75%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mup*","Trevoh Chalobah","CHE","D","476","W <small>(Tue)</small>","CHE 0<br/>@LEI 0 F","0","0","60%","-7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lav*","Ethan Ampadu","CHE","D","463","FA","CHE 0<br/>@LEI 0 F","0","0","58%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yey*","Max Kilman","WOL","D","517","FA","WOL 0<br/>@LIV 2 F","0","0","19%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04o82*","Curtis Jones","LIV","M","515","FA","WOL 0<br/>@LIV 2 F","0","0","19%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfq*","Matt O'Riley","FUL","M","536","FA","NEW 4<br/>@FUL 0 F","0","0","15%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
