"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*0642l*","Casemiro","MUN","M","76","thomas","FUL 1<br/>@MUN 2 F","6","6","82%","0%","1","1","90","0","0","0","0","0","0","0","2","0","0","4","1","0","0","1","0","1","0","0","2","0","0","0","0","90"
"*0329y*","Joel Ward","CRY","D","150","thomas","NOT 1<br/>@CRY 1 F","6","6","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","2","0","0","1","0","0","0","0","90"
"*04qos*","Issa Diop","WHU/FUL","D","193","FA","FUL 1<br/>@MUN 2 F","5.75","5.75","2%","+1%","1","1","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","5","0","0","2","0","0","0","1","0"
"*05a6d*","Tariq Lamptey","BHA","D","396","FA","BHA 1<br/>@AVL 2 F","5.75","5.75","0%","0%","1","1","90","0","0","0","1","0","0","0","2","0","0","2","0","0","1","2","1","0","0","2","0","0","0","0","4","0"
"*05gcq*","Daniel Podence","WOL","F","134","FA","WOL 0<br/>@ARS 5 F","5.75","5.75","0%","0%","1","1","80","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
"*05mxb*","Hakim Ziyech","CHE","M","295","FA","NEW 1<br/>@CHE 1 F","5.75","5.75","0%","0%","1","0","17","0","0","0","1","0","0","0","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"*02lpu*","Adam Forshaw","LEE","M","400","FA","TOT 4<br/>@LEE 1 F","5.75","5.75","0%","0%","1","1","45","0","0","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","45"
"*04xjr*","Harvey Elliott","LIV","M","194","FA","LIV 4<br/>@SOU 4 F","5.5","5.5","8%","0%","1","1","85","0","0","0","1","0","0","0","2","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*03ena*","Aaron Cresswell","WHU","D","139","RyRob","WHU 1<br/>@LEI 2 F","5.5","5.5","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","3","0","0","1","0","0","0","2","0"
"*051ki*","Ben Godfrey","EVE","D","380","FA","BOU 0<br/>@EVE 1 F","5.5","5.5","0%","0%","1","1","88","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","1","0","0","0","1","0"
"*02lz9*","Alex Oxlade-Chamberlain","LIV","M","414","FA","LIV 4<br/>@SOU 4 F","5.5","5.5","0%","0%","1","1","61","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","0","1","2","1","0","0","0","0","1","0"
"*04e1c*","Lewis Dunk","BHA","D","131","FA","BHA 1<br/>@AVL 2 F","5.25","5.25","32%","+5%","1","1","90","0","0","0","0","1","0","0","0","0","0","2","0","0","0","2","1","0","0","1","2","0","0","0","4","0"
"*061xw*","Joe Worrall","NOT","D","202","FA","NOT 1<br/>@CRY 1 F","5.25","5.25","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","1","2","0","0","0","1","0"
"*02vlk*","Cesar Azpilicueta","CHE","D","249","FA","NEW 1<br/>@CHE 1 F","5.25","5.25","0%","0%","1","1","90","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","2","0","2","3","0","0","0","1","0"
"*03ekk*","Diego Costa","CHE/WOL","F","378","FA","WOL 0<br/>@ARS 5 F","5.25","5.25","0%","0%","1","1","45","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0"
"*05trk*","Saman Ghoddos","BRF","F","443","FA","MCI 0<br/>@BRF 1 F","5.25","5.25","0%","0%","1","0","22","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","22"
"*02lol*","Harry Kane","TOT","F","1","DDT","TOT 4<br/>@LEE 1 F","5.25","5.25","0%","0%","1","1","90","0","0","0","0","0","1","0","1","0","1","4","0","0","0","0","0","1","0","0","1","0","0","0","2","0"
"*04qr6*","Ruben Neves","WOL","M","43","DF","WOL 0<br/>@ARS 5 F","5.25","5.25","0%","0%","1","1","90","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","0","1","0"
"*0435m*","Granit Xhaka","ARS","M","37","KFFC","WOL 0<br/>@ARS 5 F","5","5","80%","+1%","1","1","90","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","0","0","2","0"
"*04mqv*","Emerson","CHE/WHU","D","290","FA","WHU 1<br/>@LEI 2 F","5","5","0%","0%","1","1","63","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","2","0","0","0","2","0"
"*056iw*","Allan Saint-Maximin","NEW","M","156","thomas","NEW 1<br/>@CHE 1 F","4.78","4.78","0%","0%","1","0","25","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","25"
"*04e1e*","Ben White","ARS","D","75","DF","WOL 0<br/>@ARS 5 F","4.75","4.75","70%","-1%","1","1","59","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0"
"*04abn*","Harvey Barnes","LEI","M","65","Noah B","WHU 1<br/>@LEI 2 F","4.75","4.75","69%","+9%","1","1","90","0","0","0","0","0","1","0","0","0","1","2","0","0","0","1","0","0","1","0","0","0","0","0","2","0"
"*04sft*","Yves Bissouma","TOT","M","379","FA","TOT 4<br/>@LEE 1 F","4.75","4.75","2%","0%","1","1","79","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","0","0","2","0"
"*03rxb*","Angelo Ogbonna","WHU","D","302","FA","WHU 1<br/>@LEI 2 F","4.75","4.75","0%","0%","1","1","90","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","1","3","0","0","3","0","0","0","2","0"
"*03rzp*","Antonee Robinson","FUL","D","73","Noah B","FUL 1<br/>@MUN 2 F","4.5","4.5","72%","+7%","1","1","90","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","1","1","0","0","0","1","0"
"*02m5b*","Chris Wood","NEW/NOT","F","348","FA","NOT 1<br/>@CRY 1 F","4.5","4.5","63%","-7%","1","1","63","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","63"
"*064a0*","Wilfried Gnonto","LEE","F","210","FA","TOT 4<br/>@LEE 1 F","4.5","4.5","13%","0%","1","1","69","0","0","0","1","0","0","0","1","0","0","2","1","0","0","1","0","0","1","0","0","0","0","0","0","69"
"*02lk5*","Jordan Henderson","LIV","M","169","AUTO REL","LIV 4<br/>@SOU 4 F","4.5","4.5","5%","0%","1","1","90","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*05os9*","Thomas Partey","ARS","M","110","RK U8","WOL 0<br/>@ARS 5 F","4.5","4.5","0%","0%","1","1","73","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0"
"*05n5p*","Mohammed Salisu","SOU","D","186","FA","LIV 4<br/>@SOU 4 F","4.5","4.5","0%","0%","1","1","88","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","2","0","0","3","0","0","0","2","0"
"*02lm7*","Jack Grealish","MCI","M","39","011","MCI 0<br/>@BRF 1 F","4.25","4.25","33%","-1%","1","1","86","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*05w7t*","Pape Sarr","TOT","M","419","FA","TOT 4<br/>@LEE 1 F","4.25","4.25","16%","0%","1","0","9","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"*03u2b*","Adama Traore","WOL","F","157","YUM","WOL 0<br/>@ARS 5 F","4.25","4.25","9%","0%","1","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","2","0","0","0","1","0"
"*0649i*","Antony","MUN","F","143","YUM","FUL 1<br/>@MUN 2 F","4.25","4.25","0%","0%","1","1","88","0","0","0","0","0","2","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","88"
"*05vys*","Lyanco","SOU","D","261","FA","LIV 4<br/>@SOU 4 F","4.25","4.25","0%","0%","1","1","90","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","5","0","0","0","0","0","0","2","0"
"*04ge6*","Joe Willock","NEW","M","54","DDT","NEW 1<br/>@CHE 1 F","4.2","4.2","2%","-1%","1","1","63","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","63"
"*05tre*","Vitaly Janelt","BRF","M","151","FA","MCI 0<br/>@BRF 1 F","4.08","4.08","10%","+1%","1","0","30","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","30"
"*0649j*","Manuel Akanji","MCI","D","226","AUTO REL","MCI 0<br/>@BRF 1 F","4","4","2%","0%","1","1","90","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","1","0"
"*05w9q*","Odsonne Edouard","CRY","F","219","Noah B","NOT 1<br/>@CRY 1 F","4","4","0%","0%","1","0","15","0","0","0","0","0","1","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","15"
"*02ljr*","Conor Coady","WOL/EVE","D","257","FA","BOU 0<br/>@EVE 1 F","4","4","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","0","1","0","0","0","1","0"
"*04rhe*","Naby Keita","LIV","M","429","FA","LIV 4<br/>@SOU 4 F","4","4","0%","0%","1","0","27","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0435s*","Joel Matip","LIV","D","318","Laeka B","LIV 4<br/>@SOU 4 F","4","4","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","1","0","0","0","1","0"
"*061yd*","Ivan Perisic","TOT","D","72","RyRob","TOT 4<br/>@LEE 1 F","4","4","0%","0%","1","1","87","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","2","0"
"*0633p*","Gianluca Scamacca","WHU","F","319","FA","WHU 1<br/>@LEI 2 F","4","4","0%","0%","1","1","90","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0"
"*05tqz*","Rico Henry","BRF","D","99","DF","MCI 0<br/>@BRF 1 F","4","4","2%","0%","1","1","90","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","90"
"*04agz*","Declan Rice","WHU","M","40","AUTO REL","WHU 1<br/>@LEI 2 F","3.75","3.75","100%","0%","1","1","90","0","0","0","0","0","0","1","1","0","2","0","0","0","1","0","0","0","1","0","1","0","0","0","2","0"
"*05trb*","Bryan Mbeumo","BRF","F","24","DF","MCI 0<br/>@BRF 1 F","3.75","3.75","100%","0%","1","1","57","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","57"
"*060wh*","Alejandro Garnacho","MUN","M,F","337","YUM","FUL 1<br/>@MUN 2 F","3.75","3.75","28%","-1%","1","1","45","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","45"
"*05o4c*","Timothy Castagne","LEI","D","84","AUTO REL","WHU 1<br/>@LEI 2 F","3.75","3.75","18%","+4%","1","1","90","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","2","0"
"*02lpl*","Seamus Coleman","EVE","D","225","FA","BOU 0<br/>@EVE 1 F","3.75","3.75","0%","0%","1","0","19","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0"
"*05o4b*","Matty Cash","AVL","D","236","j.l.","BHA 1<br/>@AVL 2 F","3.52","3.52","80%","-1%","1","0","23","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"*0558w*","William Saliba","ARS","D","147","FA","WOL 0<br/>@ARS 5 F","3.5","3.5","99%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9","1","0","1","0","0","0","2","0"
"*04qrc*","Raul Jimenez","WOL","F","357","FA","WOL 0<br/>@ARS 5 F","3.5","3.5","86%","-5%","1","0","8","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"*052cd*","Mason Mount","CHE","M","168","thomas","NEW 1<br/>@CHE 1 F","3.5","3.5","17%","0%","1","1","72","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","1","0"
"*063hu*","Amadou Onana","EVE","M","107","DDT","BOU 0<br/>@EVE 1 F","3.5","3.5","16%","-2%","1","1","90","0","0","0","0","0","0","0","0","0","0","2","1","0","0","2","1","1","0","1","0","0","0","0","1","0"
"*043qy*","Lewis Cook","BOU","M","224","FA","BOU 0<br/>@EVE 1 F","3.5","3.5","12%","0%","1","1","79","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*03yr0*","Daniel James","LEE/FUL","M","326","FA","FUL 1<br/>@MUN 2 F","3.25","3.25","18%","0%","1","0","27","0","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","183","FA","FUL 1<br/>@MUN 2 F","3.25","3.25","0%","0%","1","1","61","0","0","0","1","0","0","0","0","0","2","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0"
"*051k5*","Lloyd Kelly","BOU","D","238","FA","BOU 0<br/>@EVE 1 F","3.25","3.25","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","3","0","1","3","0","0","0","2","0"
"*0647l*","Renan Lodi","NOT","D","212","FA","NOT 1<br/>@CRY 1 F","3.25","3.25","0%","0%","1","1","90","0","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","0"
"*03vlm*","Anthony Martial","MUN","F","239","thomas","FUL 1<br/>@MUN 2 F","3.25","3.25","0%","0%","1","1","80","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","80"
"*02yhi*","Philippe Coutinho","AVL","M","341","FA","BHA 1<br/>@AVL 2 F","3.12","3.12","0%","0%","1","0","11","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","11"
"*052ca*","Ezri Konsa","AVL","D","138","FA","BHA 1<br/>@AVL 2 F","3.1","3.1","34%","-1%","1","1","81","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","0","0","0","0","0","0","0","81"
"*05mzw*","Luke Ayling","LEE","D","153","FA","TOT 4<br/>@LEE 1 F","3.06","3.06","0%","0%","1","1","69","0","0","0","0","0","0","0","0","0","1","2","1","0","0","1","0","1","0","0","0","0","0","0","0","69"
"*0520r*","Leandro Trossard","BHA/ARS","M","33","Noah B","WOL 0<br/>@ARS 5 F","3","3","91%","+3%","1","1","59","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"*05uns*","Leon Bailey","AVL","F","135","j.l.","BHA 1<br/>@AVL 2 F","3","3","2%","0%","1","1","65","0","0","0","0","0","0","0","2","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","65"
"*05ojg*","Nelson Semedo","WOL","D","164","RyRob","WOL 0<br/>@ARS 5 F","3","3","1%","0%","1","1","64","0","0","0","0","0","0","0","1","0","0","2","1","0","0","1","0","2","1","0","0","0","0","0","0","0"
"*0632a*","Sekou Mara","SOU","F","351","FA","LIV 4<br/>@SOU 4 F","3","3","0%","0%","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*02yl5*","John Stones","MCI","D","213","FA","MCI 0<br/>@BRF 1 F","2.75","2.75","4%","0%","1","1","90","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"*04e1k*","Solly March","BHA","M","9","DDT","BHA 1<br/>@AVL 2 F","2.75","2.75","1%","0%","1","1","75","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","1","0","0","0","4","0"
"*062oq*","Joe Ayodele-Aribo","SOU","M","274","FA","LIV 4<br/>@SOU 4 F","2.75","2.75","0%","0%","1","1","66","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","1","0","2","0","0","0","1","0"
"*05u5d*","Boubakary Soumare","LEI","M","264","FA","WHU 1<br/>@LEI 2 F","2.75","2.75","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","1","1","1","0","0","3","0","0","1","0","0","0","0","0","2","0"
"*05tr9*","Mathias Jensen","BRF","M","45","j.l.","MCI 0<br/>@BRF 1 F","2.64","2.64","50%","0%","1","1","58","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","1","0","0","0","0","0","0","58"
"*05o2l*","Donny van de Beek","MUN","M","461","FA","FUL 1<br/>@MUN 2 F","2.59","2.59","0%","0%","1","0","8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"*049tq*","Dominic Calvert-Lewin","EVE","F","282","Noah B","BOU 0<br/>@EVE 1 F","2.5","2.5","82%","0%","1","1","69","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","2","0","1","0","0","0","1","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","280","FA","WOL 0<br/>@ARS 5 F","2.5","2.5","79%","-4%","1","0","17","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*05uor*","Yoane Wissa","BRF","F","163","FA","MCI 0<br/>@BRF 1 F","2.5","2.5","45%","-1%","1","0","31","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","31"
"*02lp5*","Adam Smith","BOU","D","222","FA","BOU 0<br/>@EVE 1 F","2.5","2.5","2%","+1%","1","1","90","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","2","0"
"*03vll*","Michail Antonio","WHU","F","172","KFFC","WHU 1<br/>@LEI 2 F","2.5","2.5","0%","0%","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0"
"*04s8k*","Jorginho","CHE/ARS","M","182","RK U8","WOL 0<br/>@ARS 5 F","2.5","2.5","0%","0%","1","1","71","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"*02opy*","Adam Lallana","BHA","M","334","FA","BHA 1<br/>@AVL 2 F","2.5","2.5","0%","0%","1","1","60","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"*05nnx*","Rodrigo","LEE","F","106","011","TOT 4<br/>@LEE 1 F","2.5","2.5","0%","0%","1","1","81","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","81"
"*062ed*","Rasmus Kristensen","LEE","D","196","FA","TOT 4<br/>@LEE 1 F","2.34","2.34","0%","0%","1","0","19","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","19"
"*05nzu*","Gabriel Magalhaes","ARS","D","51","j.l.","WOL 0<br/>@ARS 5 F","2.25","2.25","100%","0%","1","1","90","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","2","0","1","1","0","0","0","2","0"
"*062x7*","Rico Lewis","MCI","D","352","011","MCI 0<br/>@BRF 1 F","2.25","2.25","6%","0%","1","1","86","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"*061y6*","Ryan Yates","NOT","M","256","FA","NOT 1<br/>@CRY 1 F","2.25","2.25","1%","0%","1","1","90","0","0","0","1","0","0","0","0","0","2","4","1","0","0","1","0","0","0","0","0","0","0","0","1","0"
"*04aiz*","Wilfred Ndidi","LEI","M","217","FA","WHU 1<br/>@LEI 2 F","2.25","2.25","0%","0%","1","1","58","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","2","0"
"*05749*","Kieran Tierney","ARS","D","359","FA","WOL 0<br/>@ARS 5 F","2.25","2.25","0%","0%","1","0","29","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","2","0"
"*04abb*","Phil Foden","MCI","M","35","011","MCI 0<br/>@BRF 1 F","2","2","97%","+5%","1","0","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","3","0","0","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","114","AUTO REL","MCI 0<br/>@BRF 1 F","2","2","94%","0%","1","1","86","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","386","FA","NOT 1<br/>@CRY 1 F","2","2","93%","-2%","1","0","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"*05n3v*","Konstantinos Tsimikas","LIV","D","275","Laeka B","LIV 4<br/>@SOU 4 F","2","2","1%","0%","1","0","27","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ir*","Clement Lenglet","TOT","D","229","FA","TOT 4<br/>@LEE 1 F","2","2","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","1","0","1","0","0","3","0","3","0","1","1","0","0","0","2","0"
"*02m6x*","Tim Ream","FUL","D","155","FA","FUL 1<br/>@MUN 2 F","2","2","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","1","0"
"*04fk9*","Jan Bednarek","SOU/AVL","D","220","FA","LIV 4<br/>@SOU 4 F","1.81","1.81","0%","0%","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","7"
"*04qfm*","Ryan Sessegnon","TOT","D","338","FA","TOT 4<br/>@LEE 1 F","1.75","1.75","25%","-1%","1","0","26","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","79","RK U8","FUL 1<br/>@MUN 2 F","1.75","1.75","0%","0%","1","1","90","0","0","0","0","0","1","0","1","0","2","2","0","0","0","0","0","1","1","0","3","1","0","0","1","0"
"*03fgo*","Dominic Solanke","BOU","F","86","Noah B","BOU 0<br/>@EVE 1 F","1.5","1.5","62%","-4%","1","1","90","0","0","0","1","0","1","0","0","0","4","3","1","0","0","0","0","3","0","0","0","0","0","0","2","0"
"*05raa*","Hugo Bueno","WOL","D","321","FA","WOL 0<br/>@ARS 5 F","1.5","1.5","54%","-1%","1","1","72","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0328q*","Tom Cairney","FUL","M","323","FA","FUL 1<br/>@MUN 2 F","1.5","1.5","1%","0%","1","0","27","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0"
"*0620j*","Armel Bella Kotchap","SOU","D","189","FA","LIV 4<br/>@SOU 4 F","1.5","1.5","0%","0%","1","1","90","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","2","0","1","0","0","0","0","2","0"
"*061vj*","Kieffer Moore","BOU","F","279","FA","BOU 0<br/>@EVE 1 F","1.5","1.5","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","3","0","1","5","0","0","0","2","0"
"*04t3s*","Joao Moutinho","WOL","M","176","RK U8","WOL 0<br/>@ARS 5 F","1.5","1.5","0%","0%","1","1","71","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064a3*","Denis Zakaria","CHE","M","450","FA","NEW 1<br/>@CHE 1 F","1.5","1.5","0%","0%","1","1","60","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*061vp*","Brenden Aaronson","LEE","M","140","FA","TOT 4<br/>@LEE 1 F","1.5","1.5","66%","-3%","1","1","90","0","0","0","1","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"*0435t*","Ilkay Gundogan","MCI","M","61","011","MCI 0<br/>@BRF 1 F","1.25","1.25","1%","0%","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"*03ysm*","Daniel Amartey","LEI","D","298","FA","WHU 1<br/>@LEI 2 F","1.25","1.25","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","2","0"
"*0637b*","Orel Mangala","NOT","M","269","FA","NOT 1<br/>@CRY 1 F","1.25","1.25","0%","0%","1","1","77","0","0","0","0","0","0","0","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"*03dyk*","Jamie Vardy","LEI","F","216","KFFC","WHU 1<br/>@LEI 2 F","1.25","1.25","0%","0%","1","0","74","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","2","0"
"*05tr2*","Pontus Jansson","BRF","D","367","FA","MCI 0<br/>@BRF 1 F","1.04","1.04","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*03zsq*","Kyle Walker-Peters","SOU","D","199","Noah B","LIV 4<br/>@SOU 4 F","1","1","8%","-5%","1","1","90","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","2","0"
"*03z3w*","Joe Rothwell","BOU","M","350","FA","BOU 0<br/>@EVE 1 F","1","1","0%","0%","1","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*063zg*","Pervis Estupinan","BHA","D","48","thomas","BHA 1<br/>@AVL 2 F","0.75","0.75","93%","0%","1","1","90","0","0","0","0","0","0","0","1","0","3","1","0","0","1","2","0","0","0","1","2","0","0","0","4","0"
"*04yo7*","Youri Tielemans","LEI","M","94","DF","WHU 1<br/>@LEI 2 F","0.75","0.75","85%","-3%","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"*05uoc*","Cristian Romero","TOT","D","144","FA","TOT 4<br/>@LEE 1 F","0.75","0.75","50%","-1%","1","1","90","0","0","0","0","0","0","0","0","0","2","0","1","0","0","2","0","1","1","0","2","0","0","0","2","0"
"*05yct*","Nathan Patterson","EVE","D","320","FA","BOU 0<br/>@EVE 1 F","0.75","0.75","1%","0%","1","1","69","0","0","0","0","0","0","0","1","0","2","2","1","0","0","1","0","1","0","0","0","0","0","0","1","0"
"*05rl4*","Crysencio Summerville","LEE","M","187","FA","TOT 4<br/>@LEE 1 F","0.71","0.71","79%","-2%","1","0","19","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
