"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLO","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*066nh*","Ishe Samuels-Smith","CHE","D","784","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061v9*","Diego Carlos","AVL","D","412","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r5c*","Welington Damascena Santos","SOU","D","391","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nv6*","Trevan Sanusi","NEW","F","785","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a7*","Pablo Sarabia","WOL","M","277","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06muk*","James Scanlon","MUN","M","787","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","465","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r9g*","Zain Silcott-Duberry","BOU","F","530","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nbt*","Jahmai Simpson-Pusey","MCI","D","840","FA","MCI 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pih*","Carlos Soler","WHU","M","276","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u5d*","Boubakary Soumare","LEI","M","256","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k4n*","Harry Souttar","LEI","D","797","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vo*","Jay Stansfield","FUL","F","798","FA","MCI 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mgm*","Ross Stewart","SOU","F","431","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yo*","Kamaldeen Sulemana","SOU","M","246","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r3z*","Sil Swinkels","AVL","D","799","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fyc*","Charlie Taylor","SOU","D","434","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mg2*","Jack Taylor","IPS","M","364","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05m46*","Luke Thomas","LEI","D","297","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05749*","Kieran Tierney","ARS","D","377","Will","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rvw*","Harry Toffolo","NOT","D","473","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ygj*","Chiquinho","WOL","F","514","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","531","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6w*","Ivan Toney","BRF","F","803","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03297*","Conor Townsend","IPS","D","393","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064a1*","Boubacar Traore","WOL","M","544","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nue*","Harvey Vale","CHE","M","809","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04s60*","Jannik Vestergaard","LEI","D","357","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0329y*","Joel Ward","CRY","D","834","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mpc*","Nathan Wood","SOU","D","404","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igx*","Jacob Wright","MCI","M","823","FA","MCI 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mwv*","Tony Yogane","BRF","M","826","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lny*","Ashley Young","EVE","D","140","Will","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03arh*","Kurt Zouma","WHU","D","829","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mry*","Renato Veiga","CHE","M","463","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fum*","Deivid Washington","CHE","F","832","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a3*","Danilo","NOT","M","458","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06php*","Romeo Akachukwu","SOU","M","550","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06s7t*","Olabade Aluko","LEI","D","537","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mg5*","Leon Ayinde","IPS","M","563","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06po7*","Owen Barker","EVE","M","567","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sj8*","Somto Boniface","IPS","D","576","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mgl*","Cameron Bragg","SOU","M","581","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06po6*","Luke Butterfield","EVE","M","586","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qzv*","Henry Cartwright","LEI","M","590","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06thf*","Brayden Clarke","ARS","D","598","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ala*","Janoi Donacien","IPS","D","616","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rof*","Coby Ebere","EVE","F","618","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06onw*","Johnny Emerson","NEW","F","623","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ubw*","Jack Francis","ARS","M","629","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igq*","Benjamin Fredrick","BRF","D","631","FA","BRF 1<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r3o*","Archie Harris","BOU","D","641","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nyv*","Chanse Headman","BRF","D","645","FA","BRF 1<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05am1*","Thomas Hill","LIV","M","652","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue2*","Joe Hugill","MUN","F","656","FA","AVL 0<br/>@MUN 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mg4*","Cameron Humphreys","IPS","M","658","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm9*","Hwang Ui-Jo","NOT","F","659","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*057a1*","Gavin Kilkenny","BOU","M","672","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qwg*","Maeson King","TOT","D","673","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068z2*","Max Kinsey-Wellings","BOU","D","675","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*046c7*","Freddie Ladapo","IPS","F","684","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066no*","Nico Lawrence","SOU","D","688","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xts*","Wanya Marcal-Madivadua","LEI","M","697","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sb*","Zane Monlouis","ARS","D","714","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06po5*","Bradley Moonan","EVE","D","715","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pho*","Jayden Moore","SOU","D","716","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06prx*","Kobei Moore","AVL","F","717","FA","AVL 0<br/>@MUN 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mwz*","Iwan Morgan","BRF","F","720","FA","BRF 1<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz9*","Ben Nelson","LEI","D","732","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05alx*","James Norris","LIV","D","736","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rlg*","Aniek Nouwen","CRY","D","737","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06phq*","Joseph O'Brien-Whitmarsh","SOU","M","740","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0680n*","Detlef Esapa Osong","NOT","F","751","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xtp*","Salah-Eddine Oulad M'hand","ARS","M","752","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06phm*","Ben Perry","NOT","M","757","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06phc*","Chris Popov","LEI","M","764","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pz2*","Josh Robinson","ARS","D","773","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nk4*","Michal Rosiak","ARS","D","777","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bq0*","Imari Samuels","BHA","D","783","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qwf*","Jacob Slater","BHA","D","793","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rte*","Rento Takaoka","SOU","F","800","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rq9*","Tom Taylor","IPS","M","802","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9j*","Ed Turns","BHA","D","806","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4z*","Jensen Weir","BHA","M","813","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qzi*","Kaiden Wilson","CHE","D","819","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ol*","Thomas Wilson-Brown","LEI","D","820","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qlg*","Ranel Young","LIV","F","828","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4h*","Lamare Bogarde","AVL","D","454","FA","AVL 0<br/>@MUN 2 F","-0.25","-0.25","1%","0%","1","1","78","0","0","0","0","0","0","0","1","0","4","2","1","0","0","0","0","0","2","1","0","0","0","0","0","1","0"
"*06p6j*","Evanilson","BOU","F","107","Noah B","LEI 0<br/>@BOU 2 F","-0.5","-0.5","94%","0%","1","1","64","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*05220*","Sepp van den Berg","LIV/BRF","D","145","FA","BRF 1<br/>@WOL 1 F","-0.5","-0.5","64%","-4%","1","0","14","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*056iy*","Pedro Neto","CHE","F","104","TRB","CHE 1<br/>@NOT 0 F","-1","-1","95%","-1%","1","1","57","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","183","TRB","WHU 3<br/>@IPS 1 F","-1","-1","50%","-8%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","0","0","3","0"
"*03ar4*","Adam Armstrong","SOU","F","344","FA","ARS 2<br/>@SOU 1 F","-1","-1","5%","0%","1","1","45","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*04f6o*","Will Hughes","CRY","M","193","FA","CRY 1<br/>@LIV 1 F","-1.75","-1.75","2%","0%","1","1","49","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*06p4k*","Matthijs de Ligt","MUN","D","146","FA","AVL 0<br/>@MUN 2 F","-2","-2","24%","-1%","1","1","68","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","3","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","229","RyRob","BHA 4<br/>@TOT 1 F","-2","-2","19%","-1%","1","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq7*","Jack Stephens","SOU","D","350","FA","ARS 2<br/>@SOU 1 F","-2.5","-2.5","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","3","0"
"*04yey*","Max Kilman","WHU","D","68","j.l.","WHU 3<br/>@IPS 1 F","-3","-3","19%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","2","0","0","0","0","3","0"
"*062pl*","Lisandro Martinez","MUN","D","208","FA","AVL 0<br/>@MUN 2 F","-3.25","-3.25","12%","+3%","1","1","90","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","3","0"
"*04agz*","Declan Rice","ARS","M","47","CC FC","ARS 2<br/>@SOU 1 F","-6","-6","100%","0%","1","1","48","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
