"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","OG","GAO","CS"
"*05r42*","Harrison Sohna","AVL","M","601","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rip*","Thanawat Suengchitthawon","LEI","M","607","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4m*","Michael Tait","AVL","F","610","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spm*","Percy Tau","BHA","F","418","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554h*","Sidnei Tavares","LEI","M","446","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ss6*","Caleb Taylor","WBA","D","611","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r3y*","Jake Walker","AVL","D","617","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4z*","Jensen Weir","BHA","M","620","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059iu*","Romaric Yapi","BHA","D","626","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r45*","Brad Young","AVL","M","627","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opi*","Andi Zeqiri","BHA","F","427","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rec*","Tyrone Mings","AVL","D","81","JADON","CHE 1<br/>@AVL 2 F","-0.25","-0.25","12%","-1%","1","90","0","0","0","0","0","0","0","0","0","0","0","0","4","1","3","1","0","0","2","0"
"*05247*","Tanguy Ndombele","TOT","M","144","FA","TOT 4<br/>@LEI 2 F","-0.25","-0.12","0%","0%","2","135","0","0","0","0","0","0","1","2","1","0","0","2","0","0","0","0","0","0","3","0"
"*03rxb*","Angelo Ogbonna","WHU","D","192","FA","SOU 0<br/>@WHU 3 F","-0.25","-0.25","0%","0%","1","90","0","0","0","0","0","0","1","1","0","0","0","0","3","1","1","3","0","0","3","0"
"*05n02*","Stuart Dallas","LEE","M","36","Tim O","WBA 1<br/>@LEE 3 F","-0.5","-0.5","0%","0%","1","90","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","1","0","0","1","0"
"*04ymz*","Karlan Grant","HUD/WBA","F","363","FA","WBA 1<br/>@LEE 3 F","-0.5","-0.5","0%","0%","1","16","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"*0436h*","Lys Mousset","SHU","F","426","FA","BUR 0<br/>@SHU 1 F","-0.5","-0.5","0%","0%","1","14","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os8*","Joachim Andersen","FUL","D","111","FA","NEW 2<br/>@FUL 0 F","-0.75","-0.75","50%","-1%","1","90","0","0","0","0","0","0","0","0","1","0","0","0","9","0","0","2","0","0","1","0"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","201","FA","NEW 2<br/>@FUL 0 F","-0.75","-0.75","0%","0%","1","90","0","0","0","0","0","0","1","0","1","0","0","0","3","0","0","2","0","0","1","0"
"*052ca*","Ezri Konsa","AVL","D","130","FA","CHE 1<br/>@AVL 2 F","-1","-1","34%","-1%","1","90","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","2","0"
"*04fyc*","Charlie Taylor","BUR","D","189","FA","BUR 0<br/>@SHU 1 F","-1","-1","0%","0%","1","90","0","0","0","0","0","0","2","0","0","0","1","0","6","0","0","0","0","0","3","0"
"*0522r*","Moussa Djenepo","SOU","M","276","FA","SOU 0<br/>@WHU 3 F","-1.5","-1.5","0%","0%","1","22","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","1","0"
"*02on3*","Matthew Lowton","BUR","D","109","Yum","BUR 0<br/>@SHU 1 F","-1.75","-1.75","0%","0%","1","90","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","3","0"
"*04u6o*","Joe Bryan","FUL","D","368","FA","NEW 2<br/>@FUL 0 F","-2","-2","0%","0%","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*05o4b*","Matty Cash","AVL","D","95","I_am_Tim","CHE 1<br/>@AVL 2 F","-3.25","-3.25","80%","-1%","1","56","0","0","1","0","0","0","0","1","0","1","1","1","4","3","0","0","0","0","2","0"
"*05gcq*","Daniel Podence","WOL","M","191","No Slips","MUN 2<br/>@WOL 1 F","-3.5","-3.5","0%","0%","1","71","0","0","0","0","0","0","0","5","1","0","0","0","0","1","0","0","0","0","0","1"
"*02t1b*","Kyle Bartley","WBA","D","149","FA","WBA 1<br/>@LEE 3 F","-4.75","-4.75","0%","0%","1","90","0","0","0","0","0","0","1","0","1","0","0","0","2","0","2","2","0","0","3","0"
"*03297*","Conor Townsend","WBA","D","154","FA","WBA 1<br/>@LEE 3 F","-4.75","-4.75","0%","0%","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","0"
"*02m4d*","Craig Dawson","WAT/WHU","D","218","I_am_Tim","SOU 0<br/>@WHU 3 F","-5.25","-5.25","0%","0%","1","35","0","0","0","0","0","1","0","0","0","1","0","1","0","0","2","0","0","0","1","0"
"*02yl5*","John Stones","MCI","D","137","CFPL","EVE 0<br/>@MCI 5 F","-8.75","-8.75","4%","0%","1","43","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
