"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","OG","GAO","CS"
"*0477b*","Oliver McBurnie","SHU","F","221","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02llb*","James McCarthy","CRY","M","367","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfn*","Kevin McDonald","FUL","M","572","FA","NEW 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gyl*","Benjamin Mendy","MCI","D","295","FA","EVE 0<br/>@MCI 5 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043by*","Nampalys Mendy","LEI","M","348","FA","TOT 4<br/>@LEI 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ami*","Luka Milivojevic","CRY","M","193","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u6k*","Yerry Mina","EVE","D","198","FA","EVE 0<br/>@MCI 5 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g2n*","Takumi Minamino","LIV/SOU","F","315","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","196","FA","NEW 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051wl*","Wesley","AVL","F","454","FA","CHE 1<br/>@AVL 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nnx*","Rodrigo","LEE","F","148","CFPL","WBA 1<br/>@LEE 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dy4*","Wes Morgan","LEI","D","461","FA","TOT 4<br/>@LEI 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554s*","Daniel N'Lundulu","SOU","F","442","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oel*","Niels Nkounkou","EVE","D","450","FA","EVE 0<br/>@MCI 5 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051l0*","Jack O'Connell","SHU","D","443","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfj*","Denis Odoi","FUL","D","632","FA","NEW 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4w*","Ademipo Odubeko","WHU","F","578","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03azt*","Josh Onomah","FUL","M","421","FA","NEW 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pie*","Divock Origi","LIV","F","425","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qf0*","Lee Peltier","WBA","D","637","FA","WBA 1<br/>@LEE 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rxe*","Nathaniel Phillips","LIV","D","129","Laeka B","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rff*","Jaden Philogene-Bidace","AVL","M","586","FA","CHE 1<br/>@AVL 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*032ab*","Erik Pieters","BUR","D","329","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05795*","Dennis Praet","LEI","M","334","FA","TOT 4<br/>@LEI 2 F","0","0","0%","0%","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rkb*","Isaac Price","EVE","M","587","FA","EVE 0<br/>@MCI 5 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04idk*","Davy Propper","BHA","M","423","FA","BHA 0<br/>@ARS 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r44*","Arjan Raikhy","AVL","M","588","FA","CHE 1<br/>@AVL 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yes*","Kayne Ramsay","SOU","D","648","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m6x*","Tim Ream","FUL","D","437","FA","NEW 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gyz*","Jairo Riedewald","CRY","M","252","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lkj*","Jack Robinson","SHU","D","336","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq3*","Jay Rodriguez","BUR","F","296","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*02lq9*","Jack Rodwell","SHU","M","593","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m87*","Oriol Romeu","SOU","M","219","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yr6*","Henri Saivet","NEW","M","597","FA","NEW 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03819*","Mamadou Sakho","CRY","D","638","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jyc*","Davinson Sanchez","TOT","D","286","FA","TOT 4<br/>@LEI 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r98*","Morgan Sanson","AVL","M","428","FA","CHE 1<br/>@AVL 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m54*","Romaine Sawyers","WBA","M","337","FA","WBA 1<br/>@LEE 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","187","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n05*","Jamie Shackleton","LEE","M","394","FA","WBA 1<br/>@LEE 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03tj9*","Xherdan Shaqiri","LIV","M","335","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02t1p*","Billy Sharp","SHU","F","358","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rdx*","Shola Shoretire","MUN","F","460","FA","MUN 2<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554t*","William Smallbone","SOU","M","431","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02t1i*","Robert Snodgrass","WHU/WBA","M","389","FA","WBA 1<br/>@LEE 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1h*","Dale Stephens","BHA/BUR","M","417","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq7*","Jack Stephens","SOU","D","349","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r3z*","Sil Swinkels","AVL","D","609","FA","CHE 1<br/>@AVL 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsd*","Japhet Tanganga","TOT","D","395","FA","TOT 4<br/>@LEI 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u6l*","Andre Gomes","EVE","M","255","FA","EVE 0<br/>@MCI 5 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m2y*","Neil Taylor","AVL","D","644","FA","CHE 1<br/>@AVL 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r6m*","Allan Tchaptchet","SOU","D","642","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os5*","Alex Telles","MUN","D","309","JLINGZ","MUN 2<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l30*","Max Thompson","BUR","F","612","FA","BUR 0<br/>@SHU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05749*","Kieran Tierney","ARS","D","157","JADON","BHA 0<br/>@ARS 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02rn6*","James Tomkins","CRY","D","406","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n08*","Ferran Torres","MCI","F","173","CFPL","EVE 0<br/>@MCI 5 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lp7*","Andros Townsend","CRY","M","44","Yum","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oid*","Cengiz Under","LEI","M","371","FA","TOT 4<br/>@LEI 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0329y*","Joel Ward","CRY","D","243","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554r*","Caleb Watts","SOU","M","635","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m65*","Connor Wickham","CRY","F","623","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059j3*","Brandon Williams","MUN","D","449","FA","MUN 2<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03bwz*","Harry Winks","TOT","M","387","FA","TOT 4<br/>@LEI 2 F","0","0","0%","0%","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043pi*","Ben Woodburn","LIV","M,F","624","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vya*","Sam Woods","CRY","D","625","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04s1e*","Andriy Yarmolenko","WHU","F","399","FA","SOU 0<br/>@WHU 3 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0327v*","Wilfried Zaha","CRY","M","80","JLINGZ","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr6*","Ruben Neves","WOL","M","50","Noah B","MUN 2<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nt7*","Thiago Silva","CHE","D","188","FA","CHE 1<br/>@AVL 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02llp*","Patrick van Aanholt","CRY","D","293","FA","CRY 0<br/>@LIV 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4u*","Frederik Alves","WHU","D","463","FA","SOU 0<br/>@WHU 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ret*","Ryan Astley","EVE","D","468","FA","EVE 0<br/>@MCI 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nnv*","Miguel Azeez","ARS","M","470","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4v*","Jamal Baptiste","WHU","D","472","FA","SOU 0<br/>@WHU 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4n*","Louie Barry","AVL","F","473","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ymr*","Josh Benson","BUR","M","434","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsg*","Jamie Bowden","TOT","M","479","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t69*","Harry Boyes","SHU","D","480","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4l*","Mungo Bridge","AVL","F","481","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o2q*","Zak Brunt","SHU","M","482","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gdm*","Jake Cain","LIV","M","485","FA","CRY 0<br/>@LIV 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o8l*","Oliver Casey","LEE","D","488","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r39*","Kgaogelo Chauke","SOU","M","489","FA","SOU 0<br/>@WHU 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r43*","Benjamin Chrisene","AVL","M","490","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059j2*","Leighton Clarkson","LIV","M","492","FA","CRY 0<br/>@LIV 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052k4*","Theo Corbeanu","WOL","F","441","FA","MUN 2<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nnu*","Ben Cottrell","ARS","M","493","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05raj*","Ben Davies","LIV","D","498","FA","CRY 0<br/>@LIV 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oh1*","Lars Dendoncker","BHA","M","501","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r2u*","Cheikh Diaby","WBA","F","503","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ra4*","Mbaye Diagne","WBA","F","266","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","1","60","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0"
"*04zyc*","Anthony Driscoll-Glennon","BUR","D","506","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r40*","Frankie Ealing","AVL","D","507","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05lo6*","Will Ferry","SOU","M","510","FA","SOU 0<br/>@WHU 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r8j*","Ryan Finnigan","SOU","M","511","FA","SOU 0<br/>@WHU 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rkk*","William Fish","MUN","D","512","FA","MUN 2<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052i7*","Ethan Fitzhugh","LEI","M","513","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qza*","Shane Flynn","LEI","M","514","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ss7*","Taylor Gardner-Hickman","WBA","F","519","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tc9*","Claudio Gomes","MCI","M","522","FA","EVE 0<br/>@MCI 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o2n*","Kyron Gordon","SHU","D","523","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059iv*","Peter Gwargis","BHA","M","526","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05reo*","Reece Hannam","CRY","D","528","FA","CRY 0<br/>@LIV 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4s*","George Harmon","WBA","D","529","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554o*","Alexandre Jankewitz","SOU","M","643","FA","SOU 0<br/>@WHU 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4q*","Sylvester Jasper","FUL","F","542","FA","NEW 2<br/>@FUL 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4k*","Taylor Jay-Hart","AVL","M","543","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ozb*","Jack Jenkins","LEE","M","544","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059iw*","Teddy Jenks","BHA","M","545","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05reu*","Kyle John","EVE","D","546","FA","EVE 0<br/>@MCI 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rei*","Nile John","TOT","M","547","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r8c*","Michal Karbownik","BHA","D","549","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4o*","Reda Khadra","BHA","M","551","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6f*","Toby King","WBA","M","552","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rdy*","Marcel Lavinier","TOT","D","556","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04y93*","Thakgalo Leshabela","LEI","M","631","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oj4*","Emmanuel Longelo","WHU","F","562","FA","SOU 0<br/>@WHU 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4d*","Nigel Lonwijk","WOL","D","563","FA","MUN 2<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjj*","Joel Lopez Salguero","ARS","D","564","FA","BHA 0<br/>@ARS 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rc8*","Frankie Maguire","SHU","M","565","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r2b*","Anthony Mancini","BUR","M","566","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rej*","Dilan Markanday","TOT","F","567","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052jy*","Christian Marques","WOL","D","568","FA","MUN 2<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05swf*","Tawanda Maswanhise","LEI","M","570","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05m6a*","Joel Mumbongo","BUR","F","640","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4p*","Richard Nartey","BUR","D","575","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz9*","Ben Nelson","LEI","D","576","FA","TOT 4<br/>@LEI 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ybj*","Felix Nmecha","MCI","M","577","FA","EVE 0<br/>@MCI 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05afk*","Owen Otasowie","WOL","M","398","FA","MUN 2<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052k2*","Taylor Perry","WOL","M","585","FA","MUN 2<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05a6i*","Lewis Richards","WOL","D","590","FA","MUN 2<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4t*","Rico Richards","WBA","M","591","FA","WBA 1<br/>@LEE 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*058vg*","Lewis Richardson","BUR","M","592","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r41*","Callum Rowe","AVL","M","595","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4j*","Edward Rowe","AVL","M","596","FA","CHE 1<br/>@AVL 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6a*","Femi Seriki","SHU","M","599","FA","BUR 0<br/>@SHU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r92*","Thierry Small","EVE","D","600","FA","EVE 0<br/>@MCI 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
