"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*05yld*","Luis Diaz","LIV","F","243","YUM","LIV 4<br/>@SOU 4 F","139.75","8.22","5%","0%","17","11","986","4","2","0","13","0","8","2","11","0","37","24","2","0","1","6","0","1","32","0","8","0","0","0","11","342"
"*04ylt*","Chris Mepham","BOU","D","245","FA","BOU 0<br/>@EVE 1 F","139.34","5.36","0%","0%","26","24","2,195","0","0","0","4","0","4","0","22","0","3","7","7","0","0","30","10","146","2","27","53","0","0","2","52","458"
"*0327r*","Michael Keane","EVE","D","246","FA","BOU 0<br/>@EVE 1 F","138.99","11.58","71%","+3%","12","10","981","1","2","0","3","0","4","0","4","0","2","4","0","0","1","14","1","55","4","7","67","0","0","0","22","180"
"*05up6*","Raphael Varane","MUN","D","247","FA","FUL 1<br/>@MUN 2 F","138.89","5.79","0%","0%","24","22","1,910","0","0","0","4","0","4","0","9","0","1","3","1","0","0","11","1","89","5","17","42","0","0","1","22","876"
"*062ft*","Tyrell Malacia","MUN","D","248","j.l.","FUL 1<br/>@MUN 2 F","138.2","6.28","0%","0%","22","14","1,384","0","0","0","9","0","2","0","33","0","8","13","6","0","2","25","3","44","6","3","8","0","0","0","14","652"
"*02vlk*","Cesar Azpilicueta","CHE","D","249","FA","NEW 1<br/>@CHE 1 F","137.27","5.49","0%","0%","25","16","1,514","0","0","0","13","0","1","0","25","1","5","7","3","0","7","19","1","46","7","5","29","0","0","1","21","389"
"*04u41*","Mateo Kovacic","CHE","M","250","FA","NEW 1<br/>@CHE 1 F","136.12","5.04","2%","0%","27","17","1,691","1","2","0","23","0","2","0","24","0","26","12","8","0","1","19","1","16","19","1","10","0","0","0","25","326"
"*05vyj*","Evan Ferguson","BHA","F","251","DDT","BHA 1<br/>@AVL 2 F","134.25","7.07","94%","0%","19","10","934","6","2","0","11","0","17","1","3","0","20","11","1","0","0","2","0","6","7","1","9","0","0","0","12","305"
"*063u9*","Remo Freuler","NOT","M","252","FA","NOT 1<br/>@CRY 1 F","133.74","4.78","0%","0%","28","24","2,154","0","0","0","12","0","1","0","23","0","8","12","4","0","3","29","2","41","6","9","26","0","0","0","47","540"
"*03rxs*","Harry Wilson","FUL","M","253","thomas","FUL 1<br/>@MUN 2 F","133.61","4.61","98%","0%","29","13","1,070","2","3","0","12","2","4","1","13","0","15","32","1","0","1","6","0","12","12","2","4","0","2","0","15","213"
"*04tm0*","Lucas Digne","AVL","D","254","011","BHA 1<br/>@AVL 2 F","133.33","4.76","60%","-3%","28","18","1,483","1","0","0","18","0","3","0","12","0","12","23","5","0","18","18","2","39","3","5","26","0","0","1","25","272"
"*061vk*","Jaidon Anthony","BOU","F","255","FA","BOU 0<br/>@EVE 1 F","131.25","4.38","82%","+1%","30","11","1,224","3","1","0","12","0","13","0","17","0","27","12","2","0","8","10","0","15","13","3","10","0","0","0","29","144"
"*061y6*","Ryan Yates","NOT","M","256","FA","NOT 1<br/>@CRY 1 F","131.24","5.05","1%","0%","26","21","1,830","0","2","0","7","1","5","0","19","0","15","53","5","0","1","10","0","44","3","8","31","0","1","0","36","495"
"*02ljr*","Conor Coady","WOL/EVE","D","257","FA","BOU 0<br/>@EVE 1 F","130.97","5.46","0%","0%","24","23","2,093","1","1","0","4","0","3","0","9","0","2","13","2","0","1","14","2","85","0","17","25","0","0","0","28","630"
"*061va*","Boubacar Kamara","AVL","M","258","FA","BHA 1<br/>@AVL 2 F","129.87","5.41","7%","0%","24","21","1,770","0","1","0","7","0","1","0","25","0","14","31","4","0","0","19","4","23","16","12","22","0","0","0","30","416"
"*062h9*","Luis Sinisterra","LEE","F","259","FA","TOT 4<br/>@LEE 1 F","129.75","6.83","0%","0%","19","13","858","5","0","0","9","0","11","1","14","0","23","12","1","1","2","8","1","2","19","1","18","0","0","0","23","86"
"*03m3q*","Ainsley Maitland-Niles","ARS/SOU","M","260","FA","LIV 4<br/>@SOU 4 F","129.69","5.9","0%","0%","22","13","1,388","0","0","0","10","1","1","0","24","0","13","8","3","0","6","22","3","40","17","7","15","0","1","0","31","265"
"*05vys*","Lyanco","SOU","D","261","FA","LIV 4<br/>@SOU 4 F","129.4","6.16","0%","0%","21","11","1,167","1","1","0","4","0","4","0","16","0","4","10","4","0","1","20","4","61","8","25","25","0","0","0","26","26"
"*04fk8*","Victor Lindelof","MUN","D","262","DDT","FUL 1<br/>@MUN 2 F","129.23","6.46","1%","0%","20","14","1,353","0","0","0","3","0","0","0","17","0","2","4","1","0","0","21","4","63","2","9","33","0","0","0","16","540"
"*05oh2*","Thiago Alcantara","LIV","M","263","DF","LIV 4<br/>@SOU 4 F","127.88","7.1","0%","0%","18","14","1,247","0","0","0","17","0","1","0","24","0","22","25","2","0","1","21","6","12","17","3","14","0","0","0","23","237"
"*05u5d*","Boubakary Soumare","LEI","M","264","FA","WHU 1<br/>@LEI 2 F","126.09","4.85","0%","0%","26","20","1,618","0","0","0","11","0","0","0","34","0","22","22","9","0","1","33","1","26","12","4","18","0","0","0","30","459"
"*03m5c*","Ruben Loftus-Cheek","CHE","M","265","FA","NEW 1<br/>@CHE 1 F","125.91","5.04","0%","0%","25","19","1,525","0","1","0","16","0","2","0","14","0","23","34","1","0","2","12","2","22","27","2","22","0","0","1","23","352"
"*068yo*","Kamaldeen Sulemana","SOU","M","266","011","LIV 4<br/>@SOU 4 F","125.35","6.96","0%","0%","18","10","952","2","1","0","14","0","7","0","9","0","16","12","1","0","2","6","1","4","36","0","5","0","0","0","20","212"
"*04ge9*","Eddie Nketiah","ARS","F","267","011","WOL 0<br/>@ARS 5 F","125","4.17","3%","0%","30","9","1,050","4","1","0","9","1","14","1","9","0","20","25","3","0","1","1","0","6","15","1","10","0","1","0","16","278"
"*062og*","Aaron Hickey","BRF","D","268","FA","MCI 0<br/>@BRF 1 F","124.75","4.8","0%","0%","26","23","1,913","0","1","0","6","2","2","0","26","0","13","35","7","0","4","17","2","21","17","7","14","0","0","0","30","411"
"*0637b*","Orel Mangala","NOT","M","269","FA","NOT 1<br/>@CRY 1 F","122.11","4.52","0%","0%","27","20","1,536","1","1","0","3","0","3","0","20","0","9","23","3","0","1","23","5","14","15","7","11","0","0","0","24","415"
"*056at*","Jordan Zemura","BOU","D","270","FA","BOU 0<br/>@EVE 1 F","120.49","6.34","0%","0%","19","17","1,450","0","1","0","18","0","1","0","24","0","16","14","1","0","6","16","0","27","17","9","7","0","0","0","31","422"
"*06873*","Joao Felix","CHE","F","271","DF","NEW 1<br/>@CHE 1 F","120","7.5","0%","0%","16","11","931","4","0","0","7","0","16","2","7","0","8","29","1","1","1","1","0","1","22","0","3","0","0","0","15","151"
"*05u1m*","Nathan Collins","WOL","D","272","FA","WOL 0<br/>@ARS 5 F","118.84","4.57","82%","+1%","26","19","1,809","0","0","0","2","0","0","0","15","2","8","9","2","1","0","21","5","83","7","28","37","0","0","0","36","413"
"*04mup*","Trevoh Chalobah","CHE","D","273","FA","NEW 1<br/>@CHE 1 F","117.8","4.71","60%","-7%","25","18","1,594","0","0","0","4","0","2","1","20","0","5","8","4","0","2","24","1","55","7","7","31","0","0","1","24","446"
"*062oq*","Joe Ayodele-Aribo","SOU","M","274","FA","LIV 4<br/>@SOU 4 F","117.45","5.59","0%","0%","21","13","1,212","2","0","0","9","0","8","0","20","0","22","13","2","0","0","10","0","11","17","1","30","0","0","0","24","63"
"*05n3v*","Konstantinos Tsimikas","LIV","D","275","Laeka B","LIV 4<br/>@SOU 4 F","116.89","5.84","1%","0%","20","9","752","0","4","0","18","0","2","0","9","0","7","9","3","0","7","12","0","14","4","1","7","0","0","0","11","386"
"*04civ*","Scott McTominay","MUN","M","276","FA","FUL 1<br/>@MUN 2 F","115.07","4.79","0%","0%","24","10","1,136","1","0","0","8","0","6","0","19","0","19","16","8","0","1","14","1","45","13","6","34","0","0","0","20","479"
"*067zu*","Maximilian Wober","LEE","D","277","FA","TOT 4<br/>@LEE 1 F","113.74","7.11","0%","0%","16","14","1,261","0","0","0","6","0","2","0","18","0","2","1","3","0","2","27","4","64","0","14","27","0","0","0","23","180"
"*0521z*","James Justin","LEI","D","278","FA","WHU 1<br/>@LEI 2 F","113.6","8.11","32%","-5%","14","14","1,252","0","0","0","7","2","0","0","18","0","6","29","0","0","7","15","0","36","4","6","23","0","1","0","25","447"
"*061vj*","Kieffer Moore","BOU","F","279","FA","BOU 0<br/>@EVE 1 F","113.5","4.2","0%","0%","27","12","1,262","4","0","0","5","0","9","0","11","0","31","30","1","0","2","1","0","26","1","5","68","0","0","0","34","240"
"*05os4*","Rayan Ait-Nouri","WOL","D","280","FA","WOL 0<br/>@ARS 5 F","112.73","5.37","79%","-4%","21","9","1,054","1","0","0","7","0","5","0","20","0","12","11","4","0","5","9","0","24","25","0","14","0","0","1","18","405"
"*02lzn*","Theo Walcott","SOU","M","281","FA","LIV 4<br/>@SOU 4 F","112.7","5.64","0%","0%","20","13","1,116","2","2","0","15","0","8","0","6","0","12","10","1","0","4","9","1","7","12","1","9","0","0","1","30","176"
"*049tq*","Dominic Calvert-Lewin","EVE","F","282","Noah B","BOU 0<br/>@EVE 1 F","112.5","6.62","82%","0%","17","15","1,161","2","1","0","9","0","10","0","2","0","13","14","3","0","0","3","1","18","14","1","66","0","1","0","22","316"
"*02lp9*","Kyle Walker","MCI","D","283","FA","MCI 0<br/>@BRF 1 F","111.86","4.14","11%","0%","27","22","1,949","0","0","0","6","0","1","0","9","0","6","10","3","0","4","18","0","22","12","2","23","0","0","0","20","667"
"*062p5*","Levi Colwill","BHA","D","284","Noah B","BHA 1<br/>@AVL 2 F","110.8","6.52","20%","+3%","17","13","1,216","0","2","0","7","0","0","0","7","1","4","10","1","0","0","15","3","37","1","3","45","0","0","0","21","294"
"*04o82*","Curtis Jones","LIV","M","286","AUTO REL","LIV 4<br/>@SOU 4 F","108.33","6.02","19%","0%","18","12","1,023","3","1","0","14","0","5","0","17","0","29","16","2","0","2","3","0","9","11","2","3","0","0","0","15","368"
"*068a3*","Danilo","NOT","M","287","FA","NOT 1<br/>@CRY 1 F","108.3","8.33","0%","0%","13","12","972","3","2","0","9","0","4","0","7","0","8","3","1","0","0","9","0","18","14","6","4","0","0","0","17","117"
"*05opn*","Carlos Vinicius","TOT/FUL","F","289","FA","FUL 1<br/>@MUN 2 F","107.75","3.85","0%","0%","28","11","1,085","5","2","0","8","0","12","0","1","0","23","15","3","0","1","0","0","9","5","0","27","0","0","0","20","106"
"*04mqv*","Emerson","CHE/WHU","D","290","FA","WHU 1<br/>@LEI 2 F","107.12","4.87","0%","0%","22","16","1,313","1","0","1","13","0","5","0","14","1","11","15","2","0","5","15","5","29","6","4","18","0","0","0","28","228"
"*06804*","Benoit Badiashile","CHE","D","291","FA","NEW 1<br/>@CHE 1 F","105.23","9.57","1%","0%","11","10","903","1","0","0","3","0","2","0","8","0","3","6","2","0","0","16","2","33","1","2","35","0","0","0","9","360"
"*05w91*","Hwang Hee-Chan","WOL","F","292","j.l.","WOL 0<br/>@ARS 5 F","103.5","3.83","3%","0%","27","12","1,106","3","1","0","10","1","7","0","9","0","20","19","1","0","2","5","0","4","12","2","7","0","0","0","18","334"
"*0687c*","Carlos Alcaraz","SOU","M","293","FA","LIV 4<br/>@SOU 4 F","102.42","5.69","23%","0%","18","13","1,019","4","2","0","5","0","10","1","5","0","24","17","3","0","0","1","0","11","13","5","7","0","0","0","25","105"
"*02lv9*","James Milner","LIV","M","294","FA","LIV 4<br/>@SOU 4 F","102.15","3.3","1%","0%","31","7","865","0","1","0","13","0","1","0","16","0","14","15","2","0","9","12","1","12","11","2","13","0","0","0","12","396"
"*05mxb*","Hakim Ziyech","CHE","M","295","FA","NEW 1<br/>@CHE 1 F","101.66","5.65","0%","0%","18","6","637","0","3","0","15","0","3","0","12","0","13","14","1","0","10","5","0","5","14","0","0","0","0","0","7","240"
"*06329*","Manor Solomon","FUL","F","296","FA","FUL 1<br/>@MUN 2 F","101.25","5.33","1%","0%","19","4","547","4","0","0","6","0","7","0","12","0","11","4","0","0","1","5","0","2","19","0","3","0","0","0","11","49"
"*05ue7*","Frank Onyeka","BRF","M","297","FA","MCI 0<br/>@BRF 1 F","100.36","4.78","0%","0%","21","8","827","0","2","0","7","1","4","0","14","0","10","26","0","0","0","10","0","16","10","3","7","0","0","0","11","348"
"*03ysm*","Daniel Amartey","LEI","D","298","FA","WHU 1<br/>@LEI 2 F","99.98","5","0%","0%","20","18","1,606","0","0","0","5","0","2","0","8","2","4","3","1","0","0","8","2","70","1","17","34","0","0","0","27","450"
"*068n8*","Noni Madueke","CHE","F","299","Laeka B","NEW 1<br/>@CHE 1 F","99","8.25","66%","-3%","12","7","635","1","0","0","13","0","6","0","8","0","13","15","0","0","2","4","0","7","33","2","2","0","0","0","13","50"
"*05u7a*","Junior Firpo","LEE","D","300","FA","TOT 4<br/>@LEE 1 F","97.87","5.15","0%","0%","19","14","1,357","1","1","0","8","1","1","0","25","0","9","8","5","1","5","24","2","29","6","7","17","0","1","0","33","121"
"*04t95*","Oliver Skipp","TOT","M","301","FA","TOT 4<br/>@LEE 1 F","97.22","4.23","0%","0%","23","18","1,483","1","0","0","10","0","3","0","17","0","16","17","7","0","1","17","2","18","11","8","7","0","0","0","28","335"
"*03rxb*","Angelo Ogbonna","WHU","D","302","FA","WHU 1<br/>@LEI 2 F","96.73","6.05","0%","0%","16","13","1,231","0","0","0","3","0","0","0","4","1","3","4","0","0","0","17","4","73","0","7","35","0","0","0","19","360"
"*04tcc*","Jonny","WOL","D","303","FA","WOL 0<br/>@ARS 5 F","96.62","5.37","0%","0%","18","14","1,254","1","0","0","5","0","2","0","15","0","13","19","3","1","4","14","2","25","13","5","15","0","0","0","20","442"
"*068yf*","Weston McKennie","LEE","M","304","FA","TOT 4<br/>@LEE 1 F","96.5","5.08","0%","0%","19","16","1,429","0","1","0","13","0","2","0","13","0","25","5","7","0","3","22","5","26","11","3","25","0","0","0","35","90"
"*03ar4*","Adam Armstrong","SOU","F","305","FA","LIV 4<br/>@SOU 4 F","96.25","3.21","5%","0%","30","14","1,306","2","1","0","11","0","12","1","9","0","22","9","2","0","2","5","1","5","13","3","5","0","0","0","24","156"
"*05tz8*","Emmanuel Dennis","WAT/NOT","F","306","FA","NOT 1<br/>@CRY 1 F","95.75","5.04","0%","0%","19","6","697","2","2","0","7","0","7","1","11","0","25","29","3","0","2","2","0","3","16","1","13","0","0","0","17","0"
"*04io3*","Mario Lemina","SOU/WOL","M","307","FA","WOL 0<br/>@ARS 5 F","95.62","5.03","0%","0%","19","17","1,295","0","1","0","3","0","2","0","24","1","8","9","2","1","1","14","3","23","11","8","17","0","0","0","28","484"
"*05yly*","Deniz Undav","BHA","F","308","Laeka B","BHA 1<br/>@AVL 2 F","95.5","4.34","0%","0%","22","6","600","5","0","0","8","2","12","2","4","0","8","4","2","0","0","0","0","1","4","1","5","0","0","1","9","179"
"*0522r*","Moussa Djenepo","SOU","M","309","FA","LIV 4<br/>@SOU 4 F","94.51","5.91","0%","0%","16","7","691","0","2","0","9","0","2","0","11","0","7","19","1","0","4","11","1","7","19","2","3","0","0","0","14","1"
"*067yz*","Matheus Cunha","WOL","F","310","FA","WOL 0<br/>@ARS 5 F","93.75","5.51","100%","0%","17","12","957","2","0","0","7","0","7","0","4","0","13","21","1","0","0","9","0","9","26","3","7","0","0","0","12","440"
"*056iy*","Pedro Neto","WOL","F","311","FA","WOL 0<br/>@ARS 5 F","93.5","5.19","95%","-2%","18","13","960","0","0","1","20","2","3","0","6","0","13","15","1","0","6","4","0","3","18","1","0","0","1","0","15","379"
"*03eki*","Cheikhou Kouyate","CRY/NOT","M","312","FA","NOT 1<br/>@CRY 1 F","93.14","4.44","0%","0%","21","10","859","1","0","0","7","0","5","0","22","0","9","12","3","0","0","10","1","23","5","2","18","0","0","0","23","193"
"*061y0*","Scott McKenna","NOT","D","313","FA","NOT 1<br/>@CRY 1 F","92.73","4.64","0%","0%","20","19","1,569","0","0","0","8","0","0","0","7","0","2","4","4","0","1","12","3","83","5","14","37","0","0","0","32","450"
"*05y9n*","Lewis Hall","CHE","M","314","011","NEW 1<br/>@CHE 1 F","92.7","10.3","77%","0%","9","8","652","0","0","0","15","0","5","0","12","0","7","11","1","0","6","11","2","10","9","0","7","0","0","0","11","131"
"*05yg5*","Toti","WOL","D","315","FA","WOL 0<br/>@ARS 5 F","92.44","5.44","2%","0%","17","10","972","1","0","0","4","0","2","0","9","0","3","5","6","0","4","11","1","44","9","8","17","0","0","0","14","376"
"*063q8*","Mikkel Damsgaard","BRF","M","316","FA","MCI 0<br/>@BRF 1 F","91.6","3.52","92%","+1%","26","9","956","0","0","0","11","0","6","0","21","0","6","11","4","0","3","10","0","10","9","2","10","0","0","0","14","257"
"*04k4n*","Harry Souttar","STK/LEI","D","317","FA","WHU 1<br/>@LEI 2 F","91.25","7.6","0%","0%","12","11","991","0","1","0","3","0","2","2","9","0","0","5","2","0","0","12","3","45","3","12","38","0","0","1","19","90"
"*0435s*","Joel Matip","LIV","D","318","Laeka B","LIV 4<br/>@SOU 4 F","90.64","6.47","0%","0%","14","12","1,090","1","0","0","4","0","3","0","8","0","1","5","3","0","0","21","6","42","4","3","25","0","0","1","20","279"
"*0633p*","Gianluca Scamacca","WHU","F","319","FA","WHU 1<br/>@LEI 2 F","89.75","5.61","0%","0%","16","11","916","3","0","0","13","0","10","0","5","0","18","10","3","0","1","4","0","5","6","0","17","0","0","0","12","202"
"*05yct*","Nathan Patterson","EVE","D","320","FA","BOU 0<br/>@EVE 1 F","89.1","4.69","1%","0%","19","14","1,270","0","0","0","6","0","1","0","24","0","9","13","3","0","4","15","3","36","10","4","10","0","0","0","22","205"
"*05raa*","Hugo Bueno","WOL","D","321","FA","WOL 0<br/>@ARS 5 F","88.19","4.2","54%","-1%","21","16","1,305","0","1","0","16","0","1","0","16","0","11","7","1","0","12","10","0","30","13","1","10","0","0","0","29","162"
"*0649n*","Duje Caleta-Car","SOU","D","322","FA","LIV 4<br/>@SOU 4 F","87.75","6.75","0%","0%","13","9","938","1","0","0","1","0","2","0","10","0","2","1","2","0","0","15","1","65","2","11","19","0","0","0","15","90"
"*0328q*","Tom Cairney","FUL","M","323","FA","FUL 1<br/>@MUN 2 F","87.61","2.65","1%","0%","33","6","945","2","0","0","12","1","3","0","6","0","21","22","2","0","5","5","0","3","9","3","8","0","1","0","13","145"
"*05tr5*","Mads Roerslev","BRF","D","324","FA","MCI 0<br/>@BRF 1 F","86.79","4.34","0%","0%","20","12","1,096","0","0","0","8","0","1","0","12","0","9","3","0","0","5","9","2","32","3","5","8","0","0","0","12","519"
"*04qfo*","Neeskens Kebano","FUL","M","325","FA","FUL 1<br/>@MUN 2 F","86.2","5.07","0%","0%","17","9","752","0","3","0","13","1","2","1","9","0","12","16","0","0","5","1","0","4","9","0","2","0","0","0","10","243"
"*03yr0*","Daniel James","LEE/FUL","M","326","FA","FUL 1<br/>@MUN 2 F","85.53","3.56","18%","0%","24","7","785","2","1","1","8","0","4","2","7","0","14","20","0","0","6","3","0","6","6","1","1","0","1","0","18","93"
"*04ge8*","Reiss Nelson","ARS","F","327","FA","WOL 0<br/>@ARS 5 F","84.75","7.7","9%","0%","11","0","192","3","2","0","9","1","7","0","1","0","9","4","0","0","3","0","0","4","7","0","2","0","0","0","3","111"
"*04jyc*","Davinson Sanchez","TOT","D","328","FA","TOT 4<br/>@LEE 1 F","84.63","4.7","0%","0%","18","8","839","0","0","0","2","0","2","0","11","0","2","4","1","0","1","12","2","41","2","10","28","0","0","0","17","183"
"*02oq7*","Jack Stephens","SOU/BOU","D","329","FA","BOU 0<br/>@EVE 1 F","84.48","4.97","0%","0%","17","13","1,218","0","0","0","3","0","1","0","13","1","2","2","3","0","2","17","2","55","3","17","17","0","0","0","24","360"
"*04yim*","Christian Pulisic","CHE","M","330","FA","NEW 1<br/>@CHE 1 F","83.76","3.49","0%","0%","24","8","789","1","1","0","12","0","6","1","6","0","12","15","1","0","2","4","0","4","11","1","5","0","0","0","11","204"
"*04f6o*","Will Hughes","CRY","M","331","DDT","NOT 1<br/>@CRY 1 F","83.39","3.09","2%","0%","27","7","801","1","1","0","6","0","4","0","16","0","10","7","4","0","1","16","1","8","3","7","5","0","0","0","11","148"
"*04fyg*","Zanka","BRF","D","332","FA","MCI 0<br/>@BRF 1 F","81.72","4.54","0%","0%","18","11","1,090","0","0","0","3","1","1","0","8","0","1","4","2","0","0","16","1","39","0","12","17","0","0","1","15","399"
"*03gu4*","Harry Maguire","MUN","D","333","KFFC","FUL 1<br/>@MUN 2 F","81.09","5.07","43%","+3%","16","8","757","0","0","0","1","0","0","0","6","0","0","4","4","0","0","13","0","41","2","11","25","0","0","0","7","475"
"*02opy*","Adam Lallana","BHA","M","334","FA","BHA 1<br/>@AVL 2 F","79.57","4.97","0%","0%","16","12","712","2","1","0","14","0","5","0","4","0","11","7","0","0","2","2","0","1","3","0","8","0","0","0","10","254"
"*05m46*","Luke Thomas","LEI","D","335","FA","WHU 1<br/>@LEI 2 F","79.54","4.68","0%","0%","17","11","1,063","0","0","0","5","1","0","0","19","0","8","7","3","0","3","26","1","28","5","4","11","0","0","1","20","181"
"*067zv*","Kevin Schade","BRF","M","336","FA","MCI 0<br/>@BRF 1 F","79.43","4.41","97%","-2%","18","7","713","0","1","1","8","0","4","0","8","0","9","8","2","0","4","4","1","4","12","0","30","0","1","0","7","196"
"*060wh*","Alejandro Garnacho","MUN","M,F","337","YUM","FUL 1<br/>@MUN 2 F","79.25","4.17","28%","-1%","19","5","546","3","2","0","3","0","10","2","2","0","14","8","3","0","0","5","0","2","11","0","3","0","0","0","13","226"
"*04qfm*","Ryan Sessegnon","TOT","D","338","FA","TOT 4<br/>@LEE 1 F","79.22","4.66","25%","-1%","17","9","797","2","0","0","6","1","6","0","11","0","10","6","4","0","4","6","1","16","4","1","10","0","0","0","15","140"
"*04u6k*","Yerry Mina","EVE","D","339","YUM","BOU 0<br/>@EVE 1 F","79","11.29","0%","0%","7","7","594","2","0","0","1","0","4","0","8","0","0","10","2","0","0","6","2","28","1","4","19","0","0","0","9","90"
"*04mqu*","Aymeric Laporte","MCI","D","340","FA","MCI 0<br/>@BRF 1 F","78.91","6.58","0%","0%","12","11","991","0","0","0","5","0","1","0","8","0","0","7","0","0","0","3","1","30","2","4","24","0","0","0","10","347"
"*02yhi*","Philippe Coutinho","AVL","M","341","FA","BHA 1<br/>@AVL 2 F","78.21","3.91","0%","0%","20","7","765","1","0","0","8","0","8","1","14","0","17","14","3","0","2","4","0","1","14","1","3","0","0","0","9","222"
"*04spw*","James Garner","MUN/EVE","M","342","FA","BOU 0<br/>@EVE 1 F","77.89","4.87","84%","0%","16","7","788","0","1","0","7","0","3","0","13","0","3","10","3","0","3","12","2","13","6","1","12","0","0","0","13","215"
"*05w9r*","Takehiro Tomiyasu","ARS","D","343","FA","WOL 0<br/>@ARS 5 F","77.45","3.69","0%","0%","21","6","641","0","1","0","4","0","0","0","18","0","4","3","2","0","4","14","1","14","1","0","17","0","0","0","11","196"
"*04u6i*","Leander Dendoncker","WOL/AVL","M","344","FA","BHA 1<br/>@AVL 2 F","77.12","3.21","0%","0%","24","9","883","0","0","0","7","0","2","0","11","0","5","1","0","0","1","19","2","16","3","4","12","0","0","0","14","371"
"*02t1k*","Nathaniel Clyne","CRY","D","345","FA","NOT 1<br/>@CRY 1 F","76.95","3.5","1%","0%","22","19","1,635","0","0","0","7","0","0","0","16","0","3","8","3","0","5","19","0","27","5","4","6","0","0","0","23","224"
"*062h8*","Moussa Niakhate","NOT","D","346","FA","NOT 1<br/>@CRY 1 F","76.71","5.48","0%","0%","14","14","1,158","0","0","0","1","0","3","0","9","1","1","6","1","0","0","19","6","54","0","8","19","0","0","0","21","168"
"*02m5b*","Chris Wood","NEW/NOT","F","348","FA","NOT 1<br/>@CRY 1 F","76.5","3.06","63%","-7%","25","9","797","3","0","0","6","0","5","0","4","0","11","7","0","0","0","2","0","9","1","3","42","0","0","0","9","339"
"*056mf*","Neal Maupay","BHA/EVE","F","347","FA","BOU 0<br/>@EVE 1 F","76.5","2.83","0%","0%","27","11","1,092","1","0","0","7","0","16","0","5","0","16","21","4","0","0","5","0","0","7","0","15","0","0","0","19","303"
"*04mcg*","Ben Johnson","WHU","D","349","FA","WHU 1<br/>@LEI 2 F","75.62","4.45","0%","0%","17","9","855","0","0","0","3","0","1","0","14","0","7","5","0","0","7","9","2","24","8","4","16","0","0","0","13","211"
"*03z3w*","Joe Rothwell","BOU","M","350","FA","BOU 0<br/>@EVE 1 F","74.39","3.72","0%","0%","20","12","1,002","0","1","0","8","0","2","0","13","0","4","3","2","0","1","9","0","7","16","3","1","0","0","0","15","283"
"*0632a*","Sekou Mara","SOU","F","351","FA","LIV 4<br/>@SOU 4 F","74.25","3.38","0%","0%","22","4","521","1","2","0","6","0","5","0","10","0","18","6","1","0","0","1","0","5","13","0","25","0","0","0","10","69"
"*062x7*","Rico Lewis","MCI","D","352","011","MCI 0<br/>@BRF 1 F","74.16","5.3","6%","0%","14","10","897","0","0","0","12","0","2","0","9","0","13","18","1","0","3","6","2","12","8","4","0","0","0","0","8","212"
"*068a1*","Mykhailo Mudryk","CHE","M","353","FA","NEW 1<br/>@CHE 1 F","73.75","4.92","1%","0%","15","7","643","0","2","0","10","0","5","0","9","0","11","12","1","0","4","0","0","2","13","1","5","0","0","0","10","90"
"*068ye*","Matias Vina","BOU","D","356","FA","BOU 0<br/>@EVE 1 F","72.72","6.06","0%","0%","12","5","446","2","0","0","2","0","6","0","11","0","6","11","1","0","0","4","0","17","10","1","4","0","0","0","10","95"
"*04qrc*","Raul Jimenez","WOL","F","357","FA","WOL 0<br/>@ARS 5 F","72.5","4.83","86%","-5%","15","8","832","0","1","0","9","1","9","0","6","0","14","14","0","0","2","0","0","7","5","0","24","0","0","0","18","205"
"*061z3*","Fabio Vieira","ARS","M","358","FA","WOL 0<br/>@ARS 5 F","72.23","3.28","0%","0%","22","3","479","1","2","0","12","0","2","0","4","0","8","5","0","0","4","4","0","2","6","0","3","0","0","0","5","246"
"*05749*","Kieran Tierney","ARS","D","359","FA","WOL 0<br/>@ARS 5 F","71.1","2.63","0%","0%","27","6","754","0","1","0","4","0","2","0","11","0","0","9","0","0","3","11","0","20","3","2","6","0","0","0","10","205"
"*05opj*","Elliot Anderson","NEW","M","360","FA","NEW 1<br/>@CHE 1 F","70.56","3.21","99%","0%","22","3","380","0","1","0","9","0","4","1","5","0","10","10","0","0","4","6","1","1","10","2","11","0","0","0","7","118"
"*068yn*","Marcel Sabitzer","MUN","M","361","FA","FUL 1<br/>@MUN 2 F","70.18","6.38","0%","0%","11","7","618","0","1","0","10","0","3","0","8","0","5","10","1","0","1","8","0","11","1","2","13","0","0","0","7","399"
"*04qr0*","Willy Boly","WOL/NOT","D","362","DDT","NOT 1<br/>@CRY 1 F","69.93","6.36","0%","0%","11","9","681","0","1","0","1","0","1","0","6","0","0","5","2","0","0","12","3","45","1","4","15","0","0","0","10","280"
"*03srm*","N'Golo Kante","CHE","M","363","DF","NEW 1<br/>@CHE 1 F","69.51","9.93","0%","0%","7","6","516","0","1","0","13","0","1","0","10","0","5","2","1","0","3","6","1","2","12","0","2","0","0","0","7","159"
"*0372y*","Matt Targett","NEW","D","364","KFFC","NEW 1<br/>@CHE 1 F","69.34","4.08","0%","0%","17","6","590","0","0","0","10","0","0","0","10","0","6","3","1","0","3","9","0","13","2","3","11","0","0","0","6","199"
