"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*05nt7*","Thiago Silva","CHE","D","121","RK U8","NEW 1<br/>@CHE 1 F","232.98","8.63","0%","0%","27","26","2,350","0","2","0","5","0","2","1","27","0","1","13","2","0","0","34","6","109","3","29","62","0","0","0","32","540"
"*02oo1*","Ben Davies","TOT","D","122","KFFC","TOT 4<br/>@LEE 1 F","232.85","7.51","1%","0%","31","26","2,279","2","2","0","20","1","5","0","11","0","5","17","4","0","8","18","1","67","5","8","70","0","0","0","33","813"
"*05mzz*","Pascal Struijk","LEE","D","123","j.l.","TOT 4<br/>@LEE 1 F","231.73","7.99","45%","-14%","29","26","2,196","2","1","0","14","1","7","0","57","0","12","12","5","0","5","32","2","64","9","12","60","0","0","0","52","360"
"*02lkp*","Raheem Sterling","CHE","F","124","RyRob","NEW 1<br/>@CHE 1 F","230.5","8.23","1%","0%","28","23","1,884","6","3","0","34","1","18","2","10","0","50","32","4","0","9","2","0","3","39","0","5","0","0","0","27","392"
"*0649k*","Wout Faes","LEI","D","125","DF","WHU 1<br/>@LEI 2 F","229.47","7.4","0%","0%","31","31","2,786","1","2","0","9","0","3","0","33","1","5","17","4","1","0","40","5","111","8","37","58","0","0","2","51","630"
"*02lpn*","Eric Dier","TOT","D","126","AUTO REL","TOT 4<br/>@LEE 1 F","229.01","6.94","0%","0%","33","31","2,814","2","1","0","7","0","4","0","19","0","3","10","3","0","3","35","5","109","1","24","80","0","0","0","52","811"
"*05akv*","Tyrick Mitchell","CRY","D","127","j.l.","NOT 1<br/>@CRY 1 F","228.17","6.34","97%","0%","36","34","2,887","0","2","0","15","0","1","0","49","0","17","10","5","1","12","42","3","66","17","11","25","0","0","0","38","657"
"*037wp*","Christian Eriksen","MUN","M","128","FA","FUL 1<br/>@MUN 2 F","227.53","8.13","0%","0%","28","25","2,041","1","8","0","36","1","12","0","18","0","19","10","3","0","9","11","2","20","7","9","9","0","0","0","25","791"
"*05ybq*","Vitalii Mykolenko","EVE","D","130","FA","BOU 0<br/>@EVE 1 F","225.77","6.64","61%","0%","34","30","2,652","0","0","0","19","1","3","0","34","0","8","21","4","0","14","47","8","88","10","16","26","0","0","0","46","631"
"*04e1c*","Lewis Dunk","BHA","D","131","FA","BHA 1<br/>@AVL 2 F","224.61","6.24","32%","+5%","36","36","3,238","1","0","0","9","1","3","0","19","1","5","27","4","0","1","34","6","81","4","27","69","0","0","1","50","1,078"
"*061ve*","Ryan Christie","BOU","M","132","DDT","BOU 0<br/>@EVE 1 F","221.97","6.94","15%","-1%","32","22","1,816","1","1","0","30","1","9","1","22","0","33","45","2","0","4","26","2","16","37","4","16","0","0","0","35","313"
"*062cn*","Julian Alvarez","MCI","F","133","KFFC","MCI 0<br/>@BRF 1 F","221.5","7.15","0%","0%","31","13","1,432","9","0","0","18","3","22","1","16","0","24","14","0","0","3","2","0","5","21","0","8","0","1","0","16","543"
"*05gcq*","Daniel Podence","WOL","F","134","FA","WOL 0<br/>@ARS 5 F","220.5","6.89","0%","0%","32","20","1,750","6","0","0","36","1","18","1","17","0","30","23","5","0","11","8","1","5","21","0","6","0","0","0","31","407"
"*05uns*","Leon Bailey","AVL","F","135","j.l.","BHA 1<br/>@AVL 2 F","220","6.67","2%","0%","33","26","1,955","4","4","1","30","1","14","2","6","0","53","22","4","0","22","6","2","11","37","0","24","0","0","0","32","528"
"*0522s*","Che Adams","SOU","F","136","FA","LIV 4<br/>@SOU 4 F","218.25","7.79","0%","0%","28","23","1,982","5","3","0","24","2","15","2","13","0","28","27","1","0","2","4","0","22","16","4","61","0","0","0","41","227"
"*05opk*","Vladimir Coufal","WHU","D","137","RyRob","WHU 1<br/>@LEI 2 F","217.86","8.07","0%","0%","27","24","2,130","0","1","1","26","1","1","0","31","0","21","21","5","0","19","38","3","63","3","6","40","0","0","0","35","374"
"*052ca*","Ezri Konsa","AVL","D","138","FA","BHA 1<br/>@AVL 2 F","217.05","5.71","34%","-1%","38","37","3,322","0","0","0","8","0","0","0","20","0","5","64","6","0","2","26","4","114","5","23","57","0","0","0","45","1,071"
"*03ena*","Aaron Cresswell","WHU","D","139","RyRob","WHU 1<br/>@LEI 2 F","214.93","7.68","0%","0%","28","24","2,229","0","1","0","40","0","1","0","11","0","6","9","3","0","23","27","5","53","2","11","28","0","0","0","32","584"
"*061vp*","Brenden Aaronson","LEE","M","140","FA","TOT 4<br/>@LEE 1 F","214.85","5.97","66%","-3%","36","28","2,356","1","3","1","46","1","9","4","18","0","82","55","2","0","10","5","1","6","33","3","8","0","0","0","58","392"
"*04kj7*","Serge Aurier","TOT/NOT","D","141","DF","NOT 1<br/>@CRY 1 F","214.5","8.94","0%","0%","24","22","1,943","1","0","0","10","0","3","0","41","0","18","19","2","0","8","29","3","65","14","11","46","0","0","0","31","563"
"*067yv*","Cody Gakpo","LIV","F","142","AUTO REL","LIV 4<br/>@SOU 4 F","212.25","10.11","100%","0%","21","17","1,450","7","2","0","23","1","13","0","15","0","36","33","0","0","1","4","0","2","23","1","26","0","1","0","19","605"
"*0649i*","Antony","MUN","F","143","YUM","FUL 1<br/>@MUN 2 F","211","8.44","0%","0%","25","23","1,798","4","2","1","28","0","24","2","9","0","12","25","5","0","3","11","0","2","28","0","5","0","0","0","21","812"
"*05uoc*","Cristian Romero","TOT","D","144","FA","TOT 4<br/>@LEE 1 F","210.36","7.79","50%","-1%","27","26","2,362","0","1","0","8","1","2","2","36","1","10","12","9","1","0","44","1","97","13","18","57","0","1","0","41","712"
"*05nuh*","Robin Koch","LEE","D","146","FA","TOT 4<br/>@LEE 1 F","206.98","5.75","0%","0%","36","36","3,175","0","0","0","6","0","4","0","30","0","1","17","7","0","0","43","4","147","1","21","111","0","0","1","74","450"
"*0558w*","William Saliba","ARS","D","147","FA","WOL 0<br/>@ARS 5 F","206.29","7.64","99%","0%","27","27","2,415","2","1","0","6","0","3","0","20","0","6","13","4","0","1","19","3","82","8","10","53","0","0","1","25","1,065"
"*051k8*","Conor Gallagher","CHE","M","148","YUM","NEW 1<br/>@CHE 1 F","205.97","5.88","50%","+1%","35","18","1,591","3","1","0","21","0","11","1","33","0","36","35","9","1","8","23","6","14","23","10","19","0","0","0","22","448"
"*05tr8*","Christian Norgaard","BRF","M","149","FA","MCI 0<br/>@BRF 1 F","205.87","9.36","7%","0%","22","21","1,761","1","3","0","12","3","10","1","30","0","10","20","6","0","2","34","4","40","8","9","18","0","1","0","23","529"
"*0329y*","Joel Ward","CRY","D","150","thomas","NOT 1<br/>@CRY 1 F","205.58","7.34","0%","0%","28","24","2,250","1","0","0","9","0","2","0","36","0","10","11","6","0","8","25","2","77","7","16","58","0","0","0","35","700"
"*05tre*","Vitaly Janelt","BRF","M","151","FA","MCI 0<br/>@BRF 1 F","203.49","5.81","10%","+1%","35","24","2,188","3","1","0","16","0","5","0","27","0","11","21","3","0","8","29","6","23","7","9","33","0","0","0","28","787"
"*05w9m*","Emerson Royal","TOT","D","152","DDT","TOT 4<br/>@LEE 1 F","200.71","7.72","0%","0%","26","20","1,723","2","1","0","9","1","7","0","33","0","19","33","2","1","6","18","3","65","14","3","28","0","0","0","26","641"
"*05mzw*","Luke Ayling","LEE","D","153","FA","TOT 4<br/>@LEE 1 F","198.74","6.85","0%","0%","29","22","2,042","2","1","0","12","0","5","0","37","0","12","35","3","0","13","26","1","47","12","11","47","0","0","0","48","270"
"*04ug0*","Sean Longstaff","NEW","M","154","FA","NEW 1<br/>@CHE 1 F","198.46","6.01","12%","0%","33","28","2,507","1","4","0","23","1","7","0","21","0","29","39","2","0","8","16","2","22","7","8","24","0","0","0","18","1,100"
"*02m6x*","Tim Ream","FUL","D","155","FA","FUL 1<br/>@MUN 2 F","198.22","6.01","0%","0%","33","33","2,898","1","0","0","3","0","2","0","16","3","5","7","2","0","0","41","5","112","10","24","48","0","0","0","44","720"
"*056iw*","Allan Saint-Maximin","NEW","M","156","thomas","NEW 1<br/>@CHE 1 F","197.9","7.92","0%","0%","25","12","1,095","1","5","0","31","1","13","0","3","0","30","16","1","0","5","5","0","0","56","0","2","0","0","0","14","351"
"*03u2b*","Adama Traore","WOL","F","157","YUM","WOL 0<br/>@ARS 5 F","197.5","5.81","9%","0%","34","12","1,460","2","1","0","24","3","8","0","7","0","27","34","2","0","20","3","0","17","46","1","39","0","0","0","30","269"
"*03arh*","Kurt Zouma","WHU","D","158","FA","WHU 1<br/>@LEI 2 F","196.97","7.88","0%","0%","25","24","1,987","2","0","0","1","1","6","0","4","0","1","7","0","0","0","30","8","118","2","14","56","0","0","0","29","630"
"*05ylw*","Rodrigo Bentancur","TOT","M","159","FA","TOT 4<br/>@LEE 1 F","196.45","10.91","19%","-1%","18","17","1,496","5","2","0","11","0","9","0","28","0","17","8","8","0","4","20","3","21","20","15","15","0","0","0","24","536"
"*062p9*","Kalidou Koulibaly","CHE","D","160","AUTO REL","NEW 1<br/>@CHE 1 F","194.5","8.46","0%","0%","23","20","1,796","2","1","0","7","0","4","0","31","3","2","9","5","1","1","29","4","72","4","13","33","0","0","0","22","580"
"*062pl*","Lisandro Martinez","MUN","D","161","FA","FUL 1<br/>@MUN 2 F","193.16","7.15","12%","+3%","27","24","2,110","1","0","0","6","0","1","1","28","0","9","10","6","0","0","33","7","96","14","27","32","0","0","0","33","837"
"*04rhd*","Fabinho","LIV","M","162","FA","LIV 4<br/>@SOU 4 F","193.03","5.36","0%","0%","36","31","2,661","0","2","1","17","0","4","0","38","0","12","24","11","0","1","37","6","38","7","11","30","0","0","0","34","1,016"
"*05uor*","Yoane Wissa","BRF","F","163","FA","MCI 0<br/>@BRF 1 F","192","5.05","45%","-1%","38","16","1,561","7","3","0","13","1","15","1","12","0","25","26","3","0","0","6","0","14","19","0","24","0","1","0","17","568"
"*05ojg*","Nelson Semedo","WOL","D","164","RyRob","WOL 0<br/>@ARS 5 F","191.76","5.33","1%","0%","36","31","2,624","0","1","0","11","0","0","0","42","0","19","24","11","1","8","29","3","76","33","15","30","0","0","0","42","704"
"*04rf1*","Mohamed Elyounoussi","SOU","M","165","FA","LIV 4<br/>@SOU 4 F","191.64","5.81","0%","0%","33","27","2,156","1","1","0","18","0","11","0","28","0","38","18","4","0","10","27","2","34","24","3","37","0","0","0","45","215"
"*05a6e*","Neco Williams","NOT","D","167","FA","NOT 1<br/>@CRY 1 F","190.83","6.16","98%","0%","31","20","1,860","1","0","0","15","1","7","0","47","1","17","27","7","0","13","33","3","37","18","8","17","0","1","0","41","351"
"*052cd*","Mason Mount","CHE","M","168","thomas","NEW 1<br/>@CHE 1 F","189.89","7.91","17%","0%","24","20","1,640","3","2","0","29","2","9","0","20","0","29","27","4","0","7","8","0","6","15","6","9","0","0","0","21","621"
"*02lk5*","Jordan Henderson","LIV","M","169","AUTO REL","LIV 4<br/>@SOU 4 F","188.99","5.4","5%","0%","35","23","2,049","0","2","0","31","1","6","1","23","0","9","9","2","0","15","21","0","12","12","3","11","0","0","0","30","765"
"*04qr8*","Diogo Jota","LIV","F","170","RK U8","LIV 4<br/>@SOU 4 F","188.5","8.57","0%","0%","22","12","1,113","7","4","0","17","0","11","1","15","0","19","15","2","0","3","3","0","9","14","0","18","0","1","0","19","485"
"*04qqv*","Fred","MUN","M","171","Laeka B","FUL 1<br/>@MUN 2 F","187.94","5.37","0%","0%","35","12","1,207","2","2","0","30","1","5","1","30","0","16","22","6","0","2","19","1","13","12","2","11","0","0","0","22","468"
"*03vll*","Michail Antonio","WHU","F","172","KFFC","WHU 1<br/>@LEI 2 F","187.5","5.68","0%","0%","33","21","1,805","5","3","0","15","0","13","2","7","0","45","44","2","0","5","5","0","9","26","5","50","0","0","0","29","402"
"*05unu*","Romeo Lavia","SOU","M","173","YUM","LIV 4<br/>@SOU 4 F","185.2","6.39","2%","-1%","29","26","2,217","1","0","1","16","1","3","0","35","0","31","48","9","0","0","33","4","23","28","11","8","0","1","0","50","266"
"*043c1*","Oleksandr Zinchenko","ARS","D,M","174","FA","WOL 0<br/>@ARS 5 F","184.01","6.82","1%","0%","27","26","2,114","1","2","1","19","0","7","0","18","0","15","11","3","0","7","22","1","31","15","2","51","0","0","0","28","812"
"*063e7*","Marcos Senesi","BOU","D","175","FA","BOU 0<br/>@EVE 1 F","183.96","5.93","91%","0%","31","29","2,487","2","0","0","5","0","3","0","35","0","4","13","7","0","2","43","12","140","8","20","27","0","0","0","55","427"
"*04t3s*","Joao Moutinho","WOL","M","176","RK U8","WOL 0<br/>@ARS 5 F","183.48","5.92","0%","0%","31","20","1,761","0","2","0","36","0","3","0","30","0","7","15","3","0","6","18","3","18","8","6","8","0","0","0","28","426"
"*03dxq*","Danny Ings","AVL/WHU","F","177","FA","WHU 1<br/>@LEI 2 F","183.25","5.24","0%","0%","35","15","1,557","8","2","0","15","0","18","0","13","0","27","14","4","0","0","4","0","15","14","3","25","0","0","0","26","356"
"*03v6t*","Ben Chilwell","CHE","D","178","AUTO REL","NEW 1<br/>@CHE 1 F","183.22","7.97","0%","0%","23","15","1,397","2","2","0","21","1","4","1","17","0","18","23","3","0","10","18","1","23","7","2","26","0","1","0","19","326"
"*05mxa*","Joel Veltman","BHA","D","179","FA","BHA 1<br/>@AVL 2 F","182.89","5.9","3%","0%","31","25","2,179","1","1","0","10","0","6","0","32","0","10","38","6","0","6","19","1","49","5","8","26","0","0","0","29","769"
"*04s8k*","Jorginho","CHE/ARS","M","182","RK U8","WOL 0<br/>@ARS 5 F","180.48","5.64","0%","0%","32","24","2,116","2","1","0","12","1","3","1","36","0","17","41","4","0","0","30","1","14","7","5","18","0","0","0","23","877"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","183","FA","FUL 1<br/>@MUN 2 F","179.75","4.99","0%","0%","36","29","2,457","4","1","0","19","0","10","2","24","0","32","21","8","0","14","20","3","26","18","3","12","0","2","0","40","666"
"*051k7*","Reece James","CHE","D","185","FA","NEW 1<br/>@CHE 1 F","178.68","11.17","95%","+3%","16","14","1,240","1","1","0","21","1","4","1","20","0","14","18","4","0","16","12","4","20","20","2","23","0","1","0","17","308"
"*05n5p*","Mohammed Salisu","SOU","D","186","FA","LIV 4<br/>@SOU 4 F","178","8.09","0%","0%","22","21","1,969","0","1","1","7","0","5","0","29","1","9","3","5","0","4","32","2","118","7","25","55","0","0","1","41","90"
"*05rl4*","Crysencio Summerville","LEE","M","187","FA","TOT 4<br/>@LEE 1 F","177.38","6.34","79%","-2%","28","12","1,393","4","2","0","16","2","9","0","20","0","36","41","4","0","2","13","2","8","23","2","5","0","1","0","38","57"
"*062h7*","Tyler Adams","LEE","M","188","FA","TOT 4<br/>@LEE 1 F","177.24","7.39","8%","0%","24","24","2,156","0","0","0","24","0","0","0","46","0","18","21","4","1","0","35","3","25","7","8","26","0","0","0","36","450"
"*0620j*","Armel Bella Kotchap","SOU","D","189","FA","LIV 4<br/>@SOU 4 F","174.24","7.26","0%","0%","24","24","1,880","0","2","0","6","0","2","0","17","3","6","33","4","0","0","44","7","108","4","12","40","0","0","0","39","270"
"*0687b*","Alex Moreno","AVL","D","190","FA","BHA 1<br/>@AVL 2 F","174.07","9.16","0%","0%","19","14","1,322","0","3","0","22","0","3","1","14","0","15","11","3","0","15","7","1","30","23","3","9","0","0","0","10","621"
"*05n07*","Pedro Porro","MCI/TOT","D","191","DDT","TOT 4<br/>@LEE 1 F","174.04","11.6","99%","0%","15","13","1,126","3","3","0","25","0","7","1","16","0","7","16","0","0","16","15","1","20","14","2","1","0","0","0","26","91"
"*03yu2*","Abdoulaye Doucoure","EVE","M","192","thomas","BOU 0<br/>@EVE 1 F","172.87","6.91","0%","0%","25","17","1,521","5","2","0","22","0","8","0","20","0","13","4","6","1","2","13","0","10","20","3","13","0","0","0","26","371"
"*04qos*","Issa Diop","WHU/FUL","D","193","FA","FUL 1<br/>@MUN 2 F","172.78","6.91","2%","+1%","25","21","2,003","1","0","0","2","0","2","0","19","0","1","8","2","0","0","35","4","86","3","17","33","0","0","0","26","637"
"*04xjr*","Harvey Elliott","LIV","M","194","FA","LIV 4<br/>@SOU 4 F","172.02","5.38","8%","0%","32","18","1,588","1","2","1","26","0","12","0","18","0","23","25","2","0","6","15","0","6","18","1","4","0","0","0","20","565"
"*04rzl*","Taiwo Awoniyi","NOT","F","195","DF","NOT 1<br/>@CRY 1 F","171.5","6.35","20%","+1%","27","17","1,384","10","1","0","10","0","15","2","10","0","29","19","2","0","0","4","0","20","5","4","20","0","0","0","29","285"
"*062ed*","Rasmus Kristensen","LEE","D","196","FA","TOT 4<br/>@LEE 1 F","169.81","6.53","0%","0%","26","21","1,954","3","1","0","9","0","5","0","35","3","5","6","4","0","6","35","4","55","6","14","34","0","0","0","53","176"
"*02lny*","Ashley Young","AVL","D","197","FA","BHA 1<br/>@AVL 2 F","168.95","5.83","0%","0%","29","23","2,026","1","0","0","14","0","3","0","27","0","5","28","7","0","7","21","1","60","8","11","14","0","0","0","28","804"
"*068yj*","Felipe","NOT","D","198","KFFC","NOT 1<br/>@CRY 1 F","168.21","10.51","0%","0%","16","15","1,416","0","1","0","7","0","1","0","23","1","4","11","4","0","0","36","6","89","14","13","52","0","0","0","32","78"
"*03zsq*","Kyle Walker-Peters","SOU","D","199","Noah B","LIV 4<br/>@SOU 4 F","167.63","5.41","8%","-5%","31","30","2,647","1","0","0","15","0","5","1","32","1","43","41","4","0","11","27","8","41","49","8","16","0","0","0","58","245"
"*04mdn*","Anthony Gordon","EVE/NEW","M","200","011","NEW 1<br/>@CHE 1 F","167.35","5.23","96%","-1%","32","16","1,554","4","0","0","14","0","18","1","34","0","28","23","7","0","4","6","0","10","17","1","9","0","0","0","18","347"
"*03yeg*","Tosin Adarabioyo","FUL","D","201","YUM","FUL 1<br/>@MUN 2 F","166.99","6.68","7%","-3%","25","23","2,083","1","0","0","6","0","4","0","13","1","4","5","4","0","1","26","6","138","5","15","59","0","0","0","39","270"
"*061xw*","Joe Worrall","NOT","D","202","FA","NOT 1<br/>@CRY 1 F","166.97","5.57","0%","0%","30","21","2,206","1","0","0","5","0","2","0","25","1","4","4","6","0","0","26","7","108","3","23","55","0","0","0","44","478"
"*04adp*","Aaron Wan-Bissaka","MUN","D","203","thomas","FUL 1<br/>@MUN 2 F","166.84","8.78","46%","0%","19","16","1,429","0","0","0","15","0","2","0","25","1","10","2","2","0","3","22","4","35","17","8","13","0","0","0","10","734"
"*02m4d*","Craig Dawson","WHU/WOL","D","204","FA","WOL 0<br/>@ARS 5 F","165.47","6.62","0%","0%","25","25","2,134","1","0","0","2","1","3","0","12","1","6","13","6","0","0","18","4","99","3","29","48","0","1","0","31","630"
"*063zh*","Thilo Kehrer","WHU","D","205","FA","WHU 1<br/>@LEI 2 F","165.25","6.12","0%","0%","27","25","2,228","0","2","0","8","1","1","0","24","0","6","12","4","0","4","34","3","73","8","6","36","0","0","1","34","456"
"*03g40*","Kelechi Iheanacho","LEI","F","206","DDT","WHU 1<br/>@LEI 2 F","163.5","5.84","0%","0%","28","11","1,097","5","5","0","22","0","14","2","2","0","36","5","0","0","0","0","0","8","20","1","15","0","0","0","23","53"
"*068lx*","Dango Ouattara","BOU","F","208","RyRob","BOU 0<br/>@EVE 1 F","162.5","8.55","95%","0%","19","15","1,234","1","3","0","18","0","5","0","15","0","14","15","1","0","10","13","0","29","31","3","30","0","0","0","23","185"
"*05u4m*","Patson Daka","LEI","F","207","FA","WHU 1<br/>@LEI 2 F","162.5","5.42","0%","0%","30","13","1,152","4","4","0","17","0","16","0","8","0","19","15","2","0","1","7","1","7","7","2","26","0","1","0","24","339"
"*05u5e*","Romain Perraud","SOU","D","209","FA","LIV 4<br/>@SOU 4 F","161.35","5.56","0%","0%","29","22","1,822","2","2","0","15","0","6","0","33","0","14","15","4","0","12","20","3","34","9","6","14","0","0","1","35","267"
"*064a0*","Wilfried Gnonto","LEE","F","210","FA","TOT 4<br/>@LEE 1 F","160.5","6.69","13%","0%","24","14","1,334","2","4","1","22","0","8","0","17","0","19","39","7","0","8","5","0","3","21","1","8","0","0","0","28","219"
"*02y6o*","Nathan Ake","MCI","D","211","FA","MCI 0<br/>@BRF 1 F","160.1","6.16","24%","+1%","26","22","1,869","1","0","0","9","0","2","2","12","0","0","14","2","0","1","20","0","47","3","10","36","0","0","0","15","661"
"*0647l*","Renan Lodi","NOT","D","212","FA","NOT 1<br/>@CRY 1 F","158.16","5.65","0%","0%","28","26","2,209","0","1","0","13","1","0","0","39","0","13","42","7","0","10","33","2","60","14","6","18","0","0","0","48","454"
"*02yl5*","John Stones","MCI","D","213","FA","MCI 0<br/>@BRF 1 F","157.2","6.83","4%","0%","23","21","1,842","2","2","0","8","0","3","1","13","1","4","8","2","0","0","9","1","38","6","10","33","0","0","1","17","669"
"*05omu*","Ruben Dias","MCI","D","214","RK U8","MCI 0<br/>@BRF 1 F","156.68","6.03","73%","0%","26","22","1,993","0","0","0","3","0","2","0","13","1","4","7","3","0","0","18","5","54","8","13","44","0","0","0","16","798"
"*05w9i*","Marc Cucurella","CHE","D","215","FA","NEW 1<br/>@CHE 1 F","156.45","6.52","97%","0%","24","21","1,663","0","2","0","11","0","0","0","33","1","6","21","4","0","9","16","1","37","5","8","16","0","0","0","20","562"
"*03dyk*","Jamie Vardy","LEI","F","216","KFFC","WHU 1<br/>@LEI 2 F","154.75","4.18","0%","0%","37","19","1,824","3","4","1","14","1","15","1","5","0","16","7","1","0","1","2","0","30","12","3","47","1","2","0","38","277"
"*04aiz*","Wilfred Ndidi","LEI","M","217","FA","WHU 1<br/>@LEI 2 F","154.56","5.72","0%","0%","27","19","1,665","0","0","0","3","0","2","0","42","1","10","14","4","0","0","37","4","42","9","14","25","0","0","0","39","186"
"*061xs*","Julio Enciso","BHA","F","218","Laeka B","BHA 1<br/>@AVL 2 F","154.5","7.72","1%","0%","20","7","783","4","2","0","13","1","18","1","4","0","20","15","1","0","0","4","0","1","31","0","6","0","0","0","12","281"
"*05w9q*","Odsonne Edouard","CRY","F","219","Noah B","NOT 1<br/>@CRY 1 F","153.5","4.39","0%","0%","35","20","1,772","5","2","0","17","0","15","0","13","0","51","17","3","0","0","3","0","22","15","5","41","0","0","0","25","466"
"*04fk9*","Jan Bednarek","SOU/AVL","D","220","FA","LIV 4<br/>@SOU 4 F","153.3","6.67","0%","0%","23","21","1,769","0","0","0","3","0","0","0","24","0","1","8","5","0","0","51","5","92","1","28","41","0","0","1","40","322"
"*056ir*","Adam Webster","BHA","D","221","FA","BHA 1<br/>@AVL 2 F","153.1","5.67","0%","0%","27","23","1,981","0","0","0","6","0","2","0","12","1","5","6","2","0","1","19","3","51","3","19","60","0","0","1","27","723"
"*02lp5*","Adam Smith","BOU","D","222","FA","BOU 0<br/>@EVE 1 F","152.97","4.13","2%","+1%","37","34","2,937","0","1","0","16","0","1","0","29","1","4","27","11","0","19","25","3","68","6","13","29","0","0","0","58","630"
"*03am7*","Jacob Murphy","NEW","M","223","j.l.","NEW 1<br/>@CHE 1 F","152.1","4.23","56%","0%","36","14","1,209","4","2","1","19","0","10","2","7","0","23","14","0","0","11","7","1","2","12","0","3","0","0","0","12","302"
"*043qy*","Lewis Cook","BOU","M","224","FA","BOU 0<br/>@EVE 1 F","151.86","5.42","12%","0%","28","18","1,701","0","2","0","24","0","0","0","22","0","16","10","4","0","11","23","7","29","6","10","7","0","0","0","39","325"
"*02lpl*","Seamus Coleman","EVE","D","225","FA","BOU 0<br/>@EVE 1 F","151.03","6.57","0%","0%","23","20","1,650","1","0","0","4","0","2","0","26","0","6","21","1","0","9","22","2","45","16","7","18","0","0","0","25","423"
"*0649j*","Manuel Akanji","MCI","D","226","AUTO REL","MCI 0<br/>@BRF 1 F","149.9","5.17","2%","0%","29","24","2,282","0","1","0","7","0","3","0","25","0","3","12","2","0","1","16","2","30","6","9","24","0","0","0","23","724"
"*03ek4*","Patrick Bamford","LEE","F","227","FA","TOT 4<br/>@LEE 1 F","149.75","5.35","0%","0%","28","18","1,497","4","2","0","12","3","17","0","6","0","21","27","3","0","0","5","0","13","11","5","36","2","0","0","31","116"
"*048xg*","Josh Dasilva","BRF","M","228","FA","MCI 0<br/>@BRF 1 F","149.06","4.14","0%","0%","36","14","1,351","4","2","1","12","0","6","0","9","0","28","23","1","0","6","5","0","6","29","6","6","0","0","0","17","411"
"*062ir*","Clement Lenglet","TOT","D","229","FA","TOT 4<br/>@LEE 1 F","148.8","5.72","0%","0%","26","24","2,014","0","2","1","6","0","2","0","23","0","8","17","4","0","6","18","3","67","7","11","43","0","0","0","35","339"
"*05mzx*","Liam Cooper","LEE","D","230","thomas","TOT 4<br/>@LEE 1 F","148.74","8.26","0%","0%","18","16","1,424","1","0","0","5","0","3","0","23","1","1","10","5","0","1","34","3","56","1","8","56","0","0","0","32","180"
"*03r93*","Joseph Gomez","LIV","D","231","RyRob","LIV 4<br/>@SOU 4 F","148.72","7.08","3%","+1%","21","15","1,456","0","0","0","1","0","2","0","21","0","5","4","3","0","0","24","3","47","4","11","46","0","0","0","16","720"
"*051lc*","Pablo Fornals","WHU","M","232","DDT","WHU 1<br/>@LEI 2 F","148.39","4.64","0%","0%","32","17","1,474","3","1","0","20","0","7","1","15","0","15","7","0","0","6","14","0","8","10","2","11","0","0","0","28","238"
"*04io4*","Richarlison","TOT","F","234","j.l.","TOT 4<br/>@LEE 1 F","147.25","5.45","80%","+1%","27","12","980","1","3","0","16","2","14","1","16","0","18","22","3","0","5","5","0","9","11","1","18","0","2","0","18","344"
"*0620k*","Nayef Aguerd","WHU","D","235","KFFC","WHU 1<br/>@LEI 2 F","146.73","8.15","0%","0%","18","17","1,593","2","0","0","6","0","2","0","18","1","7","8","4","0","0","18","4","78","4","24","32","0","0","0","28","450"
"*05o4b*","Matty Cash","AVL","D","236","j.l.","BHA 1<br/>@AVL 2 F","146.17","5.62","80%","-1%","26","20","1,811","0","1","0","8","1","1","0","32","0","7","15","4","0","12","26","2","37","16","5","12","0","0","0","29","381"
"*05u7f*","Ibrahima Konate","LIV","D","237","AUTO REL","LIV 4<br/>@SOU 4 F","145.72","8.1","95%","-1%","18","17","1,550","0","0","0","1","0","3","0","26","0","4","15","5","0","0","26","3","56","9","5","46","0","0","1","22","630"
"*051k5*","Lloyd Kelly","BOU","D","238","FA","BOU 0<br/>@EVE 1 F","145.48","6.33","0%","0%","23","23","2,040","0","2","0","7","0","0","0","18","1","4","5","3","0","3","26","10","99","1","15","36","0","0","0","38","450"
"*03vlm*","Anthony Martial","MUN","F","239","thomas","FUL 1<br/>@MUN 2 F","143","6.81","0%","0%","21","11","960","6","2","0","12","1","13","0","3","0","20","14","0","0","0","1","0","4","14","2","10","0","1","0","8","457"
"*04rd1*","Stuart Armstrong","SOU","M","240","FA","LIV 4<br/>@SOU 4 F","140.63","4.39","0%","0%","32","14","1,376","2","1","0","18","1","7","1","21","0","28","20","6","0","9","10","3","9","21","0","6","0","0","0","34","124"
"*05opl*","Wesley Fofana","LEI/CHE","D","241","Noah B","NEW 1<br/>@CHE 1 F","140.24","8.25","26%","+1%","17","14","1,361","1","0","0","2","0","3","1","20","1","6","25","4","0","1","29","6","37","9","11","35","0","0","0","24","180"
"*068ym*","Enzo Fernandez","CHE","M","242","Noah B","NEW 1<br/>@CHE 1 F","140.17","7.79","100%","0%","18","18","1,547","0","2","0","20","0","3","0","27","0","13","22","3","0","1","16","1","11","17","2","7","0","0","0","25","263"
